corp_code,corp_name,rcept_no,dart_link,basis,unit_source,fy,period,bs_n,is_n,cf_n,flag
00137809,SHD,20000812000299,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000812000299,separate,pdf,2000,H1,8,13,6,LOW
00137809,SHD,20010330000044,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010330000044,separate,pdf,2000,FY,10,13,9,LOW
00137809,SHD,20010515000323,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010515000323,separate,pdf,2001,Q1,7,12,12,LOW
00137809,SHD,20010813000163,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010813000163,separate,pdf,2001,H1,10,11,8,LOW
00137809,SHD,20011114000917,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20011114000917,separate,pdf,2001,Q3,10,12,10,LOW
00137809,SHD,20021114000176,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20021114000176,separate,pdf,2002,Q3,10,11,9,LOW
00138242,KG모빌리티,20040625000236,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040625000236,separate,squished_total,2004,Q1,1,,,LOW
00138260,SIMPAC,20021114000018,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20021114000018,separate,pdf,2002,Q3,9,5,42,LOW
00138598,아비코전자,20040814000259,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040814000259,separate,squished_total,2004,H1,1,,,LOW
00138598,아비코전자,20041115000920,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20041115000920,separate,squished_total,2004,Q3,1,,,LOW
00138729,아세아제지,20010515000046,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010515000046,separate,pdf,2001,Q1,10,11,16,LOW
00138729,아세아제지,20010814000174,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010814000174,separate,pdf,2001,H1,11,11,9,LOW
00138729,아세아제지,20011114000040,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20011114000040,separate,pdf,2001,Q3,11,11,17,LOW
00139153,에코플라스틱,20000330000557,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000330000557,consolidated,pdf,1999,FY,8,12,9,LOW
00139153,에코플라스틱,20000330000557,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000330000557,separate,pdf,1999,FY,9,10,9,LOW
00139153,에코플라스틱,20000513000005,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000513000005,separate,pdf,2000,Q1,9,10,10,LOW
00139153,에코플라스틱,20000812000121,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000812000121,separate,pdf,2000,H1,9,11,10,LOW
00139153,에코플라스틱,20010330000040,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010330000040,consolidated,pdf,2000,FY,9,14,14,LOW
00139153,에코플라스틱,20010330000040,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010330000040,separate,pdf,2000,FY,8,11,10,LOW
00139153,에코플라스틱,20010514000362,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010514000362,separate,pdf,2001,Q1,8,12,13,LOW
00139153,에코플라스틱,20010813000135,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010813000135,separate,pdf,2001,H1,9,10,15,LOW
00139153,에코플라스틱,20011113000232,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20011113000232,separate,pdf,2001,Q3,8,10,14,LOW
00139153,에코플라스틱,20020329000416,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20020329000416,separate,declared,2001,FY,,7,,LOW
00139153,에코플라스틱,20020513000175,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20020513000175,separate,declared,2002,Q1,4,7,3,LOW
00139153,에코플라스틱,20020514000147,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20020514000147,separate,declared,2002,Q1,4,7,3,LOW
00139153,에코플라스틱,20020813000555,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20020813000555,separate,declared,2002,H1,4,7,3,LOW
00139153,에코플라스틱,20021113000255,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20021113000255,separate,declared,2002,Q3,4,7,3,LOW
00139153,에코플라스틱,20030331000279,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20030331000279,separate,declared,2002,FY,4,7,3,LOW
00139153,에코플라스틱,20030514000408,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20030514000408,separate,declared,2003,Q1,4,7,3,LOW
00139153,에코플라스틱,20030813000028,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20030813000028,separate,declared,2003,H1,4,6,3,LOW
00139153,에코플라스틱,20031114000395,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20031114000395,separate,declared,2003,Q3,4,6,3,LOW
00139153,에코플라스틱,20040329001083,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040329001083,separate,declared,2003,FY,4,6,3,LOW
00139153,에코플라스틱,20040512000505,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040512000505,separate,declared,2003,FY,4,6,3,LOW
00139153,에코플라스틱,20040514000867,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040514000867,separate,declared,2004,Q1,4,6,3,LOW
00139153,에코플라스틱,20040621000103,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040621000103,separate,declared,2004,Q1,4,6,3,LOW
00139153,에코플라스틱,20040813000649,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040813000649,separate,declared,2004,H1,4,6,3,LOW
00139153,에코플라스틱,20041113000017,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20041113000017,separate,declared,2004,Q3,4,6,4,LOW
00139153,에코플라스틱,20050331000814,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050331000814,separate,declared,2004,FY,4,6,3,LOW
00139153,에코플라스틱,20050429000575,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050429000575,separate,declared,2004,FY,4,6,3,LOW
00139153,에코플라스틱,20050513000361,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050513000361,separate,declared,2005,Q1,4,11,,LOW
00139153,에코플라스틱,20050816000115,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050816000115,separate,declared,2005,H1,4,12,,LOW
00139153,에코플라스틱,20051114000418,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20051114000418,separate,declared,2005,Q3,4,12,6,LOW
00139205,안국약품,20000330000296,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000330000296,separate,squished_total,1999,FY,1,,,LOW
00139719,와이지-원,20000329000042,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000329000042,separate,pdf,1999,FY,5,1,40,LOW
00139719,와이지-원,20000814000146,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000814000146,separate,pdf,2000,H1,4,1,38,LOW
00140052,에이스침대,20011113000063,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20011113000063,separate,pdf,2001,Q3,11,3,38,LOW
00140052,에이스침대,20020513000350,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20020513000350,separate,pdf,2002,Q1,11,4,34,LOW
00140131,키다리스튜디오,20000331000050,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000331000050,separate,pdf,1999,FY,4,,,LOW
00140131,키다리스튜디오,20000512000113,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000512000113,separate,pdf,2000,Q1,4,,,LOW
00140131,키다리스튜디오,20000515000325,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000515000325,separate,pdf,2000,Q1,4,,,LOW
00140131,키다리스튜디오,20000811000024,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000811000024,separate,pdf,2000,H1,4,,,LOW
00140131,키다리스튜디오,20010515000465,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010515000465,separate,pdf,2001,Q1,5,,4,LOW
00140131,키다리스튜디오,20010814001066,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010814001066,separate,pdf,2001,H1,4,,7,LOW
00140131,키다리스튜디오,20011114000843,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20011114000843,separate,pdf,2001,Q3,5,,4,LOW
00140177,GS리테일,20010814000669,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010814000669,separate,pdf,2001,H1,7,3,55,LOW
00140177,GS리테일,20011114000455,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20011114000455,separate,pdf,2001,Q3,8,4,55,LOW
00140177,GS리테일,20040514002653,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040514002653,separate,squished_total,2004,Q1,1,,,LOW
00140177,GS리테일,20040813001740,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040813001740,separate,squished_total,2004,H1,1,,,LOW
00140177,GS리테일,20041112000397,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20041112000397,separate,squished_total,2004,Q3,1,,,LOW
00140177,GS리테일,20050324000258,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050324000258,separate,squished_total,2004,FY,1,,,LOW
00140177,GS리테일,20050516001353,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050516001353,separate,squished_total,2005,Q1,1,,,LOW
00140177,GS리테일,20050816000821,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050816000821,separate,squished_total,2005,H1,1,,,LOW
00140177,GS리테일,20051114001425,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20051114001425,separate,squished_total,2005,Q3,1,,,LOW
00140177,GS리테일,20060331001056,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20060331001056,separate,squished_total,2005,FY,1,,,LOW
00140177,GS리테일,20060515002371,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20060515002371,separate,squished_total,2006,Q1,1,,,LOW
00140177,GS리테일,20060814000932,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20060814000932,separate,squished_total,2006,H1,1,,,LOW
00140177,GS리테일,20061114000587,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20061114000587,separate,squished_total,2006,Q3,1,,,LOW
00140858,와이엠,20000330000201,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000330000201,separate,pdf,1999,FY,8,5,7,LOW
00140858,와이엠,20000515000493,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000515000493,separate,pdf,2000,Q1,8,11,3,LOW
00140858,와이엠,20000814000441,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000814000441,separate,pdf,2000,H1,10,11,3,LOW
00140858,와이엠,20010330000813,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010330000813,separate,pdf,2000,FY,10,11,6,LOW
00140858,와이엠,20010514000498,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010514000498,separate,pdf,2001,Q1,10,11,3,LOW
00140858,와이엠,20010813000293,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010813000293,separate,pdf,2001,H1,10,11,3,LOW
00140858,와이엠,20011113000094,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20011113000094,separate,pdf,2001,Q3,9,11,4,LOW
00140858,와이엠,20020330000145,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20020330000145,separate,pdf,2001,FY,9,13,8,LOW
00140858,와이엠,20020515000629,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20020515000629,separate,pdf,2002,Q1,10,5,5,LOW
00140858,와이엠,20020814000592,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20020814000592,separate,pdf,2002,H1,10,13,5,LOW
00140858,와이엠,20040618000202,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040618000202,separate,squished_total,2004,Q1,1,,,LOW
00140858,와이엠,20040814000366,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040814000366,separate,squished_total,2004,H1,1,,,LOW
00140858,와이엠,20041115000572,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20041115000572,separate,squished_total,2004,Q3,1,,,LOW
00140858,와이엠,20050331000758,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050331000758,separate,squished_total,2004,FY,1,,,LOW
00140858,와이엠,20050516001368,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050516001368,separate,squished_total,2005,Q1,1,,,LOW
00140858,와이엠,20050816000553,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050816000553,separate,squished_total,2005,H1,1,,,LOW
00140858,와이엠,20051114000319,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20051114000319,separate,squished_total,2005,Q3,1,,,LOW
00140858,와이엠,20060331000064,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20060331000064,separate,squished_total,2005,FY,1,,,LOW
00140858,와이엠,20060515001126,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20060515001126,separate,squished_total,2006,Q1,1,,,LOW
00140858,와이엠,20060814000055,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20060814000055,separate,squished_total,2006,H1,1,,,LOW
00140858,와이엠,20061114000046,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20061114000046,separate,squished_total,2006,Q3,1,,,LOW
00140858,와이엠,20070329001187,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20070329001187,separate,squished_total,2006,FY,1,,,LOW
00140858,와이엠,20100330000428,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100330000428,separate,declared,2009,FY,,,11,LOW
00140946,한솔로지스틱스,20000330000133,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000330000133,separate,pdf,1999,FY,8,5,28,LOW
00140946,한솔로지스틱스,20000515000510,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000515000510,separate,pdf,2000,Q1,7,4,13,LOW
00140946,한솔로지스틱스,20000814000451,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000814000451,separate,pdf,2000,H1,4,1,13,LOW
00140946,한솔로지스틱스,20010330000749,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010330000749,separate,pdf,2000,FY,6,5,26,LOW
00140946,한솔로지스틱스,20010515000198,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010515000198,separate,pdf,2001,Q1,7,5,38,LOW
00140946,한솔로지스틱스,20020401000618,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20020401000618,separate,pdf,2001,FY,7,4,27,LOW
00140946,한솔로지스틱스,20020510001466,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20020510001466,separate,pdf,2002,Q1,7,4,34,LOW
00140946,한솔로지스틱스,20020813000679,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20020813000679,separate,pdf,2002,H1,13,3,27,LOW
00140946,한솔로지스틱스,20021111000163,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20021111000163,separate,pdf,2002,Q3,14,3,34,LOW
00140946,한솔로지스틱스,20040621000162,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040621000162,separate,squished_total,2004,Q1,1,,,LOW
00140946,한솔로지스틱스,20040813000251,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040813000251,separate,squished_total,2004,H1,1,,,LOW
00140946,한솔로지스틱스,20041112000196,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20041112000196,separate,squished_total,2004,Q3,1,,,LOW
00140946,한솔로지스틱스,20050406001120,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050406001120,separate,squished_total,2004,FY,1,,,LOW
00140946,한솔로지스틱스,20050516000477,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050516000477,separate,squished_total,2005,Q1,1,,,LOW
00140946,한솔로지스틱스,20050831000226,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050831000226,separate,squished_total,2005,H1,1,,,LOW
00140946,한솔로지스틱스,20051114000258,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20051114000258,separate,squished_total,2005,Q3,1,,,LOW
00140955,한솔케미칼,20140829001766,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20140829001766,separate,declared,2014,H1,18,26,58,LOW
00140964,영원무역홀딩스,20010811000052,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010811000052,consolidated,pdf,2001,H1,1,22,,LOW
00140964,영원무역홀딩스,20011113000322,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20011113000322,consolidated,pdf,2001,Q3,1,19,,LOW
00141246,SGC E&C,20020401001148,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20020401001148,separate,declared,2001,FY,,11,7,LOW
00141246,SGC E&C,20020515000726,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20020515000726,separate,declared,2002,Q1,,11,7,LOW
00141246,SGC E&C,20020814000608,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20020814000608,separate,declared,2002,H1,,11,7,LOW
00141246,SGC E&C,20030331000810,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20030331000810,separate,declared,2002,FY,,11,7,LOW
00141246,SGC E&C,20030515000048,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20030515000048,separate,declared,2003,Q1,,10,7,LOW
00141246,SGC E&C,20030814001592,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20030814001592,separate,declared,2003,H1,,11,7,LOW
00141246,SGC E&C,20031114000255,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20031114000255,separate,declared,2003,Q3,,11,7,LOW
00141246,SGC E&C,20031201000051,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20031201000051,separate,declared,2003,Q3,,11,7,LOW
00141246,SGC E&C,20040330000225,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040330000225,separate,declared,2003,FY,,11,7,LOW
00141246,SGC E&C,20040511000847,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040511000847,separate,declared,2003,FY,,11,7,LOW
00141246,SGC E&C,20040514001108,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040514001108,separate,declared,2004,Q1,,11,7,LOW
00141246,SGC E&C,20040519000154,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040519000154,separate,declared,2003,FY,,11,7,LOW
00141246,SGC E&C,20040525000422,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040525000422,separate,declared,2003,FY,,11,7,LOW
00141246,SGC E&C,20040625000059,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040625000059,separate,declared,2004,Q1,,11,7,LOW
00141246,SGC E&C,20040813000844,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040813000844,separate,declared,2004,H1,,11,7,LOW
00141246,SGC E&C,20041115000747,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20041115000747,separate,declared,2004,Q3,,11,7,LOW
00141246,SGC E&C,20050331000254,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050331000254,separate,declared,2004,FY,,11,7,LOW
00141246,SGC E&C,20050513000846,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050513000846,separate,declared,2005,Q1,,11,7,LOW
00141246,SGC E&C,20050812000148,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050812000148,separate,declared,2005,H1,,11,7,LOW
00141246,SGC E&C,20051114000726,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20051114000726,separate,declared,2005,Q3,,11,7,LOW
00141389,KZ정밀,20000330000023,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000330000023,separate,pdf,1999,FY,9,12,11,LOW
00141389,KZ정밀,20000515000108,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000515000108,separate,pdf,2000,Q1,9,13,7,LOW
00141389,KZ정밀,20000814000234,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000814000234,separate,pdf,2000,H1,11,13,8,LOW
00141389,KZ정밀,20010330000067,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010330000067,separate,pdf,2000,FY,12,6,9,LOW
00141389,KZ정밀,20010515000383,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010515000383,separate,pdf,2001,Q1,10,7,11,LOW
00141389,KZ정밀,20010814000183,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010814000183,separate,pdf,2001,H1,13,12,7,LOW
00141389,KZ정밀,20011114000604,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20011114000604,separate,pdf,2001,Q3,13,11,11,LOW
00141404,블루산업개발,20050514000051,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050514000051,consolidated,declared,2005,Q1,19,27,,LOW
00141413,영화금속,20000324000055,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000324000055,separate,pdf,1999,FY,5,4,,LOW
00141413,영화금속,20000510000262,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000510000262,separate,pdf,2000,Q1,,4,,LOW
00141671,오리콤,20010515000694,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010515000694,consolidated,pdf,2001,Q1,2,10,,LOW
00141671,오리콤,20010516000171,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010516000171,consolidated,pdf,2001,Q1,2,10,,LOW
00141671,오리콤,20010814000907,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010814000907,consolidated,pdf,2001,H1,2,9,,LOW
00142661,우성,20000328000270,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000328000270,separate,pdf,1999,FY,10,10,10,LOW
00142661,우성,20000513000209,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000513000209,separate,pdf,2000,Q1,10,3,9,LOW
00142661,우성,20000814000552,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000814000552,separate,pdf,2000,H1,11,11,10,LOW
00142661,우성,20010329000058,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010329000058,separate,pdf,2000,FY,10,9,13,LOW
00142661,우성,20010515000069,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010515000069,separate,pdf,2001,Q1,11,9,9,LOW
00142661,우성,20010813000207,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010813000207,separate,pdf,2001,H1,10,11,9,LOW
00142661,우성,20011113000054,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20011113000054,separate,pdf,2001,Q3,11,10,9,LOW
00142865,WISCOM,20040617000075,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040617000075,separate,squished_total,2004,Q1,1,,,LOW
00142865,WISCOM,20040812000153,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040812000153,separate,squished_total,2004,H1,1,,,LOW
00142865,WISCOM,20041112000446,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20041112000446,separate,squished_total,2004,Q3,1,,,LOW
00142865,WISCOM,20050329000755,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050329000755,separate,squished_total,2004,FY,1,,,LOW
00142865,WISCOM,20050512001253,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050512001253,separate,squished_total,2005,Q1,1,,,LOW
00142865,WISCOM,20050810000277,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050810000277,separate,squished_total,2005,H1,1,,,LOW
00142865,WISCOM,20051108000262,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20051108000262,separate,squished_total,2005,Q3,1,,,LOW
00142865,WISCOM,20060330000533,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20060330000533,separate,squished_total,2005,FY,1,,,LOW
00142865,WISCOM,20060512001213,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20060512001213,separate,squished_total,2006,Q1,1,,,LOW
00142865,WISCOM,20060810000313,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20060810000313,separate,squished_total,2006,H1,1,,,LOW
00142865,WISCOM,20061114000370,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20061114000370,separate,squished_total,2006,Q3,1,,,LOW
00142865,WISCOM,20070328000465,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20070328000465,separate,squished_total,2006,FY,1,,,LOW
00143314,에이엔피,20000330000564,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000330000564,separate,pdf,1999,FY,9,5,36,LOW
00143314,에이엔피,20000513000145,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000513000145,separate,pdf,2000,Q1,8,5,38,LOW
00143314,에이엔피,20000814000242,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000814000242,separate,pdf,2000,H1,7,5,39,LOW
00143314,에이엔피,20010331000280,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010331000280,separate,pdf,2000,FY,8,5,44,LOW
00143314,에이엔피,20010515000783,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010515000783,separate,pdf,2001,Q1,7,5,41,LOW
00143314,에이엔피,20011114001131,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20011114001131,separate,pdf,2001,Q3,8,5,41,LOW
00143314,에이엔피,20020814000766,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20020814000766,separate,pdf,2002,H1,6,4,52,LOW
00143314,에이엔피,20050802000152,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050802000152,separate,squished_total,2005,H1,1,,,LOW
00143527,경동인베스트,20040514000528,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040514000528,separate,squished_total,2004,Q1,1,,,LOW
00143527,경동인베스트,20040813000279,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040813000279,separate,squished_total,2004,H1,1,,,LOW
00143527,경동인베스트,20041113000098,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20041113000098,separate,squished_total,2004,Q3,1,,,LOW
00143527,경동인베스트,20050331001677,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050331001677,separate,squished_total,2004,FY,1,,,LOW
00143527,경동인베스트,20050513000984,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050513000984,separate,squished_total,2005,Q1,1,,,LOW
00143907,원일특강,20000330000848,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000330000848,separate,pdf,1999,FY,8,2,32,LOW
00143907,원일특강,20010514000683,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20010514000683,separate,pdf,2001,Q1,5,11,46,LOW
00144021,원풍물산,20011113000106,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20011113000106,consolidated,pdf,2001,Q3,,5,,LOW
00144243,유니슨,20000515000072,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000515000072,consolidated,pdf,2000,Q1,9,4,,LOW
00144243,유니슨,20000814000124,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000814000124,consolidated,pdf,2000,H1,5,14,,LOW
00144395,동서,20000328000009,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000328000009,separate,pdf,1999,FY,9,14,6,LOW
00144395,동서,20000330000187,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000330000187,separate,pdf,1999,FY,9,14,7,LOW
00144395,동서,20000512000364,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000512000364,separate,pdf,2000,Q1,10,13,5,LOW
00144395,동서,20000812000009,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20000812000009,separate,pdf,2000,H1,10,13,6,LOW
00144650,유신,20040524000305,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040524000305,separate,squished_total,2004,Q1,1,,,LOW
00144650,유신,20040813001212,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20040813001212,separate,squished_total,2004,H1,1,,,LOW
00144650,유신,20041115000612,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20041115000612,separate,squished_total,2004,Q3,1,,,LOW
00144650,유신,20050331001533,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20050331001533,separate,squished_total,2004,FY,1,,,LOW
