corp_code,statement_type,prev_year,next_year,revenue,operating_income,prev_deriv,next_deriv
00159786,separate,2004,2005,101783000,5112647000,native,native
00159795,consolidated,2012,2013,52953323200,6448180567,native,native
00159795,separate,2007,2008,39327518189,4233817563,native,native
00159810,separate,2006,2007,161287097610,5731808192,native,native
00159971,consolidated,2010,2011,67161691935,6519707019,native,native
00159971,separate,2005,2006,29764943480,3026559244,native,native
00160010,separate,2002,2003,3908080655,823117995,native,native
00160047,consolidated,2015,2016,63692032878,54229531596,native,native
00160047,separate,2007,2008,616468089288,85073645385,native,native
00160205,consolidated,2020,2021,48863541094,2136754104,native,native
00160205,separate,2006,2007,8256554618,103283241,native,native
00160232,consolidated,2012,2013,27668783312,3046763474,native,native
00160232,consolidated,2015,2016,36361962438,7930696663,native,native
00160232,separate,2007,2008,21981656635,1698260948,native,native
00160302,separate,2005,2006,18357947388,6009800386,native,native
00160302,separate,2007,2008,23442934295,-2254966980,native,native
00160375,consolidated,2007,2008,32373101994,902346187,native,native
00160375,consolidated,2018,2019,8344015539,810009979,native,native
00160418,separate,2007,2008,177552491412,2275969280,native,native
00160621,consolidated,1999,2000,107971756185,132240143,native,native
00160621,consolidated,2000,2001,107971756185,132240143,native,native
00160621,consolidated,2001,2002,107971756185,132240143,native,native
00160621,separate,2004,2005,19314416190,1145492577,native,native
00160621,separate,2006,2007,16466860976,393047933,native,native
00160843,consolidated,2004,2005,1068294080364,87223232430,native,native
00160843,separate,2007,2008,388784892246,1746981833,native,native
00161046,consolidated,2012,2013,78918504707,898834376,native,native
00161046,consolidated,2015,2016,91225033617,158335182,native,native
00161125,consolidated,2011,2012,879269281047,84437119394,native,native
00161125,separate,2003,2004,279653410339,33412726694,native,native
00161125,separate,2006,2007,347580442101,17454600718,native,native
00161383,consolidated,2012,2013,42216051072,2167640787,native,native
00161383,consolidated,2015,2016,51623562744,15907411936,native,native
00161383,separate,2005,2006,17640966456,4451184459,native,native
00161383,separate,2010,2011,34672583828,3577964594,native,native
00161426,separate,2003,2004,72700993694,8725071183,native,native
00161426,separate,2005,2006,95883725982,12854468165,native,native
00161462,separate,2007,2008,1224160150,-128762288,native,native
00161693,consolidated,2012,2013,197573239921,16811055058,native,native
00161709,consolidated,2022,2023,95746688812,8796752123,native,native
00161781,consolidated,2012,2013,3739874504,-2069518358,native,native
00161860,consolidated,2019,2020,62922369647,1661634354,native,native
00161860,separate,2003,2004,32840047281,2251428922,native,native
00161860,separate,2005,2006,34552578828,1027400859,native,native
00161860,separate,2007,2008,39207053867,3156438725,native,native
00161976,consolidated,2010,2011,281319773124,8816546449,native,native
00161976,separate,2005,2006,81943742000,2179762000,native,native
00162063,consolidated,2012,2013,283205817564,12132995600,native,native
00162063,separate,2004,2005,123625074144,10349946140,native,native
00162063,separate,2006,2007,145499105299,7020187579,native,native
00162072,consolidated,2012,2013,13197565462,151992825,native,native
00162072,separate,2007,2008,9707617362,613222539,native,native
00162461,consolidated,2001,2002,2560462551551,198630985491,native,native
00162461,consolidated,2004,2005,3374540849922,263760261369,native,native
00162461,consolidated,2010,2011,2137029236863,240440788860,native,native
00162586,consolidated,2012,2013,17939047722,-1783748995,native,native
00162586,separate,2004,2005,16451196258,217175587,native,native
00162832,consolidated,2012,2013,32282691087,168975993,native,native
00162832,separate,2006,2007,16480421909,1146519914,native,native
00162911,consolidated,2012,2013,59087148720,159751617,native,native
00162911,separate,2003,2004,20201289616,513322603,native,native
00162911,separate,2006,2007,16971929353,437683515,native,native
00162993,consolidated,2012,2013,249447173497,15626159376,native,native
00162993,separate,2004,2005,91314457351,1356669646,native,native
00162993,separate,2007,2008,113458706494,2657502649,native,native
00163114,consolidated,2012,2013,721030281907,30639055921,native,native
00163114,separate,2006,2007,126602179522,862213993,native,native
00163318,consolidated,2012,2013,12506520041,-790119707,native,native
00163512,consolidated,2010,2011,340675357193,9086866856,native,native
00163512,separate,2004,2005,175703388061,7407474387,native,native
00163512,separate,2007,2008,212379655513,6740489842,native,native
00163691,consolidated,2012,2013,2499915832125,-52304935049,native,native
00163716,consolidated,2012,2013,3780055070,1332218725,native,native
00163716,separate,2004,2005,7668852435,658555023,native,native
00163761,separate,2005,2006,31256013461,-569288880,native,native
00164478,consolidated,2010,2011,2285500625600,142634155150,native,native
00164478,separate,2006,2007,1111092931184,61419976957,native,native
00164502,consolidated,2013,2014,43399603571,3928436776,native,native
00164502,separate,2013,2014,28380752264,1730272419,native,native
00164618,consolidated,2022,2023,43604749880,-1285211687,native,native
00164618,separate,2018,2019,28997534896,1177690796,native,native
00164636,consolidated,2010,2011,825080762170,93294138634,native,native
00164636,separate,2007,2008,564191566687,47432964234,native,native
00164645,consolidated,2010,2011,1697735000000,-27486000000,native,native
00164706,consolidated,2012,2013,25844474499,366462407,recomposed,recomposed
00164706,separate,2007,2008,27670175752,2813754156,recomposed,recomposed
00164724,consolidated,2011,2012,203506223200,7760055355,native,native
00164724,separate,2007,2008,140999170848,4095929356,native,native
00164742,consolidated,2010,2011,18233361000000,1827471000000,native,native
00164742,separate,2003,2004,6207339000000,461390000000,native,native
00164742,separate,2005,2006,6861517000000,335333000000,native,native
00164779,consolidated,2008,2009,7731932000000,2074127000000,native,native
00164788,separate,2004,2005,1729683000000,189618000000,native,native
00164788,separate,2006,2007,2001687000000,210823000000,native,native
00164812,consolidated,2012,2013,1215063331590,6459929832,native,native
00164812,separate,2007,2008,534416736236,11891829220,native,native
00165060,consolidated,2012,2013,41802350804,8994352729,native,native
00165060,separate,2006,2007,21364882133,3146760302,native,native
00165103,consolidated,2012,2013,20284201457,845390045,native,native
00165343,consolidated,2012,2013,46284637976,501397776,native,native
00165343,separate,2003,2004,29075192000,938313000,native,native
00165343,separate,2006,2007,32903933000,2334065000,native,native
00165413,consolidated,2010,2011,3939737166876,582107175970,native,native
00165413,separate,2007,2008,738072559447,65867818822,native,native
00165583,consolidated,2010,2011,2007021307065,13378208813,native,native
00165583,separate,2003,2004,515124000000,35938000000,native,native
00165583,separate,2007,2008,1127001195031,42697517557,native,native
00165680,consolidated,2012,2013,477976642649,-33188446962,native,native
00165680,separate,2006,2007,112705637224,2392262683,native,native
00166175,consolidated,2021,2022,61142170246,775569111,native,native
00166175,separate,2004,2005,13649524506,1074927415,native,native
00166175,separate,2007,2008,15219770706,341301351,native,native
00166227,consolidated,2012,2013,122922542109,-1156505861,native,native
00166227,separate,2006,2007,26790767261,42186343,native,native
00166272,separate,2007,2008,101702971255,375959012,native,native
00166315,consolidated,2012,2013,389863807454,24221508194,native,native
00166519,consolidated,2012,2013,53755476031,3105269271,native,native
00166519,separate,2003,2004,23811142532,1001672822,native,native
00166528,separate,2011,2012,11632469755,2801402652,native,native
00166573,consolidated,2018,2019,39288045773,9043368259,native,native
00166573,separate,2003,2004,15209839698,4344533095,native,native
00167031,consolidated,2012,2013,21688830226,1816614465,native,native
00167031,separate,2008,2009,3801904572,-122187386,native,native
00167192,consolidated,2012,2013,96095703548,25530435526,native,native
00167192,separate,2007,2008,43637996367,5771906982,native,native
00167208,consolidated,2012,2013,169778090835,1997743375,native,native
00168331,consolidated,2012,2013,26687223976,-1986736986,native,native
00168331,separate,2003,2004,34530024003,2112655524,native,native
00169048,consolidated,2018,2019,3699358763,-3741001361,native,native
00169048,separate,2005,2006,5552470322,,native,native
00169048,separate,2007,2008,2380407720,-1061870546,native,native
00169215,consolidated,2016,2017,5184353242,-30098066,native,native
00169215,separate,2007,2008,3062116198,155238379,native,native
00170026,consolidated,2012,2013,14098620056,-1168119549,native,native
00170558,separate,2003,2004,74785256223,8273575867,native,native
00170877,consolidated,2015,2016,22150835191,5406243409,native,native
00171265,consolidated,2012,2013,144965282114,35055143336,native,native
00171265,separate,2007,2008,56959580792,-800017007,native,native
00171636,consolidated,2012,2013,461930333000,32592248000,native,native
00171867,consolidated,2015,2016,32511491163,2337189302,native,native
00172079,consolidated,2005,2006,56278940314,,native,native
00172185,consolidated,2012,2013,14822966674,1551056523,native,native
00172228,consolidated,2012,2013,63865365579,4101086278,native,native
00172228,separate,2007,2008,61431512633,10901613016,native,native
00172291,consolidated,2012,2013,32554142436,5096026960,native,native
00172291,separate,2003,2004,8146009478,330639367,native,native
00172680,consolidated,2012,2013,108020490449,-411250124,native,native
00172680,separate,2005,2006,64485971508,6072507734,native,native
00172936,consolidated,2014,2015,82737436233,2667514752,native,native
00172936,separate,2005,2006,60623486042,1563865531,native,native
00172945,separate,2010,2011,29020095980,3320999788,native,native
00173032,consolidated,2010,2011,66723761817,-2786113900,native,native
00173032,separate,2005,2006,2696717000,,native,native
00173032,separate,2007,2008,5853408750,-1810670708,native,native
00173078,consolidated,2020,2021,255668235788,25562388043,native,native
00173078,separate,2020,2021,41864629898,2720296101,native,native
00173102,consolidated,2005,2006,163758509298,3346772140,native,native
00173102,separate,2006,2007,32280085194,927147845,native,native
00173351,consolidated,2012,2013,36492893440,2145246630,native,native
00173449,consolidated,2012,2013,6464498498,620013937,native,native
00173591,separate,2005,2006,30300576460,2735780066,native,native
00173698,separate,2006,2007,9493302142,512002395,native,native
00173795,consolidated,2012,2013,30493251470,424004338,native,native
00173874,consolidated,2010,2011,328543300708,37363669560,native,native
00173944,consolidated,2011,2012,13176070719,-564381536,native,native
00173999,consolidated,2012,2013,108247509533,2492024561,native,native
00173999,separate,2007,2008,77031764288,3962482865,native,native
00174004,consolidated,2004,2005,156928610238,6482798216,native,native
00174004,consolidated,2012,2013,72948577584,11641481723,native,native
00174208,consolidated,2012,2013,38527089494,1403475390,native,native
00174527,consolidated,2002,2003,765606136249,47345916222,native,native
00174527,consolidated,2003,2004,765606136249,47345916222,native,native
00174527,consolidated,2012,2013,63284467423,1318045909,native,native
00174527,consolidated,2019,2020,154057991883,23157268148,native,native
00175173,consolidated,2010,2011,51104226527,4726648654,native,native
00175173,separate,2007,2008,45803281063,2854852960,native,native
00175623,consolidated,2012,2013,15809808705,1257479518,native,native
00176516,consolidated,2013,2014,37149776282,4738241332,native,native
00176914,consolidated,2012,2013,173981405566,19351248896,native,native
00176914,separate,2007,2008,24892221051,1894426779,native,native
00177199,consolidated,2012,2013,31583352762,767016472,native,native
00177199,separate,2007,2008,25124881227,3510886485,native,native
00177320,separate,2003,2004,3096034389,143894988,native,native
00177816,consolidated,2012,2013,18826307438,-870158706,native,native
00177816,separate,2006,2007,9399231687,147760433,native,native
00177870,consolidated,2012,2013,24090011686,277203236,native,native
00177870,separate,2007,2008,14701560473,1434432243,native,native
00178754,consolidated,2012,2013,79559209457,2596503955,native,native
00178754,separate,2009,2010,79786314000,5406320000,native,native
00178790,consolidated,2012,2013,120224338179,6793648602,native,native
00178790,separate,2004,2005,33966393030,3294371974,native,native
00178851,consolidated,2012,2013,48347143573,1281120322,native,native
00178851,separate,2007,2008,59020808048,6254206656,native,native
00180263,consolidated,2012,2013,18823366041,759220266,native,native
00180263,separate,2002,2003,5105345956,326984267,native,native
00180263,separate,2004,2005,4902629062,149054802,native,native
00180795,consolidated,2012,2013,54108693782,3379207296,native,native
00180795,separate,2007,2008,32080818643,1270582481,native,native
00180865,consolidated,2012,2013,474992329,-624917712,native,native
00180865,separate,2007,2008,1510624596,-2347284001,native,native
00181299,consolidated,2012,2013,22143925331,864532304,native,native
00181299,separate,2011,2012,21555286072,838876676,native,native
00181943,consolidated,2012,2013,48763082014,8031143646,native,native
00181943,separate,2004,2005,20663960793,2658456126,native,native
00181943,separate,2006,2007,24514631153,2876607530,native,native
00184667,separate,2004,2005,29720897731,980515482,native,native
00184667,separate,2006,2007,75341998957,-9761101299,native,native
00184889,consolidated,2004,2005,0,0,native,native
00184889,consolidated,2008,2009,264302595174,10246772607,native,native
00184889,consolidated,2012,2013,31504313740,-1499270786,native,native
00185046,consolidated,2010,2011,711965761,111438961,native,native
00185046,consolidated,2022,2023,21433753429,-3426587992,native,native
00185222,consolidated,2012,2013,12556032462,90040038,native,native
00185222,separate,2003,2004,6502236000,712318000,native,native
00186452,consolidated,2018,2019,5411300981,-422835694,native,native
00186452,separate,2007,2008,8402555151,140487090,native,native
00186559,consolidated,2012,2013,22775185844,-1885841019,native,native
00186559,consolidated,2020,2021,54747612854,-3452947694,native,native
00186717,consolidated,2012,2013,48938858146,1832047575,native,native
00186939,consolidated,2017,2018,47027107891,1228018079,native,native
00186939,separate,2006,2007,20002183627,899811837,native,native
00187415,separate,2007,2008,3097721652,-331947852,native,native
00187725,consolidated,2012,2013,16485936548,458335934,native,native
00187770,separate,2020,2021,17925803422,1231294222,native,native
00188089,consolidated,2012,2013,119922752993,18490930291,native,native
00188797,separate,2010,2011,16186519135,1550769925,native,native
00188973,consolidated,2012,2013,24786033760,2095813799,native,native
00188973,separate,2003,2004,11578703000,1260326000,native,native
00188973,separate,2006,2007,16058723000,1756613000,native,native
00189538,consolidated,2012,2013,18315355360,1257856838,native,native
00190321,consolidated,1999,2000,11755636000000,737178000000,native,native
00190756,consolidated,2016,2017,18084457543,2642688409,native,native
00190756,separate,2005,2006,4809466863,612737116,native,native
00191287,separate,2004,2005,8651612664,133909580,native,native
00191472,consolidated,2012,2013,183328014115,7966955371,native,native
00191472,separate,2007,2008,113872730611,11449196440,native,native
00191588,separate,2011,2012,87311338007,7755568293,native,native
00192499,separate,2003,2004,23363033851,1135099380,native,native
00192499,separate,2005,2006,26099494978,272266004,native,native
00192499,separate,2007,2008,35263616168,763950654,native,native
00193328,consolidated,2022,2023,78474869559,14908748343,native,native
00193328,separate,2022,2023,49183406780,11529614946,native,native
00194947,consolidated,2012,2013,59744530892,1752350123,native,native
00194947,separate,2010,2011,54490898843,2957916374,native,native
00195229,consolidated,2010,2011,181384042457,19201275139,native,native
00195229,separate,2008,2009,80893836489,7107194583,native,native
00197759,consolidated,2012,2013,12183968401,929407841,native,native
00197759,separate,2006,2007,23433547934,242014402,native,native
00198192,separate,2004,2005,8557288680,349793509,native,native
00198697,consolidated,2019,2020,15138954579,-7881099847,native,native
00198697,separate,2003,2004,20989000000,3229000000,native,native
00198697,separate,2007,2008,1455275857,-162846083,native,native
00199076,consolidated,2012,2013,7803095926,907203711,native,native
00199076,separate,2002,2003,3096869271,495638653,native,native
00199252,consolidated,2012,2013,8220608530,-1218581597,native,native
00199252,separate,2005,2006,2275886556,,native,native
00199988,consolidated,2012,2013,46455195398,4437633984,native,native
00199988,separate,2003,2004,13668585398,630634687,native,native
00199988,separate,2005,2006,17062638898,101476323,native,native
00200275,consolidated,2015,2016,24311049751,-7401365680,native,native
00200275,separate,2003,2004,15877045131,490602658,native,native
00200910,consolidated,2012,2013,34929397113,531713363,native,native
00200910,separate,2005,2006,4315034159,-155228173,native,native
00201432,consolidated,2023,2024,7391615749,-750944714,native,native
00201733,consolidated,2012,2013,21085336744,570818372,native,native
00201733,separate,2005,2006,14018388967,2933756385,native,native
00201742,consolidated,2012,2013,37473020951,1935302457,native,native
00201742,separate,2003,2004,9923817454,1337920972,native,native
00201742,separate,2005,2006,11921345990,891367342,native,native
00201742,separate,2007,2008,16680565464,1109507856,native,native
00202060,consolidated,2012,2013,42846480016,1969345160,native,native
00203023,consolidated,2012,2013,115405050175,2400308019,native,native
00203023,separate,2006,2007,14137207164,735064930,native,native
00203209,separate,2007,2008,22795315409,566278068,native,native
00203315,consolidated,2012,2013,98965274105,9048325977,native,native
00203315,separate,2006,2007,7249697046,951123462,native,native
00203847,separate,2014,2015,6821771433,232888273,native,native
00204208,consolidated,2012,2013,79652234269,-4073813538,native,native
00204208,separate,2005,2006,44434934574,1510750859,native,native
00204208,separate,2007,2008,57362649143,201836794,native,native
00204226,consolidated,2014,2015,10645159876,-1137413653,native,native
00204226,consolidated,2020,2021,17066108477,3310854228,native,native
00204262,consolidated,2012,2013,17299286620,7221641434,native,native
00204262,separate,2003,2004,8234000000,2821000000,native,native
00204262,separate,2006,2007,8568862697,2108039037,native,native
00204323,separate,2025,2026,19792322524,2072577510,native,native
00204642,consolidated,2012,2013,7247683028,-123476932,native,native
00204642,separate,2010,2011,7935560179,752975353,native,native
00205003,consolidated,2012,2013,34819308183,470445199,native,native
00205687,consolidated,2016,2017,24117881392,574590702,native,native
00205687,separate,2005,2006,5997697988,260498604,native,native
00206659,consolidated,2012,2013,154931255654,5201184010,native,native
00206659,separate,2002,2003,33110083138,274873044,native,native
00206686,consolidated,2012,2013,5872239711,-3269877828,native,native
00206686,separate,2005,2006,7795714651,399201604,native,native
00207375,separate,2003,2004,9772810985,400366431,native,native
00208134,consolidated,2012,2013,10814190088,660907881,native,native
00208134,separate,2007,2008,10927147486,1697069956,native,native
00208444,consolidated,2012,2013,23347571634,4655750807,native,native
00209780,consolidated,2012,2013,46146768727,2060436424,native,native
00209780,separate,2006,2007,43266384000,4533158000,native,native
00210740,consolidated,2012,2013,32493592928,773362521,native,native
00210740,separate,2003,2004,6387950000,1189606000,native,native
00210740,separate,2007,2008,11369684585,1474605344,native,native
00210856,consolidated,2012,2013,24807739628,699661614,native,native
00210856,separate,2005,2006,22183158568,1226772215,native,native
00210980,consolidated,2012,2013,12585842975,-220774828,native,native
00210980,separate,2003,2004,13648333000,781089000,native,native
00216027,consolidated,2012,2013,12389668750,-1927799226,native,native
00216027,consolidated,2015,2016,20636803791,616298310,native,native
00216027,separate,2003,2004,4079525332,622398644,native,native
00216434,consolidated,2017,2018,68469596635,-1126341257,native,native
00216434,separate,2017,2018,60272942014,-1975871878,native,native
00216498,consolidated,2012,2013,78523429458,5302985462,native,native
00216647,consolidated,2012,2013,60298356008,-2189197091,native,native
00216647,separate,2003,2004,29796571000,3031145000,native,native
00216762,consolidated,2012,2013,67172702579,2367668876,native,native
00216762,separate,2005,2006,53462817826,2935996884,native,native
00216762,separate,2007,2008,57319030530,722529999,native,native
00217743,consolidated,2022,2023,23375291606,3361452888,native,native
00218575,consolidated,2010,2011,55306929932,6989647613,native,native
00218575,separate,2003,2004,18048472000,5126695000,native,native
00219097,consolidated,2014,2015,884251677730,42310284024,native,native
00219097,separate,2014,2015,869209628858,43131448186,native,native
00219361,consolidated,2020,2021,251179414691,14953881632,native,native
00219440,consolidated,2012,2013,3898448329,2064722338,native,native
00219440,consolidated,2019,2020,354908161,-5032437347,native,native
00219440,separate,2003,2004,93635378621,2160205116,native,native
00219440,separate,2007,2008,131383050497,6675320600,native,native
00219486,consolidated,2021,2022,128218053703,6777445719,native,native
00219486,separate,2003,2004,49471545116,2719747920,native,native
00219486,separate,2005,2006,45162877089,3990665742,native,native
00219486,separate,2007,2008,65007902880,4498078551,native,native
00219574,consolidated,2011,2012,72607565601,6925103353,native,native
00219848,consolidated,2012,2013,176832525369,-15926297148,native,native
00220057,consolidated,2012,2013,17818737091,114232939,native,native
00220057,separate,2002,2003,4661156000,210694000,native,native
00220109,consolidated,2012,2013,8965121161,-241426084,native,native
00220109,separate,2003,2004,10920623340,358012228,native,native
00220109,separate,2007,2008,7532421406,660164254,native,native
00220613,consolidated,2023,2024,125885190656,953639782,native,native
00220613,separate,2023,2024,125885190656,245757851,native,native
00220686,consolidated,2012,2013,25913603525,1563765702,native,native
00220969,consolidated,2012,2013,25877716818,1105056204,native,native
00220969,separate,2003,2004,9330666000,365508000,native,native
00222435,consolidated,2012,2013,51375008079,-2159113051,native,native
00222435,separate,2007,2008,10925006388,1129761996,native,native
00222532,consolidated,2012,2013,273621365472,25539088109,native,native
00222532,consolidated,2017,2018,286484673186,13124513359,native,native
00223434,consolidated,2013,2014,16958067900,1839834669,native,native
00223434,separate,2007,2008,10512254058,287091896,native,native
00223513,consolidated,2012,2013,33226673137,270559641,native,native
00223513,separate,2003,2004,41267135000,879398000,native,native
00223762,consolidated,2005,2006,41133141574,,native,native
00223762,consolidated,2012,2013,10489058893,374119774,native,native
00223762,consolidated,2021,2022,69078825912,3739808189,native,native
00223762,separate,2006,2007,7123666947,241998549,native,native
00225159,consolidated,2003,2004,228108877937,4758755615,native,native
00225159,consolidated,2010,2011,369551714444,17347198906,native,native
00225159,separate,2004,2005,15616914000,1535247000,native,native
00225706,consolidated,2016,2017,34240121471,6513572689,native,native
00225706,separate,2016,2017,33492995561,6041417288,native,native
00226316,separate,2016,2017,50955870467,3094247479,native,native
00226352,consolidated,2012,2013,94651187254,16364741950,native,native
00226547,consolidated,2012,2013,9110307653,885631802,native,native
00226547,separate,2004,2005,4852296000,183416000,native,native
00226547,separate,2006,2007,5785813818,30052553,native,native
00226866,consolidated,2012,2013,273357503760,9153071961,native,native
00227333,separate,2003,2004,18279438308,3913498789,native,native
00227333,separate,2007,2008,40510947782,3693185472,native,native
00228059,consolidated,2012,2013,34057569156,5540641031,native,native
00228059,separate,2006,2007,12652544780,2316899014,native,native
00228350,consolidated,2012,2013,49478207694,-1004459073,native,native
00228350,separate,2004,2005,7374978616,290848209,native,native
00228350,separate,2007,2008,48495572164,3178843864,native,native
00228536,consolidated,2012,2013,60022685672,3145546168,native,native
00228712,consolidated,2019,2020,65098493371,-3537649458,native,native
00228712,separate,2006,2007,19640919617,-1281069645,native,native
00229021,separate,2003,2004,12765062418,,native,native
00229030,consolidated,2023,2024,35028682133,-626718783,native,native
00229030,separate,2023,2024,28006934700,-185214984,native,native
00230036,consolidated,2012,2013,6004968207,809375448,native,native
00230036,consolidated,2019,2020,1017131167,-843365681,native,native
00230036,separate,2003,2004,3593025980,-645466994,native,native
00230036,separate,2007,2008,2529082760,-526415264,native,native
00230425,consolidated,2012,2013,3932703954,-1133159567,native,native
00230425,separate,2007,2008,805437042,-991112840,native,native
00230814,consolidated,2018,2019,13248565324,-513689580,native,native
00230911,consolidated,2012,2013,14648228482,1129484931,native,native
00230911,separate,2007,2008,9769179356,204356059,native,native
00231044,consolidated,2012,2013,4954348598,-2350699796,native,native
00231044,separate,2003,2004,4712607000,798552000,native,native
00231105,consolidated,2015,2016,103021832257,7750869176,native,native
00231105,separate,2007,2008,89901380901,11920069483,native,native
00231354,consolidated,2016,2017,31060654297,1644767834,native,native
00231363,separate,2003,2004,768156909000,46140366000,native,native
00231372,separate,2007,2008,12954724212,596713806,native,native
00231442,consolidated,2012,2013,9352074548,649052804,native,native
00231442,separate,2006,2007,7274016037,2005263851,native,native
00231664,consolidated,2012,2013,2544386747,-2695337674,native,native
00231664,separate,2002,2003,1819527702,682230545,native,native
00231664,separate,2004,2005,4590589416,2876914294,native,native
00231664,separate,2007,2008,3051716788,856204166,native,native
00231664,separate,2023,2024,12160211240,9822276360,native,native
00231691,consolidated,2012,2013,2724945124,-467445717,recomposed,recomposed
00231691,separate,2002,2003,435232696,,recomposed,recomposed
00231691,separate,2007,2008,6311435212,-329491804,recomposed,recomposed
00231707,consolidated,2012,2013,7309593111,85813011,native,native
00231707,separate,2007,2008,6714935600,227560619,native,native
00231831,consolidated,2012,2013,9931525887,120859949,native,native
00231831,separate,2007,2008,4786948912,-1066984507,native,native
00231901,consolidated,2022,2023,5513920039,2286505293,native,native
00231901,separate,2022,2023,5513876562,2279176176,native,native
00232007,consolidated,2016,2017,955109874,-982375434,native,native
00232089,separate,2003,2004,5993063173,31091070,native,native
00232821,consolidated,2012,2013,19897391276,1151753036,native,native
00232821,separate,2003,2004,5923433000,922650000,native,native
00233653,consolidated,2012,2013,34055000000,24071000000,native,native
00233653,separate,2004,2005,25409000000,2672000000,native,native
00233653,separate,2006,2007,35298000000,2939000000,native,native
00234227,consolidated,2013,2014,6979116609,-496126896,native,native
00234227,separate,2007,2008,3389506323,-1057396872,native,native
00234412,consolidated,2012,2013,185348386435,3120195938,native,native
00234412,separate,2011,2012,200066201345,9071723009,native,native
00235183,consolidated,2012,2013,12566537622,996483883,native,native
00235183,separate,2003,2004,5327224844,151560810,native,native
00235183,separate,2007,2008,9622186595,826930657,native,native
00235183,separate,2010,2011,11615712802,497164945,native,native
00236863,consolidated,2013,2014,34231041254,-1680146061,native,native
00236863,separate,2007,2008,35638673824,1497357972,native,native
00238001,consolidated,2012,2013,10582067420,-1345932659,native,native
00238001,separate,2010,2011,0,188325605,native,native
00238199,separate,2015,2016,7456883545,54259567,native,native
00238782,consolidated,2012,2013,222491757299,22045119371,native,native
00238782,separate,2004,2005,24386907735,903857824,native,native
00239514,consolidated,2011,2012,63324581521,3536907327,native,native
00239514,separate,2003,2004,24353000000,3018000000,native,native
00239514,separate,2006,2007,23790000000,2182000000,native,native
00239596,consolidated,2012,2013,12513722490,240078998,native,native
00239596,separate,2004,2005,9239616773,-64972630,native,native
00239596,separate,2006,2007,12498183359,401982435,native,native
00239639,consolidated,2012,2013,141573604576,-667332894,native,native
00239639,separate,2005,2006,134725328,-580828801,native,native
00240857,consolidated,2012,2013,8977229127,986663030,native,native
00240857,separate,2005,2006,4672193132,,native,native
00241209,consolidated,2012,2013,30733918517,-2831680216,recomposed,recomposed
00241209,separate,2007,2008,25448266575,2765521102,recomposed,recomposed
00242378,consolidated,2012,2013,369802989066,-219703119,native,native
00242378,separate,2003,2004,12064678164,378388708,native,native
00242378,separate,2007,2008,14843393154,1935990627,native,native
00242712,consolidated,2012,2013,14837233684,-16375875121,native,native
00242712,separate,2007,2008,35549660162,1853964420,native,native
00242934,consolidated,2009,2010,75882577616,6034357053,native,native
00242934,consolidated,2012,2013,40657275452,1170439017,native,native
00242934,separate,2006,2007,11491144272,157908328,native,native
00243067,consolidated,2012,2013,89490725256,6178536947,native,native
00243067,consolidated,2015,2016,34358061121,1403195915,native,native
00243067,separate,2005,2006,4496500,,native,native
00243067,separate,2007,2008,60690316568,-499227424,native,native
00243757,consolidated,2012,2013,22842518282,-1150300434,native,native
00243757,separate,2007,2008,9839150722,422200644,native,native
00243979,consolidated,2014,2015,8145215912,1160354605,native,native
00243979,consolidated,2017,2018,11811534809,-1049445997,native,native
00243979,separate,2005,2006,4604779000,448720000,native,native
00244561,consolidated,2011,2012,119147537543,11589210937,native,native
00244561,separate,2003,2004,19842114449,705036252,native,native
00244561,separate,2006,2007,13313583000,3841327000,native,native
00244747,consolidated,2015,2016,4197931665,57715652,native,native
00244747,separate,2015,2016,3724003642,458169324,native,native
00244783,separate,2003,2004,4206502703,677081030,native,native
00245694,separate,2018,2019,2200043635,300322637,native,native
00246417,consolidated,2012,2013,35469493358,4892015447,native,native
00246417,separate,2003,2004,12582344000,2140863000,native,native
00246620,consolidated,2013,2014,6333433199,274412858,native,native
00246620,separate,2005,2006,3152569000,140875000,native,native
00247975,consolidated,2012,2013,158780333109,23655681144,native,native
00247975,separate,2004,2005,18744625000,3399731000,native,native
00247975,separate,2007,2008,45023804000,6295450000,native,native
00248974,separate,2018,2019,39790909903,7827371210,native,native
00249247,consolidated,2012,2013,4459638215,-1270746366,native,native
00249247,separate,2003,2004,12176830602,924252447,native,native
00249441,consolidated,2012,2013,12206437231,-473274249,native,native
00249502,consolidated,2012,2013,11338763599,219925622,native,native
00249894,consolidated,2012,2013,20053035620,224766671,native,native
00249894,separate,2004,2005,7658381000,1387177000,native,native
00249894,separate,2006,2007,1333831,,native,native
00249982,consolidated,2001,2002,45637234790,44793428034,native,native
00249982,consolidated,2012,2013,21622287808,-117552872,native,native
00249982,separate,2004,2005,2793486699,,native,native
00249982,separate,2007,2008,2109556583,-457916199,native,native
00250137,consolidated,2023,2024,17356107987,626998065,native,native
00250614,consolidated,2012,2013,16120012694,665942988,native,native
00250614,separate,2003,2004,6990206000,403720000,native,native
00250997,separate,2010,2011,13430501793,2257922023,native,native
00252135,consolidated,2012,2013,16741934913,-12178324634,native,native
00252135,separate,2003,2004,52370548000,14217074000,native,native
00252269,consolidated,2012,2013,10606238338,-2201293445,native,native
00252269,separate,2003,2004,4589623607,1747157049,native,native
00253985,consolidated,2012,2013,36008224907,1514418348,native,native
00255044,consolidated,2012,2013,5791944707,-884126766,native,native
00255105,consolidated,2004,2005,44831507832,10627671869,native,native
