corp_code,corp_name,stock_code,market,fiscal_month,earliest_fy,latest_fy,distinct_fy_count
00813389,베셀,177350,KOSDAQ,12,2010,2026,17
01453944,벡트,457600,KOSDAQ,12,2022,2026,5
01622331,벨로크,424760,KOSDAQ,12,2022,2026,5
01124680,보라티알,250000,KOSDAQ,12,2015,2026,12
01327746,보로노이,310210,KOSDAQ,12,2019,2026,8
00267881,보성파워텍,006910,KOSDAQ,12,2000,2026,27
00871587,보원케미칼,0010F0,KOSDAQ,12,2023,2026,4
01098792,본느,226340,KOSDAQ,12,2014,2026,13
00243067,부방,014470,KOSDAQ,12,2000,2026,27
00124276,부스타,008470,KOSDAQ,12,2008,2026,19
01344202,뷰노,338220,KOSDAQ,12,2018,2026,9
00609324,뷰웍스,100120,KOSDAQ,12,2007,2026,20
01147487,뷰티스킨,406820,KOSDAQ,12,2021,2026,6
00642897,브레인즈컴퍼니,099390,KOSDAQ,12,2019,2026,8
00359076,브리지텍,064480,KOSDAQ,12,2006,2026,21
01354740,브이씨,365900,KOSDAQ,12,2019,2026,8
00544577,브이엠,089970,KOSDAQ,12,2016,2026,11
01027794,브이원텍,251630,KOSDAQ,12,2015,2026,12
00150165,브이티,018290,KOSDAQ,12,1999,2026,28
01718407,블랙야크아이앤씨,478560,KOSDAQ,12,2022,2026,5
01559637,블루엠텍,439580,KOSDAQ,12,2021,2026,6
00238001,블루콤,033560,KOSDAQ,12,2008,2026,19
00563518,비나텍,126340,KOSDAQ,12,2011,2026,15
00693651,비덴트,121800,KOSDAQ,12,2010,2026,17
01153105,비비씨,318410,KOSDAQ,12,2018,2026,9
01506848,비스토스,419540,KOSDAQ,12,2020,2026,7
01301623,비씨엔씨,146320,KOSDAQ,12,2019,2026,8
00256043,비씨월드제약,200780,KOSDAQ,12,2012,2026,15
01462739,비아이매트릭스,413640,KOSDAQ,12,2021,2026,6
00610083,비아트론,141000,KOSDAQ,12,2010,2026,17
00409788,비에이치아이,083650,KOSDAQ,12,2003,2026,24
00384717,비엘팜텍,065170,KOSDAQ,12,2001,2026,26
00524786,비엠티,086670,KOSDAQ,12,2005,2026,22
01194607,비츠로넥스텍,488900,KOSDAQ,12,2023,2026,4
00154718,비츠로셀,082920,KOSDAQ,12,2008,2026,19
00201432,비츠로시스,054220,KOSDAQ,12,2001,2026,25
00103644,비츠로테크,042370,KOSDAQ,12,1999,2026,28
00369569,비케이홀딩스,050090,KOSDAQ,12,2002,2026,25
01326792,비투엔,307870,KOSDAQ,12,2016,2026,11
01409095,비트맥스,377030,KOSDAQ,12,2019,2026,8
00231707,비트컴퓨터,032850,KOSDAQ,12,1999,2026,28
00351579,비트플래닛,049470,KOSDAQ,12,1999,2026,28
01109070,비피도,238200,KOSDAQ,12,2016,2026,11
00478900,빅솔론,093190,KOSDAQ,12,2006,2026,21
00385363,빅텍,065450,KOSDAQ,12,2000,2026,25
00173449,빌리언스,044480,KOSDAQ,12,1999,2026,27
00367482,빛과전자,069540,KOSDAQ,12,2001,2026,26
00359261,빛샘전자,072950,KOSDAQ,12,2010,2026,17
01283974,삐아,451250,KOSDAQ,12,2022,2026,5
00857480,사람인,143240,KOSDAQ,12,2009,2026,18
01207901,사이냅소프트,466410,KOSDAQ,12,2022,2026,5
01075126,사토시홀딩스,223310,KOSDAQ,12,2013,2026,14
01676642,사피엔반도체,452430,KOSDAQ,12,2021,2026,6
01516368,산돌,419120,KOSDAQ,12,2020,2026,7
00799177,삼기,122350,KOSDAQ,12,2009,2026,18
01526806,삼기에너지솔루션즈,419050,KOSDAQ,12,2020,2026,7
00125488,삼륭물산,014970,KOSDAQ,12,1997,2026,30
00125646,삼목에스폼,018310,KOSDAQ,12,1998,2026,26
00125664,삼미금속,012210,KOSDAQ,12,2020,2026,6
00351092,삼보모터스,053700,KOSDAQ,12,1999,2026,28
00125822,삼보산업,009620,KOSDAQ,12,1999,2026,27
00125938,삼보판지,023600,KOSDAQ,12,1997,2026,30
00126788,삼아제약,009300,KOSDAQ,12,2000,2026,26
00863533,삼양엔씨켐,482630,KOSDAQ,12,2022,2026,5
00141583,삼양컴텍,484590,KOSDAQ,12,2023,2026,4
00265041,삼양케이씨아이,036670,KOSDAQ,12,2000,2026,26
00405506,삼영에스앤씨,361670,KOSDAQ,12,2019,2026,8
00250614,삼영엠텍,054540,KOSDAQ,12,1999,2026,28
00288343,삼영이엔씨,065570,KOSDAQ,12,2001,2026,26
00127875,삼익제약,014950,KOSDAQ,12,2023,2026,4
00127909,삼일,032280,KOSDAQ,12,2000,2026,26
