corp_code,combo,phase,seconds,timestamp
01032404,분기x연결,combo_total,7.20,2026-07-07T20:45:29
01032404,분기x별도,combo_total,6.19,2026-07-07T20:45:35
01311055,연간x연결,combo_total,5.10,2026-07-07T20:45:47
01311055,연간x별도,combo_total,6.10,2026-07-07T20:45:53
01311055,분기x연결,combo_total,7.17,2026-07-07T20:46:00
01311055,분기x별도,combo_total,6.13,2026-07-07T20:46:07
01671285,연간x연결,combo_total,5.21,2026-07-07T20:46:18
01671285,연간x별도,combo_total,6.11,2026-07-07T20:46:24
01671285,분기x연결,combo_total,7.11,2026-07-07T20:46:31
01671285,분기x별도,combo_total,6.09,2026-07-07T20:46:37
01311286,연간x연결,combo_total,5.08,2026-07-07T20:46:50
01311286,연간x별도,combo_total,6.21,2026-07-07T20:46:56
01311286,분기x연결,combo_total,7.16,2026-07-07T20:47:03
01311286,분기x별도,combo_total,6.21,2026-07-07T20:47:09
01584183,연간x연결,combo_total,5.13,2026-07-07T20:47:21
01584183,연간x별도,combo_total,6.09,2026-07-07T20:47:27
01584183,분기x연결,combo_total,7.17,2026-07-07T20:47:34
01584183,분기x별도,combo_total,6.11,2026-07-07T20:47:40
01397772,연간x연결,combo_total,5.10,2026-07-07T20:47:53
01397772,연간x별도,combo_total,6.11,2026-07-07T20:47:59
01397772,분기x연결,combo_total,7.14,2026-07-07T20:48:06
01397772,분기x별도,combo_total,6.17,2026-07-07T20:48:12
01357765,연간x연결,combo_total,5.11,2026-07-07T20:48:23
01357765,연간x별도,combo_total,6.10,2026-07-07T20:48:29
01357765,분기x연결,combo_total,7.15,2026-07-07T20:48:36
01357765,분기x별도,combo_total,6.13,2026-07-07T20:48:43
00356802,연간x연결,combo_total,5.09,2026-07-07T20:48:55
00356802,연간x별도,combo_total,6.19,2026-07-07T20:49:01
00356802,분기x연결,combo_total,7.21,2026-07-07T20:49:08
00356802,분기x별도,combo_total,6.27,2026-07-07T20:49:15
01492651,연간x연결,combo_total,5.06,2026-07-07T20:49:27
01492651,연간x별도,combo_total,6.09,2026-07-07T20:49:33
01492651,분기x연결,combo_total,7.14,2026-07-07T20:49:40
01492651,분기x별도,combo_total,6.21,2026-07-07T20:49:47
00296324,연간x연결,combo_total,5.16,2026-07-07T20:49:59
00296324,연간x별도,combo_total,6.27,2026-07-07T20:50:05
00296324,분기x연결,combo_total,7.31,2026-07-07T20:50:13
00296324,분기x별도,combo_total,6.25,2026-07-07T20:50:19
01042650,연간x연결,combo_total,5.10,2026-07-07T20:50:31
01042650,연간x별도,combo_total,6.10,2026-07-07T20:50:37
01042650,분기x연결,combo_total,7.13,2026-07-07T20:50:44
01042650,분기x별도,combo_total,6.13,2026-07-07T20:50:51
01786958,연간x연결,combo_total,5.05,2026-07-07T20:51:03
01786958,연간x별도,combo_total,6.19,2026-07-07T20:51:09
01786958,분기x연결,combo_total,7.11,2026-07-07T20:51:16
01786958,분기x별도,combo_total,6.07,2026-07-07T20:51:22
01498974,연간x연결,combo_total,5.12,2026-07-07T20:51:32
01498974,연간x별도,combo_total,6.10,2026-07-07T20:51:38
01498974,분기x연결,combo_total,7.13,2026-07-07T20:51:45
01498974,분기x별도,combo_total,6.11,2026-07-07T20:51:52
00985686,연간x연결,combo_total,5.09,2026-07-07T20:52:04
00985686,연간x별도,combo_total,6.22,2026-07-07T20:52:10
00985686,분기x연결,combo_total,7.29,2026-07-07T20:52:17
00985686,분기x별도,combo_total,6.22,2026-07-07T20:52:24
01033591,연간x연결,combo_total,5.10,2026-07-07T20:52:36
01033591,연간x별도,combo_total,6.06,2026-07-07T20:52:42
01033591,분기x연결,combo_total,7.13,2026-07-07T20:52:49
01033591,분기x별도,combo_total,6.13,2026-07-07T20:52:55
00411446,연간x연결,combo_total,5.09,2026-07-07T20:53:08
00411446,연간x별도,combo_total,6.12,2026-07-07T20:53:14
00411446,분기x연결,combo_total,7.25,2026-07-07T20:53:21
00411446,분기x별도,combo_total,6.24,2026-07-07T20:53:27
01175499,연간x연결,combo_total,5.06,2026-07-07T20:53:39
01175499,연간x별도,combo_total,6.10,2026-07-07T20:53:45
01175499,분기x연결,combo_total,7.17,2026-07-07T20:53:53
01175499,분기x별도,combo_total,6.13,2026-07-07T20:53:59
00267942,연간x연결,combo_total,5.18,2026-07-07T20:54:11
00267942,연간x별도,combo_total,6.27,2026-07-07T20:54:18
00267942,분기x연결,combo_total,7.30,2026-07-07T20:54:25
00267942,분기x별도,combo_total,6.37,2026-07-07T20:54:31
01514005,연간x연결,combo_total,5.09,2026-07-07T20:54:41
01514005,연간x별도,combo_total,6.07,2026-07-07T20:54:47
01514005,분기x연결,combo_total,7.17,2026-07-07T20:54:54
01514005,분기x별도,combo_total,6.13,2026-07-07T20:55:01
00525882,연간x연결,combo_total,5.20,2026-07-07T20:55:13
00525882,연간x별도,combo_total,6.25,2026-07-07T20:55:19
00525882,분기x연결,combo_total,7.29,2026-07-07T20:55:27
00525882,분기x별도,combo_total,6.45,2026-07-07T20:55:33
00522007,연간x연결,combo_total,5.17,2026-07-07T20:55:45
00522007,연간x별도,combo_total,6.12,2026-07-07T20:55:52
00522007,분기x연결,combo_total,7.19,2026-07-07T20:55:59
00522007,분기x별도,combo_total,6.19,2026-07-07T20:56:05
01107665,연간x연결,combo_total,5.14,2026-07-07T20:56:18
01107665,연간x별도,combo_total,6.17,2026-07-07T20:56:24
01107665,분기x연결,combo_total,7.26,2026-07-07T20:56:31
01107665,분기x별도,combo_total,6.21,2026-07-07T20:56:37
00185222,연간x연결,combo_total,5.27,2026-07-07T20:56:50
00185222,연간x별도,combo_total,6.23,2026-07-07T20:56:56
00185222,분기x연결,combo_total,7.23,2026-07-07T20:57:03
00185222,분기x별도,combo_total,6.28,2026-07-07T20:57:09
01061327,연간x연결,combo_total,5.10,2026-07-07T20:57:22
01061327,연간x별도,combo_total,6.15,2026-07-07T20:57:28
01061327,분기x연결,combo_total,7.23,2026-07-07T20:57:35
01061327,분기x별도,combo_total,6.20,2026-07-07T20:57:42
01784914,연간x연결,combo_total,5.06,2026-07-07T20:57:54
01784914,연간x별도,combo_total,6.09,2026-07-07T20:58:00
01784914,분기x연결,combo_total,7.14,2026-07-07T20:58:07
01784914,분기x별도,combo_total,6.28,2026-07-07T20:58:14
00957735,연간x연결,combo_total,5.11,2026-07-07T20:58:26
00957735,연간x별도,combo_total,6.25,2026-07-07T20:58:32
00957735,분기x연결,combo_total,7.30,2026-07-07T20:58:39
00957735,분기x별도,combo_total,6.11,2026-07-07T20:58:46
00535375,연간x연결,combo_total,5.17,2026-07-07T20:58:58
00535375,연간x별도,combo_total,6.17,2026-07-07T20:59:04
00535375,분기x연결,combo_total,7.33,2026-07-07T20:59:12
00535375,분기x별도,combo_total,6.27,2026-07-07T20:59:18
00204323,연간x연결,combo_total,5.10,2026-07-07T20:59:30
00204323,연간x별도,combo_total,6.10,2026-07-07T20:59:36
00204323,분기x연결,combo_total,7.12,2026-07-07T20:59:44
00204323,분기x별도,combo_total,6.19,2026-07-07T20:59:50
00353762,연간x연결,combo_total,5.24,2026-07-07T21:00:02
00353762,연간x별도,combo_total,6.27,2026-07-07T21:00:09
00353762,분기x연결,combo_total,7.26,2026-07-07T21:00:16
00353762,분기x별도,combo_total,6.29,2026-07-07T21:00:22
01037214,연간x연결,combo_total,5.10,2026-07-07T21:00:35
01037214,연간x별도,combo_total,6.12,2026-07-07T21:00:41
01037214,분기x연결,combo_total,7.28,2026-07-07T21:00:48
01037214,분기x별도,combo_total,6.20,2026-07-07T21:00:54
00617314,연간x연결,combo_total,5.06,2026-07-07T21:01:07
00617314,연간x별도,combo_total,6.13,2026-07-07T21:01:13
00617314,분기x연결,combo_total,7.11,2026-07-07T21:01:20
00617314,분기x별도,combo_total,6.21,2026-07-07T21:01:26
00814582,연간x연결,combo_total,5.27,2026-07-07T21:01:39
00814582,연간x별도,combo_total,6.09,2026-07-07T21:01:45
00814582,분기x연결,combo_total,7.31,2026-07-07T21:01:52
00814582,분기x별도,combo_total,6.11,2026-07-07T21:01:58
01360875,연간x연결,combo_total,5.10,2026-07-07T21:02:11
01360875,연간x별도,combo_total,6.15,2026-07-07T21:02:17
01360875,분기x연결,combo_total,7.22,2026-07-07T21:02:24
01360875,분기x별도,combo_total,6.23,2026-07-07T21:02:30
00366845,연간x연결,combo_total,5.21,2026-07-07T21:02:43
00366845,연간x별도,combo_total,6.23,2026-07-07T21:02:49
00366845,분기x연결,combo_total,7.17,2026-07-07T21:02:56
00366845,분기x별도,combo_total,6.33,2026-07-07T21:03:02
00608699,연간x연결,combo_total,5.15,2026-07-07T21:03:15
00608699,연간x별도,combo_total,6.12,2026-07-07T21:03:21
00608699,분기x연결,combo_total,7.24,2026-07-07T21:03:28
00608699,분기x별도,combo_total,6.32,2026-07-07T21:03:34
00153375,연간x연결,combo_total,5.14,2026-07-07T21:03:47
00153375,연간x별도,combo_total,6.23,2026-07-07T21:03:53
00153375,분기x연결,combo_total,7.32,2026-07-07T21:04:00
00153375,분기x별도,combo_total,6.26,2026-07-07T21:04:07
01366000,연간x연결,combo_total,5.07,2026-07-07T21:04:19
01366000,연간x별도,combo_total,6.07,2026-07-07T21:04:25
01366000,분기x연결,combo_total,7.16,2026-07-07T21:04:32
01366000,분기x별도,combo_total,6.19,2026-07-07T21:04:38
00186717,연간x연결,combo_total,5.18,2026-07-07T21:04:51
00186717,연간x별도,combo_total,6.27,2026-07-07T21:04:57
00186717,분기x연결,combo_total,7.33,2026-07-07T21:05:05
00186717,분기x별도,combo_total,6.29,2026-07-07T21:05:11
00186799,연간x연결,combo_total,5.21,2026-07-07T21:05:23
00186799,연간x별도,combo_total,6.23,2026-07-07T21:05:30
00186799,분기x연결,combo_total,7.34,2026-07-07T21:05:37
00186799,분기x별도,combo_total,6.25,2026-07-07T21:05:43
00562245,연간x연결,combo_total,5.09,2026-07-07T21:05:56
00562245,연간x별도,combo_total,6.11,2026-07-07T21:06:02
00562245,분기x연결,combo_total,7.23,2026-07-07T21:06:09
00562245,분기x별도,combo_total,6.22,2026-07-07T21:06:15
00926522,연간x연결,combo_total,5.11,2026-07-07T21:06:28
00926522,연간x별도,combo_total,6.18,2026-07-07T21:06:34
00926522,분기x연결,combo_total,7.34,2026-07-07T21:06:41
00926522,분기x별도,combo_total,6.28,2026-07-07T21:06:48
01957282,연간x연결,combo_total,0.62,2026-07-07T21:06:55
01957282,연간x별도,combo_total,1.64,2026-07-07T21:06:56
01957282,분기x연결,combo_total,6.97,2026-07-07T21:07:03
01957282,분기x별도,combo_total,4.44,2026-07-07T21:07:08
00373021,연간x연결,combo_total,5.12,2026-07-07T21:07:20
00373021,연간x별도,combo_total,6.25,2026-07-07T21:07:26
00373021,분기x연결,combo_total,7.33,2026-07-07T21:07:34
00373021,분기x별도,combo_total,6.32,2026-07-07T21:07:40
00249894,연간x연결,combo_total,5.23,2026-07-07T21:07:53
00249894,연간x별도,combo_total,6.28,2026-07-07T21:07:59
00249894,분기x연결,combo_total,7.46,2026-07-07T21:08:06
00249894,분기x별도,combo_total,6.33,2026-07-07T21:08:13
00524421,연간x연결,combo_total,5.21,2026-07-07T21:08:26
00524421,연간x별도,combo_total,6.39,2026-07-07T21:08:32
00524421,분기x연결,combo_total,7.27,2026-07-07T21:08:39
00524421,분기x별도,combo_total,6.32,2026-07-07T21:08:46
00370255,연간x연결,combo_total,5.16,2026-07-07T21:08:58
00370255,연간x별도,combo_total,6.28,2026-07-07T21:09:05
00370255,분기x연결,combo_total,7.18,2026-07-07T21:09:12
00370255,분기x별도,combo_total,6.24,2026-07-07T21:09:18
00535676,연간x연결,combo_total,5.25,2026-07-07T21:09:31
00535676,연간x별도,combo_total,6.14,2026-07-07T21:09:37
00535676,분기x연결,combo_total,7.27,2026-07-07T21:09:44
00535676,분기x별도,combo_total,6.25,2026-07-07T21:09:50
00423177,연간x연결,combo_total,5.11,2026-07-07T21:10:03
00423177,연간x별도,combo_total,6.12,2026-07-07T21:10:09
00423177,분기x연결,combo_total,7.19,2026-07-07T21:10:16
00423177,분기x별도,combo_total,6.33,2026-07-07T21:10:22
01436479,연간x연결,combo_total,5.12,2026-07-07T21:10:35
01436479,연간x별도,combo_total,6.10,2026-07-07T21:10:41
01436479,분기x연결,combo_total,7.14,2026-07-07T21:10:48
01436479,분기x별도,combo_total,6.10,2026-07-07T21:10:54
01573336,연간x연결,combo_total,5.12,2026-07-07T21:11:07
01573336,연간x별도,combo_total,6.08,2026-07-07T21:11:13
01573336,분기x연결,combo_total,7.18,2026-07-07T21:11:20
01573336,분기x별도,combo_total,6.09,2026-07-07T21:11:26
01064069,연간x연결,combo_total,5.06,2026-07-07T21:11:38
01064069,연간x별도,combo_total,6.08,2026-07-07T21:11:44
01064069,분기x연결,combo_total,7.16,2026-07-07T21:11:52
01064069,분기x별도,combo_total,6.17,2026-07-07T21:11:58
00390365,연간x연결,combo_total,5.17,2026-07-07T21:12:10
00390365,연간x별도,combo_total,6.15,2026-07-07T21:12:16
00390365,분기x연결,combo_total,7.23,2026-07-07T21:12:24
00390365,분기x별도,combo_total,6.22,2026-07-07T21:12:30
00355089,연간x연결,combo_total,5.19,2026-07-07T21:12:42
00355089,연간x별도,combo_total,6.20,2026-07-07T21:12:49
00355089,분기x연결,combo_total,7.31,2026-07-07T21:12:56
00355089,분기x별도,combo_total,6.22,2026-07-07T21:13:02
00531917,연간x연결,combo_total,5.15,2026-07-07T21:13:15
00531917,연간x별도,combo_total,6.17,2026-07-07T21:13:21
00531917,분기x연결,combo_total,7.27,2026-07-07T21:13:28
00531917,분기x별도,combo_total,6.21,2026-07-07T21:13:34
00596260,연간x연결,combo_total,5.11,2026-07-07T21:13:47
00596260,연간x별도,combo_total,6.10,2026-07-07T21:13:53
00596260,분기x연결,combo_total,7.23,2026-07-07T21:14:00
00596260,분기x별도,combo_total,6.21,2026-07-07T21:14:06
00547510,연간x연결,combo_total,5.09,2026-07-07T21:14:19
00547510,연간x별도,combo_total,6.13,2026-07-07T21:14:25
00547510,분기x연결,combo_total,7.13,2026-07-07T21:14:32
00547510,분기x별도,combo_total,6.14,2026-07-07T21:14:38
01134216,연간x연결,combo_total,5.06,2026-07-07T21:14:50
01134216,연간x별도,combo_total,6.08,2026-07-07T21:14:56
01134216,분기x연결,combo_total,7.10,2026-07-07T21:15:03
01134216,분기x별도,combo_total,6.15,2026-07-07T21:15:10
01217014,연간x연결,combo_total,5.10,2026-07-07T21:15:22
01217014,연간x별도,combo_total,6.16,2026-07-07T21:15:28
01217014,분기x연결,combo_total,7.11,2026-07-07T21:15:35
01217014,분기x별도,combo_total,6.11,2026-07-07T21:15:42
00186939,연간x연결,combo_total,5.12,2026-07-07T21:15:54
00186939,연간x별도,combo_total,6.12,2026-07-07T21:16:00
00186939,분기x연결,combo_total,7.33,2026-07-07T21:16:07
00186939,분기x별도,combo_total,6.36,2026-07-07T21:16:14
01232192,연간x연결,combo_total,5.22,2026-07-07T21:16:26
01232192,연간x별도,combo_total,6.13,2026-07-07T21:16:33
01232192,분기x연결,combo_total,7.18,2026-07-07T21:16:40
01232192,분기x별도,combo_total,6.27,2026-07-07T21:16:46
00867098,연간x연결,combo_total,5.44,2026-07-07T21:16:59
00867098,연간x별도,combo_total,6.13,2026-07-07T21:17:05
00867098,분기x연결,combo_total,7.19,2026-07-07T21:17:12
00867098,분기x별도,combo_total,6.33,2026-07-07T21:17:18
00372688,연간x연결,combo_total,5.09,2026-07-07T21:17:31
00372688,연간x별도,combo_total,6.18,2026-07-07T21:17:37
00372688,분기x연결,combo_total,7.17,2026-07-07T21:17:44
00372688,분기x별도,combo_total,6.24,2026-07-07T21:17:50
00609661,연간x연결,combo_total,5.10,2026-07-07T21:18:03
00609661,연간x별도,combo_total,6.08,2026-07-07T21:18:09
00609661,분기x연결,combo_total,7.10,2026-07-07T21:18:16
00609661,분기x별도,combo_total,6.17,2026-07-07T21:18:22
00381756,연간x연결,combo_total,5.07,2026-07-07T21:18:34
00381756,연간x별도,combo_total,6.09,2026-07-07T21:18:40
00381756,분기x연결,combo_total,7.12,2026-07-07T21:18:48
00381756,분기x별도,combo_total,6.13,2026-07-07T21:18:54
00245472,연간x연결,combo_total,5.17,2026-07-07T21:19:06
00245472,연간x별도,combo_total,6.22,2026-07-07T21:19:13
00245472,분기x연결,combo_total,7.23,2026-07-07T21:19:20
00245472,분기x별도,combo_total,6.23,2026-07-07T21:19:26
01109937,연간x연결,combo_total,5.05,2026-07-07T21:19:37
01109937,연간x별도,combo_total,6.11,2026-07-07T21:19:43
01109937,분기x연결,combo_total,7.10,2026-07-07T21:19:50
01109937,분기x별도,combo_total,6.20,2026-07-07T21:19:56
00608440,연간x연결,combo_total,5.08,2026-07-07T21:20:09
00608440,연간x별도,combo_total,6.12,2026-07-07T21:20:15
00608440,분기x연결,combo_total,7.32,2026-07-07T21:20:22
00608440,분기x별도,combo_total,6.16,2026-07-07T21:20:28
00317487,연간x연결,combo_total,5.13,2026-07-07T21:20:40
00317487,연간x별도,combo_total,6.19,2026-07-07T21:20:46
00317487,분기x연결,combo_total,7.28,2026-07-07T21:20:53
00317487,분기x별도,combo_total,6.23,2026-07-07T21:20:59
01139035,연간x연결,combo_total,5.12,2026-07-07T21:21:12
01139035,연간x별도,combo_total,6.17,2026-07-07T21:21:18
01139035,분기x연결,combo_total,7.15,2026-07-07T21:21:25
01139035,분기x별도,combo_total,6.14,2026-07-07T21:21:31
00372226,연간x연결,combo_total,5.13,2026-07-07T21:21:42
00372226,연간x별도,combo_total,6.18,2026-07-07T21:21:49
00372226,분기x연결,combo_total,7.28,2026-07-07T21:21:56
00372226,분기x별도,combo_total,6.24,2026-07-07T21:22:02
01035368,연간x연결,combo_total,5.13,2026-07-07T21:22:15
01035368,연간x별도,combo_total,6.14,2026-07-07T21:22:21
01035368,분기x연결,combo_total,7.20,2026-07-07T21:22:28
01035368,분기x별도,combo_total,6.10,2026-07-07T21:22:34
01458161,연간x연결,combo_total,5.06,2026-07-07T21:22:46
01458161,연간x별도,combo_total,6.09,2026-07-07T21:22:52
01458161,분기x연결,combo_total,7.14,2026-07-07T21:23:00
01458161,분기x별도,combo_total,6.10,2026-07-07T21:23:06
00814786,연간x연결,combo_total,5.20,2026-07-07T21:23:18
00814786,연간x별도,combo_total,6.12,2026-07-07T21:23:24
00814786,분기x연결,combo_total,7.23,2026-07-07T21:23:31
00814786,분기x별도,combo_total,6.22,2026-07-07T21:23:38
00920379,연간x연결,combo_total,5.13,2026-07-07T21:23:50
00920379,연간x별도,combo_total,6.07,2026-07-07T21:23:56
00920379,분기x연결,combo_total,7.19,2026-07-07T21:24:03
00920379,분기x별도,combo_total,6.14,2026-07-07T21:24:09
01335930,연간x연결,combo_total,5.09,2026-07-07T21:24:22
01335930,연간x별도,combo_total,6.09,2026-07-07T21:24:28
01335930,분기x연결,combo_total,7.14,2026-07-07T21:24:35
01335930,분기x별도,combo_total,6.13,2026-07-07T21:24:41
01301252,연간x연결,combo_total,5.08,2026-07-07T21:24:53
01301252,연간x별도,combo_total,6.14,2026-07-07T21:25:00
01301252,분기x연결,combo_total,7.10,2026-07-07T21:25:07
01301252,분기x별도,combo_total,6.09,2026-07-07T21:25:13
01113754,연간x연결,combo_total,5.18,2026-07-07T21:25:25
01113754,연간x별도,combo_total,6.11,2026-07-07T21:25:31
01113754,분기x연결,combo_total,7.25,2026-07-07T21:25:39
01113754,분기x별도,combo_total,6.16,2026-07-07T21:25:45
00140061,연간x연결,combo_total,5.08,2026-07-07T21:25:54
00140061,연간x별도,combo_total,6.16,2026-07-07T21:26:01
00140061,분기x연결,combo_total,7.25,2026-07-07T21:26:08
00140061,분기x별도,combo_total,6.24,2026-07-07T21:26:14
00693554,연간x연결,combo_total,5.09,2026-07-07T21:26:26
00693554,연간x별도,combo_total,6.12,2026-07-07T21:26:33
00693554,분기x연결,combo_total,7.19,2026-07-07T21:26:40
00693554,분기x별도,combo_total,6.30,2026-07-07T21:26:46
00497631,연간x연결,combo_total,5.11,2026-07-07T21:26:58
00497631,연간x별도,combo_total,6.14,2026-07-07T21:27:04
00497631,분기x연결,combo_total,7.16,2026-07-07T21:27:12
00497631,분기x별도,combo_total,6.19,2026-07-07T21:27:18
00578538,연간x연결,combo_total,5.11,2026-07-07T21:27:30
00578538,연간x별도,combo_total,6.14,2026-07-07T21:27:36
00578538,분기x연결,combo_total,7.24,2026-07-07T21:27:44
00578538,분기x별도,combo_total,6.22,2026-07-07T21:27:50
00438036,연간x연결,combo_total,5.16,2026-07-07T21:28:02
00438036,연간x별도,combo_total,6.13,2026-07-07T21:28:08
00438036,분기x연결,combo_total,7.25,2026-07-07T21:28:15
00438036,분기x별도,combo_total,6.22,2026-07-07T21:28:22
01292291,연간x연결,combo_total,5.09,2026-07-07T21:28:34
01292291,연간x별도,combo_total,6.07,2026-07-07T21:28:40
01292291,분기x연결,combo_total,7.18,2026-07-07T21:28:47
01292291,분기x별도,combo_total,6.10,2026-07-07T21:28:53
01130849,연간x연결,combo_total,5.11,2026-07-07T21:29:06
01130849,연간x별도,combo_total,6.10,2026-07-07T21:29:12
01130849,분기x연결,combo_total,7.15,2026-07-07T21:29:19
01130849,분기x별도,combo_total,6.11,2026-07-07T21:29:25
01227039,연간x연결,combo_total,5.09,2026-07-07T21:29:38
01227039,연간x별도,combo_total,6.12,2026-07-07T21:29:44
01227039,분기x연결,combo_total,7.33,2026-07-07T21:29:51
01227039,분기x별도,combo_total,6.23,2026-07-07T21:29:57
00105138,연간x연결,combo_total,5.10,2026-07-07T21:30:10
00105138,연간x별도,combo_total,6.19,2026-07-07T21:30:16
00105138,분기x연결,combo_total,7.20,2026-07-07T21:30:23
00105138,분기x별도,combo_total,6.27,2026-07-07T21:30:29
01495180,연간x연결,combo_total,5.07,2026-07-07T21:30:42
01495180,연간x별도,combo_total,6.11,2026-07-07T21:30:48
01495180,분기x연결,combo_total,7.14,2026-07-07T21:30:55
01495180,분기x별도,combo_total,6.23,2026-07-07T21:31:02
