company,corp_code,combo,metric,period,classification,detail,timestamp
이월드,00540605,분기x연결,operating_income,2011 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:36:50
이월드,00540605,분기x연결,operating_income,2011 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:36:50
이화산업,00145686,연간x별도,revenue,2007,data_gap,"UI blank, DB=None",2026-07-07T20:37:15
이화산업,00145686,연간x별도,operating_income,2001,data_gap,"UI blank, DB=None",2026-07-07T20:37:15
이화산업,00145686,연간x별도,operating_income,2007,data_gap,"UI blank, DB=None",2026-07-07T20:37:15
인천도시가스,00145862,연간x별도,revenue,2005,data_gap,"UI blank, DB=None",2026-07-07T20:38:18
인천도시가스,00145862,연간x별도,operating_income,2005,data_gap,"UI blank, DB=None",2026-07-07T20:38:18
인팩,00180795,분기x별도,operating_income,2007 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:39:36
인팩,00180795,분기x별도,operating_income,2007 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:39:36
일동홀딩스,00146083,연간x별도,revenue,2001,data_gap,"UI blank, DB=None",2026-07-07T20:40:25
일동홀딩스,00146083,연간x별도,operating_income,2001,data_gap,"UI blank, DB=None",2026-07-07T20:40:25
일동홀딩스,00146083,분기x연결,revenue,2011 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:40:31
일동홀딩스,00146083,분기x연결,revenue,2011 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:40:31
일동홀딩스,00146083,분기x연결,revenue,2011 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:40:31
일동홀딩스,00146083,분기x연결,operating_income,2011 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:40:31
일동홀딩스,00146083,분기x연결,operating_income,2011 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:40:31
일동홀딩스,00146083,분기x연결,operating_income,2011 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:40:31
일성건설,00146232,연간x별도,revenue,2002,data_gap,"UI blank, DB=None",2026-07-07T20:40:58
일성건설,00146232,연간x별도,operating_income,2002,data_gap,"UI blank, DB=None",2026-07-07T20:40:58
일신방직,00146269,분기x별도,operating_income,2006 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:42:15
일신방직,00146269,분기x별도,operating_income,2006 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:42:15
일신석재,00146296,분기x연결,revenue,2005 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:42:38
일신석재,00146296,분기x연결,revenue,2005 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:42:38
일신석재,00146296,분기x연결,revenue,2006 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:42:38
일신석재,00146296,분기x연결,revenue,2006 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:42:38
일신석재,00146296,분기x연결,revenue,2006 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:42:38
일신석재,00146296,분기x연결,revenue,2006 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:42:38
일신석재,00146296,분기x연결,operating_income,2005 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:42:38
일신석재,00146296,분기x연결,operating_income,2005 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:42:38
일신석재,00146296,분기x연결,operating_income,2006 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:42:38
일신석재,00146296,분기x연결,operating_income,2006 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:42:38
일신석재,00146296,분기x연결,operating_income,2006 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:42:38
일신석재,00146296,분기x연결,operating_income,2006 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:42:38
일신석재,00146296,분기x별도,revenue,2005 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:42:46
일신석재,00146296,분기x별도,revenue,2005 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:42:46
일신석재,00146296,분기x별도,revenue,2006 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:42:46
일신석재,00146296,분기x별도,revenue,2006 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:42:46
일신석재,00146296,분기x별도,revenue,2006 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:42:46
일신석재,00146296,분기x별도,revenue,2006 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:42:46
일신석재,00146296,분기x별도,operating_income,2005 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:42:46
일신석재,00146296,분기x별도,operating_income,2005 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:42:46
일신석재,00146296,분기x별도,operating_income,2006 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:42:46
일신석재,00146296,분기x별도,operating_income,2006 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:42:46
일신석재,00146296,분기x별도,operating_income,2006 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:42:46
일신석재,00146296,분기x별도,operating_income,2006 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:42:46
일양약품,00146454,분기x연결,revenue,2013 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:43:10
일양약품,00146454,분기x연결,revenue,2013 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:43:10
일양약품,00146454,분기x연결,revenue,2013 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:43:10
일양약품,00146454,분기x연결,operating_income,2013 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:43:10
일양약품,00146454,분기x연결,operating_income,2013 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:43:10
일양약품,00146454,분기x연결,operating_income,2013 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:43:10
일진디스플,00198697,연간x별도,operating_income,2006,data_gap,"UI blank, DB=None",2026-07-07T20:44:07
일진디스플,00198697,분기x별도,revenue,2007 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:44:21
일진디스플,00198697,분기x별도,revenue,2007 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:44:21
일진디스플,00198697,분기x별도,operating_income,2007 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:44:21
일진디스플,00198697,분기x별도,operating_income,2007 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:44:21
일진홀딩스,00146649,연간x연결,revenue,2009,data_gap,"UI blank, DB=None",2026-07-07T20:45:36
일진홀딩스,00146649,연간x연결,operating_income,2009,data_gap,"UI blank, DB=None",2026-07-07T20:45:36
일진홀딩스,00146649,연간x별도,revenue,2009,data_gap,"UI blank, DB=None",2026-07-07T20:45:41
일진홀딩스,00146649,연간x별도,revenue,2024,data_gap,"UI blank, DB=None",2026-07-07T20:45:41
일진홀딩스,00146649,연간x별도,operating_income,2009,data_gap,"UI blank, DB=None",2026-07-07T20:45:41
일진홀딩스,00146649,분기x별도,revenue,2024 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:45:54
일진홀딩스,00146649,분기x별도,revenue,2025 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:45:54
일진홀딩스,00146649,분기x별도,revenue,2025 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:45:54
잇츠한불,00911955,분기x연결,revenue,2014 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:46:19
잇츠한불,00911955,분기x연결,revenue,2014 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:46:19
잇츠한불,00911955,분기x연결,revenue,2014 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:46:19
잇츠한불,00911955,분기x연결,operating_income,2014 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:46:19
잇츠한불,00911955,분기x연결,operating_income,2014 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:46:19
잇츠한불,00911955,분기x연결,operating_income,2014 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:46:19
잇츠한불,00911955,분기x별도,revenue,2014 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:46:27
잇츠한불,00911955,분기x별도,revenue,2014 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:46:27
잇츠한불,00911955,분기x별도,revenue,2014 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:46:27
잇츠한불,00911955,분기x별도,operating_income,2014 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:46:27
잇츠한불,00911955,분기x별도,operating_income,2014 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:46:27
잇츠한불,00911955,분기x별도,operating_income,2014 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:46:27
자화전자,00146861,연간x별도,revenue,2002,data_gap,"UI blank, DB=None",2026-07-07T20:47:16
자화전자,00146861,연간x별도,revenue,2009,data_gap,"UI blank, DB=None",2026-07-07T20:47:16
자화전자,00146861,연간x별도,operating_income,2002,data_gap,"UI blank, DB=None",2026-07-07T20:47:16
자화전자,00146861,연간x별도,operating_income,2009,data_gap,"UI blank, DB=None",2026-07-07T20:47:16
자화전자,00146861,분기x연결,revenue,2011 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:47:22
자화전자,00146861,분기x연결,revenue,2011 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:47:22
자화전자,00146861,분기x연결,revenue,2011 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:47:22
자화전자,00146861,분기x연결,operating_income,2011 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:47:22
자화전자,00146861,분기x연결,operating_income,2011 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:47:22
자화전자,00146861,분기x연결,operating_income,2011 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:47:22
전방,00147222,연간x별도,revenue,2002,data_gap,"UI blank, DB=None",2026-07-07T20:47:47
전방,00147222,연간x별도,operating_income,2002,data_gap,"UI blank, DB=None",2026-07-07T20:47:47
전방,00147222,분기x연결,revenue,2008 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:47:53
전방,00147222,분기x연결,revenue,2008 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:47:53
전방,00147222,분기x연결,revenue,2008 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:47:53
전방,00147222,분기x연결,revenue,2011 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:47:53
전방,00147222,분기x연결,revenue,2011 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:47:53
전방,00147222,분기x연결,revenue,2011 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:47:53
전방,00147222,분기x연결,operating_income,2011 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:47:53
전방,00147222,분기x연결,operating_income,2011 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:47:53
전방,00147222,분기x연결,operating_income,2011 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:47:53
전방,00147222,분기x별도,revenue,2006 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:48:01
전방,00147222,분기x별도,revenue,2006 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:48:01
전방,00147222,분기x별도,operating_income,2006 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:48:01
전방,00147222,분기x별도,operating_income,2006 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:48:01
제이에스코퍼레이션,00332927,분기x연결,revenue,2014 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:48:56
제이에스코퍼레이션,00332927,분기x연결,revenue,2014 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:48:56
제이에스코퍼레이션,00332927,분기x연결,revenue,2014 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:48:56
제이에스코퍼레이션,00332927,분기x연결,operating_income,2014 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:48:56
제이에스코퍼레이션,00332927,분기x연결,operating_income,2014 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:48:56
제이에스코퍼레이션,00332927,분기x연결,operating_income,2014 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:48:56
제이에스코퍼레이션,00332927,분기x별도,revenue,2014 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:49:03
제이에스코퍼레이션,00332927,분기x별도,revenue,2014 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:49:03
제이에스코퍼레이션,00332927,분기x별도,revenue,2014 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:49:03
제이에스코퍼레이션,00332927,분기x별도,operating_income,2014 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:49:03
제이에스코퍼레이션,00332927,분기x별도,operating_income,2014 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:49:03
제이에스코퍼레이션,00332927,분기x별도,operating_income,2014 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:49:03
제일기획,00148276,연간x연결,revenue,2009,data_gap,"UI blank, DB=None",2026-07-07T20:49:17
제일기획,00148276,연간x연결,operating_income,2009,data_gap,"UI blank, DB=None",2026-07-07T20:49:17
제일기획,00148276,분기x연결,revenue,2006 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:49:28
제일기획,00148276,분기x연결,revenue,2006 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:49:28
제일기획,00148276,분기x연결,revenue,2007 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:49:28
제일기획,00148276,분기x연결,revenue,2007 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:49:28
제일기획,00148276,분기x연결,revenue,2008 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:49:28
제일기획,00148276,분기x연결,revenue,2008 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:49:28
제일파마홀딩스,00148443,연간x별도,revenue,2005,data_gap,"UI blank, DB=None",2026-07-07T20:50:56
제일파마홀딩스,00148443,연간x별도,revenue,2024,data_gap,"UI blank, DB=None",2026-07-07T20:50:56
제일파마홀딩스,00148443,연간x별도,operating_income,2005,data_gap,"UI blank, DB=None",2026-07-07T20:50:56
제일파마홀딩스,00148443,분기x별도,revenue,2024 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:51:09
제일파마홀딩스,00148443,분기x별도,revenue,2025 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:51:09
제일파마홀딩스,00148443,분기x별도,revenue,2025 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:51:09
제일파마홀딩스,00148443,분기x별도,revenue,2025 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:51:09
제주은행,00148832,연간x연결,revenue,2000,data_gap,"UI blank, DB=None",2026-07-07T20:51:23
제주은행,00148832,연간x연결,revenue,2001,data_gap,"UI blank, DB=None",2026-07-07T20:51:23
제주은행,00148832,연간x연결,revenue,2013,data_gap,"UI blank, DB=None",2026-07-07T20:51:23
제주은행,00148832,연간x연결,operating_income,2000,data_gap,"UI blank, DB=None",2026-07-07T20:51:23
제주은행,00148832,연간x연결,operating_income,2001,data_gap,"UI blank, DB=None",2026-07-07T20:51:23
제주은행,00148832,연간x연결,operating_income,2003,data_gap,"UI blank, DB=None",2026-07-07T20:51:23
제주은행,00148832,연간x연결,operating_income,2006,data_gap,"UI blank, DB=None",2026-07-07T20:51:23
제주은행,00148832,연간x별도,revenue,2013,data_gap,"UI blank, DB=None",2026-07-07T20:51:28
제주은행,00148832,연간x별도,revenue,2014,data_gap,"UI blank, DB=None",2026-07-07T20:51:28
제주은행,00148832,연간x별도,revenue,2015,data_gap,"UI blank, DB=None",2026-07-07T20:51:28
제주은행,00148832,연간x별도,revenue,2016,data_gap,"UI blank, DB=None",2026-07-07T20:51:28
제주은행,00148832,연간x별도,revenue,2017,data_gap,"UI blank, DB=None",2026-07-07T20:51:28
제주은행,00148832,연간x별도,operating_income,2000,data_gap,"UI blank, DB=None",2026-07-07T20:51:28
제주은행,00148832,연간x별도,operating_income,2014,data_gap,"UI blank, DB=None",2026-07-07T20:51:28
제주은행,00148832,연간x별도,operating_income,2015,data_gap,"UI blank, DB=None",2026-07-07T20:51:28
제주은행,00148832,연간x별도,operating_income,2016,data_gap,"UI blank, DB=None",2026-07-07T20:51:28
제주은행,00148832,연간x별도,operating_income,2017,data_gap,"UI blank, DB=None",2026-07-07T20:51:28
제주은행,00148832,분기x연결,revenue,2013 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:51:34
제주은행,00148832,분기x연결,revenue,2013 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:51:34
제주은행,00148832,분기x연결,operating_income,2006 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:51:34
제주은행,00148832,분기x연결,operating_income,2007 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:51:34
제주은행,00148832,분기x연결,operating_income,2007 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:51:34
제주은행,00148832,분기x연결,operating_income,2007 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:51:34
제주은행,00148832,분기x연결,operating_income,2007 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:51:34
제주은행,00148832,분기x연결,operating_income,2008 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:51:34
제주은행,00148832,분기x별도,revenue,2004 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2006 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2012 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2012 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2012 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2012 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2013 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2013 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2013 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2013 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2014 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2014 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2014 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2014 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2015 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2015 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2015 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2015 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2016 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2016 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2016 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2016 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2017 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2017 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2017 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2017 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,revenue,2018 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2004 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2006 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2006 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2012 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2012 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2012 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2012 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2013 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2013 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2013 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2014 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2014 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2014 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2014 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2015 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2015 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2015 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2015 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2016 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2016 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2016 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2016 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2017 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2017 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
제주은행,00148832,분기x별도,operating_income,2017 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:51:42
