company,corp_code,combo,metric,period,classification,detail,timestamp
코미팜,00187415,분기x별도,revenue,2005 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:34:01
코미팜,00187415,분기x별도,revenue,2006 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:34:01
코미팜,00187415,분기x별도,revenue,2006 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:34:01
코미팜,00187415,분기x별도,operating_income,2005 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:34:01
코미팜,00187415,분기x별도,operating_income,2006 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:34:01
코미팜,00187415,분기x별도,operating_income,2006 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:34:01
코세스,00365934,연간x별도,revenue,2005,data_gap,"UI blank, DB=None",2026-07-07T20:34:19
코세스,00365934,연간x별도,operating_income,2005,data_gap,"UI blank, DB=None",2026-07-07T20:34:19
코스나인,00442455,연간x연결,revenue,2009,data_gap,"UI blank, DB=None",2026-07-07T20:35:17
코스나인,00442455,연간x연결,operating_income,2009,data_gap,"UI blank, DB=None",2026-07-07T20:35:17
코스리거글로벌,00305570,연간x별도,revenue,2005,data_gap,"UI blank, DB=None",2026-07-07T20:35:52
코스리거글로벌,00305570,연간x별도,operating_income,2005,data_gap,"UI blank, DB=None",2026-07-07T20:35:52
코스맥스엔비티,00656289,분기x연결,revenue,2014 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:36:31
코스맥스엔비티,00656289,분기x연결,revenue,2014 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:36:31
코스맥스엔비티,00656289,분기x연결,revenue,2014 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:36:31
코스맥스엔비티,00656289,분기x연결,operating_income,2014 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:36:31
코스맥스엔비티,00656289,분기x연결,operating_income,2014 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:36:31
코스맥스엔비티,00656289,분기x연결,operating_income,2014 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:36:31
코스맥스엔비티,00656289,분기x별도,revenue,2014 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:36:39
코스맥스엔비티,00656289,분기x별도,revenue,2014 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:36:39
코스맥스엔비티,00656289,분기x별도,revenue,2014 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:36:39
코스맥스엔비티,00656289,분기x별도,operating_income,2014 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:36:39
코스맥스엔비티,00656289,분기x별도,operating_income,2014 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:36:39
코스맥스엔비티,00656289,분기x별도,operating_income,2014 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:36:39
코스텍시스,01476219,분기x연결,revenue,2021 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:37:30
코스텍시스,01476219,분기x연결,revenue,2021 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:37:30
코스텍시스,01476219,분기x연결,revenue,2021 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:37:30
코스텍시스,01476219,분기x연결,revenue,2022 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:37:30
코스텍시스,01476219,분기x연결,revenue,2022 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:37:30
코스텍시스,01476219,분기x연결,revenue,2022 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:37:30
코스텍시스,01476219,분기x연결,revenue,2022 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:37:30
코스텍시스,01476219,분기x별도,revenue,2021 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:37:38
코스텍시스,01476219,분기x별도,revenue,2021 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:37:38
코스텍시스,01476219,분기x별도,revenue,2021 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:37:38
코스텍시스,01476219,분기x별도,revenue,2022 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:37:38
코스텍시스,01476219,분기x별도,revenue,2022 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:37:38
코스텍시스,01476219,분기x별도,revenue,2022 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:37:38
코스텍시스,01476219,분기x별도,revenue,2022 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:37:38
코아시아,00271501,연간x별도,operating_income,2002,data_gap,"UI blank, DB=None",2026-07-07T20:38:28
코아시아,00271501,연간x별도,operating_income,2003,data_gap,"UI blank, DB=None",2026-07-07T20:38:28
코아시아,00271501,연간x별도,operating_income,2004,data_gap,"UI blank, DB=None",2026-07-07T20:38:28
코아시아,00271501,연간x별도,operating_income,2005,data_gap,"UI blank, DB=None",2026-07-07T20:38:28
코아시아,00271501,분기x연결,revenue,2011 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:38:34
코아시아,00271501,분기x연결,revenue,2011 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:38:34
코아시아,00271501,분기x연결,revenue,2011 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:38:34
코아시아,00271501,분기x연결,operating_income,2011 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:38:34
코아시아,00271501,분기x연결,operating_income,2011 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:38:34
코아시아,00271501,분기x연결,operating_income,2011 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:38:34
코아시아,00271501,분기x별도,revenue,2011 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:38:41
코아시아,00271501,분기x별도,revenue,2011 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:38:41
코아시아,00271501,분기x별도,revenue,2011 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:38:41
코아시아,00271501,분기x별도,revenue,2011 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:38:41
코아시아,00271501,분기x별도,operating_income,2005 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:38:41
코아시아,00271501,분기x별도,operating_income,2005 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:38:41
코아시아,00271501,분기x별도,operating_income,2005 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:38:41
코텍,00305297,연간x별도,revenue,2002,data_gap,"UI blank, DB=None",2026-07-07T20:44:13
코텍,00305297,연간x별도,operating_income,2002,data_gap,"UI blank, DB=None",2026-07-07T20:44:13
콜마비앤에이치,01032404,분기x연결,revenue,2014 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:45:21
콜마비앤에이치,01032404,분기x별도,revenue,2014 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:45:29
콜마비앤에이치,01032404,분기x별도,revenue,2014 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:45:29
쿠콘,01311055,분기x연결,revenue,2018 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:45:53
쿠콘,01311055,분기x연결,revenue,2018 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:45:53
쿠콘,01311055,분기x연결,operating_income,2018 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:45:53
쿠콘,01311055,분기x연결,operating_income,2018 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:45:53
쿠콘,01311055,분기x별도,revenue,2018 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:46:00
쿠콘,01311055,분기x별도,revenue,2018 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:46:00
쿠콘,01311055,분기x별도,operating_income,2018 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:46:00
쿠콘,01311055,분기x별도,operating_income,2018 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:46:00
쿼드메디슨,01671285,분기x별도,revenue,2023 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:46:31
쿼드메디슨,01671285,분기x별도,revenue,2024 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:46:31
쿼드메디슨,01671285,분기x별도,revenue,2024 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:46:31
큐라클,01397772,분기x연결,revenue,2021 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:47:59
큐라클,01397772,분기x연결,revenue,2021 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:47:59
큐라클,01397772,분기x연결,revenue,2025 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:47:59
큐라클,01397772,분기x연결,revenue,2025 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:47:59
큐라클,01397772,분기x연결,revenue,2025 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:47:59
큐라클,01397772,분기x별도,revenue,2021 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:48:06
큐라클,01397772,분기x별도,revenue,2021 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:48:06
큐라클,01397772,분기x별도,revenue,2025 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:48:06
큐라클,01397772,분기x별도,revenue,2025 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:48:06
큐라클,01397772,분기x별도,revenue,2025 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:48:06
큐렉소,00356802,연간x별도,operating_income,2006,data_gap,"UI blank, DB=None",2026-07-07T20:48:55
큐렉소,00356802,분기x연결,revenue,2011 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:49:01
큐렉소,00356802,분기x연결,revenue,2011 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:49:01
큐렉소,00356802,분기x연결,revenue,2011 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:49:01
큐렉소,00356802,분기x연결,operating_income,2011 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:49:01
큐렉소,00356802,분기x연결,operating_income,2011 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:49:01
큐렉소,00356802,분기x연결,operating_income,2011 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:49:01
큐렉소,00356802,분기x별도,operating_income,2007 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:49:08
큐렉소,00356802,분기x별도,operating_income,2007 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:49:08
큐로홀딩스,00296324,분기x별도,revenue,2009 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:50:13
큐로홀딩스,00296324,분기x별도,revenue,2009 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:50:13
큐로홀딩스,00296324,분기x별도,operating_income,2009 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:50:13
큐로홀딩스,00296324,분기x별도,operating_income,2009 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:50:13
큐리언트,01042650,연간x별도,revenue,2017,data_gap,"UI blank, DB=None",2026-07-07T20:50:31
큐리언트,01042650,연간x별도,revenue,2018,data_gap,"UI blank, DB=None",2026-07-07T20:50:31
큐리언트,01042650,연간x별도,revenue,2019,data_gap,"UI blank, DB=None",2026-07-07T20:50:31
큐리언트,01042650,연간x별도,revenue,2020,data_gap,"UI blank, DB=None",2026-07-07T20:50:31
큐리언트,01042650,분기x별도,revenue,2017 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐리언트,01042650,분기x별도,revenue,2017 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐리언트,01042650,분기x별도,revenue,2017 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐리언트,01042650,분기x별도,revenue,2017 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐리언트,01042650,분기x별도,revenue,2018 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐리언트,01042650,분기x별도,revenue,2018 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐리언트,01042650,분기x별도,revenue,2018 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐리언트,01042650,분기x별도,revenue,2018 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐리언트,01042650,분기x별도,revenue,2019 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐리언트,01042650,분기x별도,revenue,2019 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐리언트,01042650,분기x별도,revenue,2019 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐리언트,01042650,분기x별도,revenue,2019 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐리언트,01042650,분기x별도,revenue,2020 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐리언트,01042650,분기x별도,revenue,2020 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐리언트,01042650,분기x별도,revenue,2020 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐리언트,01042650,분기x별도,revenue,2020 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐리언트,01042650,분기x별도,revenue,2021 CQ1,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐리언트,01042650,분기x별도,revenue,2021 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐리언트,01042650,분기x별도,revenue,2021 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐리언트,01042650,분기x별도,operating_income,2014 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐리언트,01042650,분기x별도,operating_income,2014 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐리언트,01042650,분기x별도,operating_income,2014 CQ4,data_gap,"UI blank, DB=None",2026-07-07T20:50:44
큐브엔터,00985686,분기x연결,revenue,2014 CQ2,data_gap,"UI blank, DB=None",2026-07-07T20:52:10
큐브엔터,00985686,분기x연결,revenue,2014 CQ3,data_gap,"UI blank, DB=None",2026-07-07T20:52:10
