company,corp_code,stock_code,market,combo,tab,check_id,result,detail,elapsed_sec,timestamp
LS마린솔루션,00225742,060370,KOSDAQ,연간x연결,재무제표,DS-1,PASS,,,2026-07-07T20:33:46
LS마린솔루션,00225742,060370,KOSDAQ,연간x연결,상단,DS-8,PASS,,,2026-07-07T20:33:46
LS마린솔루션,00225742,060370,KOSDAQ,연간x연결,상단,DS-7,PASS,"badges seen: ['✅', '🔎']",,2026-07-07T20:33:46
LS마린솔루션,00225742,060370,KOSDAQ,연간x연결,재무제표,CV-3,PASS,rows=29 cols=6 slider_extended=True,,2026-07-07T20:33:46
LS마린솔루션,00225742,060370,KOSDAQ,연간x연결,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:33:46
LS마린솔루션,00225742,060370,KOSDAQ,연간x연결,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:33:46
LS마린솔루션,00225742,060370,KOSDAQ,연간x별도,재무제표,DS-1,PASS,,,2026-07-07T20:33:51
LS마린솔루션,00225742,060370,KOSDAQ,연간x별도,상단,DS-8,PASS,,,2026-07-07T20:33:51
LS마린솔루션,00225742,060370,KOSDAQ,연간x별도,상단,DS-7,PASS,"badges seen: ['✅', '🔎']",,2026-07-07T20:33:51
LS마린솔루션,00225742,060370,KOSDAQ,연간x별도,재무제표,CV-3,PASS,rows=29 cols=26 slider_extended=True,,2026-07-07T20:33:51
LS마린솔루션,00225742,060370,KOSDAQ,연간x별도,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:33:51
LS마린솔루션,00225742,060370,KOSDAQ,연간x별도,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:33:51
LS마린솔루션,00225742,060370,KOSDAQ,분기x연결,재무제표,DS-1,PASS,,,2026-07-07T20:33:57
LS마린솔루션,00225742,060370,KOSDAQ,분기x연결,상단,DS-8,PASS,,,2026-07-07T20:33:57
LS마린솔루션,00225742,060370,KOSDAQ,분기x연결,상단,DS-7,PASS,"badges seen: ['✅', '🔎']",,2026-07-07T20:33:57
LS마린솔루션,00225742,060370,KOSDAQ,분기x연결,재무제표,CV-3,PASS,rows=29 cols=11 slider_extended=True,,2026-07-07T20:33:57
LS마린솔루션,00225742,060370,KOSDAQ,분기x연결,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:33:57
LS마린솔루션,00225742,060370,KOSDAQ,분기x연결,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:33:57
LS마린솔루션,00225742,060370,KOSDAQ,분기x별도,재무제표,DS-1,PASS,,,2026-07-07T20:34:05
LS마린솔루션,00225742,060370,KOSDAQ,분기x별도,상단,DS-8,PASS,,,2026-07-07T20:34:05
LS마린솔루션,00225742,060370,KOSDAQ,분기x별도,상단,DS-7,PASS,"badges seen: ['✅', '🔎', '⚠']",,2026-07-07T20:34:05
LS마린솔루션,00225742,060370,KOSDAQ,분기x별도,재무제표,CV-3,PASS,rows=29 cols=79 slider_extended=True,,2026-07-07T20:34:05
LS마린솔루션,00225742,060370,KOSDAQ,분기x별도,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:34:05
LS마린솔루션,00225742,060370,KOSDAQ,분기x별도,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:34:05
LS머트리얼즈,01528141,417200,KOSDAQ,연간x연결,재무제표,DS-1,PASS,,,2026-07-07T20:34:19
LS머트리얼즈,01528141,417200,KOSDAQ,연간x연결,상단,DS-8,PASS,,,2026-07-07T20:34:19
LS머트리얼즈,01528141,417200,KOSDAQ,연간x연결,상단,DS-7,PASS,"badges seen: ['✅', '🔎', '⚠']",,2026-07-07T20:34:19
LS머트리얼즈,01528141,417200,KOSDAQ,연간x연결,재무제표,CV-3,PASS,rows=29 cols=7 slider_extended=True,,2026-07-07T20:34:19
LS머트리얼즈,01528141,417200,KOSDAQ,연간x연결,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:34:19
LS머트리얼즈,01528141,417200,KOSDAQ,연간x연결,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:34:19
LS머트리얼즈,01528141,417200,KOSDAQ,연간x별도,재무제표,DS-1,PASS,,,2026-07-07T20:34:24
LS머트리얼즈,01528141,417200,KOSDAQ,연간x별도,상단,DS-8,PASS,,,2026-07-07T20:34:24
