company,corp_code,stock_code,market,combo,tab,check_id,result,detail,elapsed_sec,timestamp
이수페타시스,00107613,007660,KOSPI,연간x연결,재무제표,DS-1,PASS,,,2026-07-07T20:33:58
이수페타시스,00107613,007660,KOSPI,연간x연결,상단,DS-8,PASS,,,2026-07-07T20:33:58
이수페타시스,00107613,007660,KOSPI,연간x연결,상단,DS-7,PASS,"badges seen: ['✅', '🔎', '⚠']",,2026-07-07T20:33:58
이수페타시스,00107613,007660,KOSPI,연간x연결,재무제표,CV-3,PASS,rows=29 cols=20 slider_extended=True,,2026-07-07T20:33:58
이수페타시스,00107613,007660,KOSPI,연간x연결,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:33:58
이수페타시스,00107613,007660,KOSPI,연간x연결,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:33:58
이수페타시스,00107613,007660,KOSPI,연간x별도,재무제표,DS-1,PASS,,,2026-07-07T20:34:04
이수페타시스,00107613,007660,KOSPI,연간x별도,상단,DS-8,PASS,,,2026-07-07T20:34:04
이수페타시스,00107613,007660,KOSPI,연간x별도,상단,DS-7,PASS,"badges seen: ['✅', '🔎', '⚠']",,2026-07-07T20:34:04
이수페타시스,00107613,007660,KOSPI,연간x별도,재무제표,CV-3,PASS,rows=29 cols=27 slider_extended=True,,2026-07-07T20:34:04
이수페타시스,00107613,007660,KOSPI,연간x별도,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:34:04
이수페타시스,00107613,007660,KOSPI,연간x별도,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:34:04
이수페타시스,00107613,007660,KOSPI,분기x연결,재무제표,DS-1,PASS,,,2026-07-07T20:34:10
이수페타시스,00107613,007660,KOSPI,분기x연결,상단,DS-8,PASS,,,2026-07-07T20:34:10
이수페타시스,00107613,007660,KOSPI,분기x연결,상단,DS-7,PASS,"badges seen: ['✅', '🔎']",,2026-07-07T20:34:10
이수페타시스,00107613,007660,KOSPI,분기x연결,재무제표,CV-3,PASS,rows=29 cols=69 slider_extended=True,,2026-07-07T20:34:10
이수페타시스,00107613,007660,KOSPI,분기x연결,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:34:10
이수페타시스,00107613,007660,KOSPI,분기x연결,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:34:10
이수페타시스,00107613,007660,KOSPI,분기x별도,재무제표,DS-1,PASS,,,2026-07-07T20:34:17
이수페타시스,00107613,007660,KOSPI,분기x별도,상단,DS-8,PASS,,,2026-07-07T20:34:17
이수페타시스,00107613,007660,KOSPI,분기x별도,상단,DS-7,PASS,"badges seen: ['✅', '🔎']",,2026-07-07T20:34:17
이수페타시스,00107613,007660,KOSPI,분기x별도,재무제표,CV-3,PASS,rows=29 cols=93 slider_extended=True,,2026-07-07T20:34:17
이수페타시스,00107613,007660,KOSPI,분기x별도,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:34:17
이수페타시스,00107613,007660,KOSPI,분기x별도,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:34:17
이수화학,00145552,005950,KOSPI,연간x연결,재무제표,DS-1,PASS,,,2026-07-07T20:34:30
이수화학,00145552,005950,KOSPI,연간x연결,상단,DS-8,PASS,,,2026-07-07T20:34:30
이수화학,00145552,005950,KOSPI,연간x연결,상단,DS-7,PASS,"badges seen: ['✅', '🔎']",,2026-07-07T20:34:30
이수화학,00145552,005950,KOSPI,연간x연결,재무제표,CV-3,PASS,rows=29 cols=27 slider_extended=True,,2026-07-07T20:34:30
이수화학,00145552,005950,KOSPI,연간x연결,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:34:30
이수화학,00145552,005950,KOSPI,연간x연결,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:34:30
이수화학,00145552,005950,KOSPI,연간x별도,재무제표,DS-1,PASS,,,2026-07-07T20:34:35
이수화학,00145552,005950,KOSPI,연간x별도,상단,DS-8,PASS,,,2026-07-07T20:34:35
이수화학,00145552,005950,KOSPI,연간x별도,상단,DS-7,PASS,"badges seen: ['✅', '🔎', '⚠']",,2026-07-07T20:34:35
이수화학,00145552,005950,KOSPI,연간x별도,재무제표,CV-3,PASS,rows=29 cols=24 slider_extended=True,,2026-07-07T20:34:35
이수화학,00145552,005950,KOSPI,연간x별도,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:34:35
이수화학,00145552,005950,KOSPI,연간x별도,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:34:35
이수화학,00145552,005950,KOSPI,분기x연결,재무제표,DS-1,PASS,,,2026-07-07T20:34:42
이수화학,00145552,005950,KOSPI,분기x연결,상단,DS-8,PASS,,,2026-07-07T20:34:42
이수화학,00145552,005950,KOSPI,분기x연결,상단,DS-7,PASS,"badges seen: ['✅', '🔎']",,2026-07-07T20:34:42
이수화학,00145552,005950,KOSPI,분기x연결,재무제표,CV-3,PASS,rows=29 cols=85 slider_extended=True,,2026-07-07T20:34:42
이수화학,00145552,005950,KOSPI,분기x연결,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:34:42
이수화학,00145552,005950,KOSPI,분기x연결,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:34:42
이수화학,00145552,005950,KOSPI,분기x별도,재무제표,DS-1,PASS,,,2026-07-07T20:34:49
이수화학,00145552,005950,KOSPI,분기x별도,상단,DS-8,PASS,,,2026-07-07T20:34:49
이수화학,00145552,005950,KOSPI,분기x별도,상단,DS-7,PASS,"badges seen: ['✅', '🔎', '⚠']",,2026-07-07T20:34:49
이수화학,00145552,005950,KOSPI,분기x별도,재무제표,CV-3,PASS,rows=29 cols=89 slider_extended=True,,2026-07-07T20:34:49
이수화학,00145552,005950,KOSPI,분기x별도,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:34:49
이수화학,00145552,005950,KOSPI,분기x별도,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:34:49
이스타코,00134565,015020,KOSPI,연간x연결,재무제표,DS-1,PASS,,,2026-07-07T20:35:02
이스타코,00134565,015020,KOSPI,연간x연결,상단,DS-8,PASS,,,2026-07-07T20:35:02
이스타코,00134565,015020,KOSPI,연간x연결,상단,DS-7,PASS,"badges seen: ['✅', '🔎', '⚠']",,2026-07-07T20:35:02
이스타코,00134565,015020,KOSPI,연간x연결,재무제표,CV-3,PASS,rows=29 cols=11 slider_extended=True,,2026-07-07T20:35:02
이스타코,00134565,015020,KOSPI,연간x연결,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:35:02
이스타코,00134565,015020,KOSPI,연간x연결,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:35:02
이스타코,00134565,015020,KOSPI,연간x별도,재무제표,DS-1,PASS,,,2026-07-07T20:35:07
이스타코,00134565,015020,KOSPI,연간x별도,상단,DS-8,PASS,,,2026-07-07T20:35:07
이스타코,00134565,015020,KOSPI,연간x별도,상단,DS-7,PASS,"badges seen: ['✅', '🔎', '⚠']",,2026-07-07T20:35:07
이스타코,00134565,015020,KOSPI,연간x별도,재무제표,CV-3,PASS,rows=29 cols=26 slider_extended=True,,2026-07-07T20:35:07
이스타코,00134565,015020,KOSPI,연간x별도,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:35:07
이스타코,00134565,015020,KOSPI,연간x별도,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:35:07
이스타코,00134565,015020,KOSPI,분기x연결,재무제표,DS-1,PASS,,,2026-07-07T20:35:13
이스타코,00134565,015020,KOSPI,분기x연결,상단,DS-8,PASS,,,2026-07-07T20:35:13
이스타코,00134565,015020,KOSPI,분기x연결,상단,DS-7,PASS,"badges seen: ['✅', '🔎', '⚠']",,2026-07-07T20:35:13
이스타코,00134565,015020,KOSPI,분기x연결,재무제표,CV-3,PASS,rows=29 cols=37 slider_extended=True,,2026-07-07T20:35:13
이스타코,00134565,015020,KOSPI,분기x연결,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:35:13
이스타코,00134565,015020,KOSPI,분기x연결,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:35:13
이스타코,00134565,015020,KOSPI,분기x별도,재무제표,DS-1,PASS,,,2026-07-07T20:35:21
이스타코,00134565,015020,KOSPI,분기x별도,상단,DS-8,PASS,,,2026-07-07T20:35:21
이스타코,00134565,015020,KOSPI,분기x별도,상단,DS-7,PASS,"badges seen: ['✅', '🔎', '⚠']",,2026-07-07T20:35:21
이스타코,00134565,015020,KOSPI,분기x별도,재무제표,CV-3,PASS,rows=29 cols=82 slider_extended=True,,2026-07-07T20:35:21
