company,corp_code,stock_code,market,combo,tab,check_id,result,detail,elapsed_sec,timestamp
코미팜,00187415,041960,KOSDAQ,연간x연결,재무제표,DS-1,PASS,,,2026-07-07T20:33:41
코미팜,00187415,041960,KOSDAQ,연간x연결,상단,DS-8,PASS,,,2026-07-07T20:33:41
코미팜,00187415,041960,KOSDAQ,연간x연결,상단,DS-7,PASS,"badges seen: ['✅', '🔎']",,2026-07-07T20:33:41
코미팜,00187415,041960,KOSDAQ,연간x연결,재무제표,CV-3,PASS,rows=29 cols=19 slider_extended=True,,2026-07-07T20:33:41
코미팜,00187415,041960,KOSDAQ,연간x연결,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:33:41
코미팜,00187415,041960,KOSDAQ,연간x연결,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:33:41
코미팜,00187415,041960,KOSDAQ,연간x별도,재무제표,DS-1,PASS,,,2026-07-07T20:33:47
코미팜,00187415,041960,KOSDAQ,연간x별도,상단,DS-8,PASS,,,2026-07-07T20:33:47
코미팜,00187415,041960,KOSDAQ,연간x별도,상단,DS-7,PASS,"badges seen: ['✅', '🔎', '⚠']",,2026-07-07T20:33:47
코미팜,00187415,041960,KOSDAQ,연간x별도,재무제표,CV-3,PASS,rows=29 cols=29 slider_extended=True,,2026-07-07T20:33:47
코미팜,00187415,041960,KOSDAQ,연간x별도,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:33:47
코미팜,00187415,041960,KOSDAQ,연간x별도,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:33:47
코미팜,00187415,041960,KOSDAQ,분기x연결,재무제표,DS-1,PASS,,,2026-07-07T20:33:53
코미팜,00187415,041960,KOSDAQ,분기x연결,상단,DS-8,PASS,,,2026-07-07T20:33:53
코미팜,00187415,041960,KOSDAQ,분기x연결,상단,DS-7,PASS,"badges seen: ['✅', '🔎']",,2026-07-07T20:33:53
코미팜,00187415,041960,KOSDAQ,분기x연결,재무제표,CV-3,PASS,rows=29 cols=60 slider_extended=True,,2026-07-07T20:33:53
