corp_code,combo,phase,seconds,timestamp
00225742,연간x연결,combo_total,5.25,2026-07-07T20:33:51
00225742,연간x별도,combo_total,6.24,2026-07-07T20:33:57
00225742,분기x연결,combo_total,7.19,2026-07-07T20:34:05
00225742,분기x별도,combo_total,6.38,2026-07-07T20:34:11
01528141,연간x연결,combo_total,5.14,2026-07-07T20:34:24
01528141,연간x별도,combo_total,6.12,2026-07-07T20:34:30
01528141,분기x연결,combo_total,7.46,2026-07-07T20:34:37
01528141,분기x별도,combo_total,6.14,2026-07-07T20:34:44
00330424,연간x연결,combo_total,5.16,2026-07-07T20:34:56
00330424,연간x별도,combo_total,6.17,2026-07-07T20:35:02
00330424,분기x연결,combo_total,7.22,2026-07-07T20:35:10
00330424,분기x별도,combo_total,6.22,2026-07-07T20:35:16
01309388,연간x연결,combo_total,5.16,2026-07-07T20:35:28
01309388,연간x별도,combo_total,6.11,2026-07-07T20:35:35
01309388,분기x연결,combo_total,7.14,2026-07-07T20:35:42
01309388,분기x별도,combo_total,6.32,2026-07-07T20:35:48
00542074,연간x연결,combo_total,5.13,2026-07-07T20:35:58
00542074,연간x별도,combo_total,6.22,2026-07-07T20:36:04
00542074,분기x연결,combo_total,7.38,2026-07-07T20:36:12
00542074,분기x별도,combo_total,6.25,2026-07-07T20:36:18
01704680,연간x연결,combo_total,5.13,2026-07-07T20:36:30
01704680,연간x별도,combo_total,6.16,2026-07-07T20:36:37
01704680,분기x연결,combo_total,7.24,2026-07-07T20:36:44
01704680,분기x별도,combo_total,6.13,2026-07-07T20:36:50
00445841,연간x연결,combo_total,5.26,2026-07-07T20:37:00
00445841,연간x별도,combo_total,6.13,2026-07-07T20:37:06
00445841,분기x연결,combo_total,7.57,2026-07-07T20:37:14
00445841,분기x별도,combo_total,5.32,2026-07-07T20:37:19
00363927,연간x연결,combo_total,5.10,2026-07-07T20:37:32
00363927,연간x별도,combo_total,6.24,2026-07-07T20:37:38
00363927,분기x연결,combo_total,7.25,2026-07-07T20:37:45
00363927,분기x별도,combo_total,6.24,2026-07-07T20:37:52
00974927,연간x연결,combo_total,5.15,2026-07-07T20:38:04
00974927,연간x별도,combo_total,6.16,2026-07-07T20:38:10
00974927,분기x연결,combo_total,7.32,2026-07-07T20:38:18
00974927,분기x별도,combo_total,6.23,2026-07-07T20:38:24
00176835,연간x연결,combo_total,5.13,2026-07-07T20:38:36
00176835,연간x별도,combo_total,6.23,2026-07-07T20:38:43
00176835,분기x연결,combo_total,7.32,2026-07-07T20:38:50
00176835,분기x별도,combo_total,6.17,2026-07-07T20:38:56
00645089,연간x연결,combo_total,5.09,2026-07-07T20:39:06
00645089,연간x별도,combo_total,6.27,2026-07-07T20:39:12
00645089,분기x연결,combo_total,7.21,2026-07-07T20:39:20
00645089,분기x별도,combo_total,6.27,2026-07-07T20:39:26
00357740,연간x연결,combo_total,5.10,2026-07-07T20:39:38
00357740,연간x별도,combo_total,6.19,2026-07-07T20:39:45
00357740,분기x연결,combo_total,7.82,2026-07-07T20:39:52
00357740,분기x별도,combo_total,6.31,2026-07-07T20:39:59
00363769,연간x연결,combo_total,5.11,2026-07-07T20:40:09
00363769,연간x별도,combo_total,6.15,2026-07-07T20:40:15
00363769,분기x연결,combo_total,7.36,2026-07-07T20:40:22
00363769,분기x별도,combo_total,6.31,2026-07-07T20:40:29
00133557,연간x연결,combo_total,5.18,2026-07-07T20:40:41
00133557,연간x별도,combo_total,6.23,2026-07-07T20:40:47
00133557,분기x연결,combo_total,7.19,2026-07-07T20:40:55
00133557,분기x별도,combo_total,6.29,2026-07-07T20:41:01
01015160,연간x연결,combo_total,5.09,2026-07-07T20:41:13
01015160,연간x별도,combo_total,6.11,2026-07-07T20:41:19
01015160,분기x연결,combo_total,7.16,2026-07-07T20:41:26
01015160,분기x별도,combo_total,6.17,2026-07-07T20:41:33
00468374,연간x연결,combo_total,5.14,2026-07-07T20:41:45
00468374,연간x별도,combo_total,6.16,2026-07-07T20:41:51
00468374,분기x연결,combo_total,7.28,2026-07-07T20:41:58
00468374,분기x별도,combo_total,6.26,2026-07-07T20:42:05
01343665,연간x연결,combo_total,5.08,2026-07-07T20:42:17
01343665,연간x별도,combo_total,6.09,2026-07-07T20:42:23
01343665,분기x연결,combo_total,7.21,2026-07-07T20:42:30
01343665,분기x별도,combo_total,6.20,2026-07-07T20:42:36
01286476,연간x연결,combo_total,5.07,2026-07-07T20:42:49
01286476,연간x별도,combo_total,6.08,2026-07-07T20:42:55
01286476,분기x연결,combo_total,7.11,2026-07-07T20:43:02
01286476,분기x별도,combo_total,6.08,2026-07-07T20:43:08
00608802,연간x연결,combo_total,5.12,2026-07-07T20:43:20
00608802,연간x별도,combo_total,6.10,2026-07-07T20:43:26
00608802,분기x연결,combo_total,7.28,2026-07-07T20:43:34
00608802,분기x별도,combo_total,6.18,2026-07-07T20:43:40
01078178,연간x연결,combo_total,5.10,2026-07-07T20:43:52
01078178,연간x별도,combo_total,6.10,2026-07-07T20:43:58
01078178,분기x연결,combo_total,7.28,2026-07-07T20:44:06
01078178,분기x별도,combo_total,6.24,2026-07-07T20:44:12
00415594,연간x연결,combo_total,5.16,2026-07-07T20:44:24
00415594,연간x별도,combo_total,6.13,2026-07-07T20:44:30
00415594,분기x연결,combo_total,7.22,2026-07-07T20:44:38
00415594,분기x별도,combo_total,6.26,2026-07-07T20:44:44
00580667,연간x연결,combo_total,5.12,2026-07-07T20:44:56
00580667,연간x별도,combo_total,6.22,2026-07-07T20:45:02
00580667,분기x연결,combo_total,7.32,2026-07-07T20:45:10
00580667,분기x별도,combo_total,6.37,2026-07-07T20:45:16
01082418,연간x연결,combo_total,5.06,2026-07-07T20:45:28
01082418,연간x별도,combo_total,6.09,2026-07-07T20:45:34
01082418,분기x연결,combo_total,7.15,2026-07-07T20:45:42
01082418,분기x별도,combo_total,6.09,2026-07-07T20:45:48
00156910,연간x연결,combo_total,5.13,2026-07-07T20:46:00
00156910,연간x별도,combo_total,6.22,2026-07-07T20:46:06
00156910,분기x연결,combo_total,7.40,2026-07-07T20:46:14
00156910,분기x별도,combo_total,6.26,2026-07-07T20:46:20
01110182,연간x연결,combo_total,5.15,2026-07-07T20:46:32
01110182,연간x별도,combo_total,6.11,2026-07-07T20:46:39
01110182,분기x연결,combo_total,7.23,2026-07-07T20:46:46
01110182,분기x별도,combo_total,6.22,2026-07-07T20:46:52
00574611,연간x연결,combo_total,5.09,2026-07-07T20:47:04
00574611,연간x별도,combo_total,6.23,2026-07-07T20:47:11
00574611,분기x연결,combo_total,7.14,2026-07-07T20:47:18
00574611,분기x별도,combo_total,6.29,2026-07-07T20:47:24
00358271,연간x연결,combo_total,5.10,2026-07-07T20:47:36
00358271,연간x별도,combo_total,6.19,2026-07-07T20:47:43
