company,corp_code,stock_code,market,combo,tab,check_id,result,detail,elapsed_sec,timestamp
가비아,00506294,079940,KOSDAQ,연간x연결,재무제표,DS-1,PASS,,,2026-07-07T20:33:22
가비아,00506294,079940,KOSDAQ,연간x연결,상단,DS-8,PASS,,,2026-07-07T20:33:22
가비아,00506294,079940,KOSDAQ,연간x연결,상단,DS-7,PASS,"badges seen: ['✅', '🔎']",,2026-07-07T20:33:22
가비아,00506294,079940,KOSDAQ,연간x연결,재무제표,CV-3,PASS,rows=29 cols=12 slider_extended=True,,2026-07-07T20:33:22
가비아,00506294,079940,KOSDAQ,연간x연결,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:33:22
가비아,00506294,079940,KOSDAQ,연간x연결,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:33:22
가비아,00506294,079940,KOSDAQ,연간x별도,재무제표,DS-1,PASS,,,2026-07-07T20:33:27
가비아,00506294,079940,KOSDAQ,연간x별도,상단,DS-8,PASS,,,2026-07-07T20:33:27
가비아,00506294,079940,KOSDAQ,연간x별도,상단,DS-7,PASS,"badges seen: ['✅', '🔎']",,2026-07-07T20:33:27
가비아,00506294,079940,KOSDAQ,연간x별도,재무제표,CV-3,PASS,rows=29 cols=25 slider_extended=True,,2026-07-07T20:33:27
가비아,00506294,079940,KOSDAQ,연간x별도,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:33:27
가비아,00506294,079940,KOSDAQ,연간x별도,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:33:27
가비아,00506294,079940,KOSDAQ,분기x연결,재무제표,DS-1,PASS,,,2026-07-07T20:33:34
가비아,00506294,079940,KOSDAQ,분기x연결,상단,DS-8,PASS,,,2026-07-07T20:33:34
가비아,00506294,079940,KOSDAQ,분기x연결,상단,DS-7,PASS,"badges seen: ['✅', '🔎']",,2026-07-07T20:33:34
가비아,00506294,079940,KOSDAQ,분기x연결,재무제표,CV-3,PASS,rows=29 cols=63 slider_extended=True,,2026-07-07T20:33:34
가비아,00506294,079940,KOSDAQ,분기x연결,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:33:34
가비아,00506294,079940,KOSDAQ,분기x연결,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:33:34
가비아,00506294,079940,KOSDAQ,분기x별도,재무제표,DS-1,PASS,,,2026-07-07T20:33:41
가비아,00506294,079940,KOSDAQ,분기x별도,상단,DS-8,PASS,,,2026-07-07T20:33:41
가비아,00506294,079940,KOSDAQ,분기x별도,상단,DS-7,PASS,"badges seen: ['✅', '🔎']",,2026-07-07T20:33:41
가비아,00506294,079940,KOSDAQ,분기x별도,재무제표,CV-3,PASS,rows=29 cols=79 slider_extended=True,,2026-07-07T20:33:41
가비아,00506294,079940,KOSDAQ,분기x별도,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:33:41
가비아,00506294,079940,KOSDAQ,분기x별도,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:33:41
가온그룹,00441304,078890,KOSDAQ,연간x연결,재무제표,DS-1,PASS,,,2026-07-07T20:33:55
가온그룹,00441304,078890,KOSDAQ,연간x연결,상단,DS-8,PASS,,,2026-07-07T20:33:55
가온그룹,00441304,078890,KOSDAQ,연간x연결,상단,DS-7,PASS,"badges seen: ['✅', '🔎', '⚠']",,2026-07-07T20:33:55
가온그룹,00441304,078890,KOSDAQ,연간x연결,재무제표,CV-3,PASS,rows=29 cols=19 slider_extended=True,,2026-07-07T20:33:55
가온그룹,00441304,078890,KOSDAQ,연간x연결,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:33:55
가온그룹,00441304,078890,KOSDAQ,연간x연결,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:33:55
가온그룹,00441304,078890,KOSDAQ,연간x별도,재무제표,DS-1,PASS,,,2026-07-07T20:34:00
가온그룹,00441304,078890,KOSDAQ,연간x별도,상단,DS-8,PASS,,,2026-07-07T20:34:00
가온그룹,00441304,078890,KOSDAQ,연간x별도,상단,DS-7,PASS,"badges seen: ['✅', '🔎', '⚠']",,2026-07-07T20:34:00
가온그룹,00441304,078890,KOSDAQ,연간x별도,재무제표,CV-3,PASS,rows=29 cols=24 slider_extended=True,,2026-07-07T20:34:00
가온그룹,00441304,078890,KOSDAQ,연간x별도,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:34:00
가온그룹,00441304,078890,KOSDAQ,연간x별도,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:34:00
가온그룹,00441304,078890,KOSDAQ,분기x연결,재무제표,DS-1,PASS,,,2026-07-07T20:34:06
가온그룹,00441304,078890,KOSDAQ,분기x연결,상단,DS-8,PASS,,,2026-07-07T20:34:06
가온그룹,00441304,078890,KOSDAQ,분기x연결,상단,DS-7,PASS,"badges seen: ['✅', '🔎']",,2026-07-07T20:34:06
가온그룹,00441304,078890,KOSDAQ,분기x연결,재무제표,CV-3,PASS,rows=29 cols=60 slider_extended=True,,2026-07-07T20:34:06
가온그룹,00441304,078890,KOSDAQ,분기x연결,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:34:06
가온그룹,00441304,078890,KOSDAQ,분기x연결,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:34:06
가온그룹,00441304,078890,KOSDAQ,분기x별도,재무제표,DS-1,PASS,,,2026-07-07T20:34:14
가온그룹,00441304,078890,KOSDAQ,분기x별도,상단,DS-8,PASS,,,2026-07-07T20:34:14
가온그룹,00441304,078890,KOSDAQ,분기x별도,상단,DS-7,PASS,"badges seen: ['✅', '🔎']",,2026-07-07T20:34:14
가온그룹,00441304,078890,KOSDAQ,분기x별도,재무제표,CV-3,PASS,rows=29 cols=78 slider_extended=True,,2026-07-07T20:34:14
가온그룹,00441304,078890,KOSDAQ,분기x별도,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:34:14
