company,corp_code,stock_code,market,combo,tab,check_id,result,detail,elapsed_sec,timestamp
삼아제약,00126788,009300,KOSDAQ,연간x연결,재무제표,DS-1,PASS,,,2026-07-07T20:33:35
삼아제약,00126788,009300,KOSDAQ,연간x연결,상단,DS-8,PASS,,,2026-07-07T20:33:35
삼아제약,00126788,009300,KOSDAQ,연간x연결,상단,DS-7,PASS,"badges seen: ['✅', '🔎', '⚠']",,2026-07-07T20:33:35
삼아제약,00126788,009300,KOSDAQ,연간x연결,재무제표,CV-3,PASS,rows=29 cols=11 slider_extended=True,,2026-07-07T20:33:35
삼아제약,00126788,009300,KOSDAQ,연간x연결,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:33:35
삼아제약,00126788,009300,KOSDAQ,연간x연결,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:33:35
삼아제약,00126788,009300,KOSDAQ,연간x별도,재무제표,DS-1,PASS,,,2026-07-07T20:33:40
삼아제약,00126788,009300,KOSDAQ,연간x별도,상단,DS-8,PASS,,,2026-07-07T20:33:40
삼아제약,00126788,009300,KOSDAQ,연간x별도,상단,DS-7,PASS,"badges seen: ['✅', '🔎', '⚠']",,2026-07-07T20:33:40
삼아제약,00126788,009300,KOSDAQ,연간x별도,재무제표,CV-3,PASS,rows=29 cols=24 slider_extended=True,,2026-07-07T20:33:40
삼아제약,00126788,009300,KOSDAQ,연간x별도,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:33:40
삼아제약,00126788,009300,KOSDAQ,연간x별도,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:33:40
삼아제약,00126788,009300,KOSDAQ,분기x연결,재무제표,DS-1,PASS,,,2026-07-07T20:33:46
삼아제약,00126788,009300,KOSDAQ,분기x연결,상단,DS-8,PASS,,,2026-07-07T20:33:46
삼아제약,00126788,009300,KOSDAQ,분기x연결,상단,DS-7,PASS,"badges seen: ['✅', '🔎']",,2026-07-07T20:33:46
삼아제약,00126788,009300,KOSDAQ,분기x연결,재무제표,CV-3,PASS,rows=29 cols=33 slider_extended=True,,2026-07-07T20:33:46
삼아제약,00126788,009300,KOSDAQ,분기x연결,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:33:46
삼아제약,00126788,009300,KOSDAQ,분기x연결,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:33:46
삼아제약,00126788,009300,KOSDAQ,분기x별도,재무제표,DS-1,PASS,,,2026-07-07T20:33:53
삼아제약,00126788,009300,KOSDAQ,분기x별도,상단,DS-8,PASS,,,2026-07-07T20:33:53
삼아제약,00126788,009300,KOSDAQ,분기x별도,상단,DS-7,PASS,"badges seen: ['✅', '🔎']",,2026-07-07T20:33:53
삼아제약,00126788,009300,KOSDAQ,분기x별도,재무제표,CV-3,PASS,rows=29 cols=82 slider_extended=True,,2026-07-07T20:33:53
삼아제약,00126788,009300,KOSDAQ,분기x별도,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:33:53
삼아제약,00126788,009300,KOSDAQ,분기x별도,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:33:53
삼양엔씨켐,00863533,482630,KOSDAQ,연간x연결,재무제표,DS-1,PASS,,,2026-07-07T20:34:07
삼양엔씨켐,00863533,482630,KOSDAQ,연간x연결,상단,DS-8,PASS,,,2026-07-07T20:34:07
삼양엔씨켐,00863533,482630,KOSDAQ,연간x연결,상단,DS-4,PASS,substitution caption present,,2026-07-07T20:34:07
삼양엔씨켐,00863533,482630,KOSDAQ,연간x연결,상단,DS-7,PASS,"badges seen: ['✅', '🔎', '⚠']",,2026-07-07T20:34:07
삼양엔씨켐,00863533,482630,KOSDAQ,연간x연결,재무제표,CV-3,PASS,rows=29 cols=6 slider_extended=True,,2026-07-07T20:34:07
삼양엔씨켐,00863533,482630,KOSDAQ,연간x연결,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:34:07
삼양엔씨켐,00863533,482630,KOSDAQ,연간x연결,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:34:07
삼양엔씨켐,00863533,482630,KOSDAQ,연간x별도,재무제표,DS-1,PASS,,,2026-07-07T20:34:13
삼양엔씨켐,00863533,482630,KOSDAQ,연간x별도,상단,DS-8,PASS,,,2026-07-07T20:34:13
삼양엔씨켐,00863533,482630,KOSDAQ,연간x별도,상단,DS-7,PASS,"badges seen: ['✅', '🔎', '⚠']",,2026-07-07T20:34:13
삼양엔씨켐,00863533,482630,KOSDAQ,연간x별도,재무제표,CV-3,PASS,rows=29 cols=6 slider_extended=True,,2026-07-07T20:34:13
삼양엔씨켐,00863533,482630,KOSDAQ,연간x별도,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:34:13
삼양엔씨켐,00863533,482630,KOSDAQ,연간x별도,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:34:13
삼양엔씨켐,00863533,482630,KOSDAQ,분기x연결,재무제표,DS-1,PASS,,,2026-07-07T20:34:19
삼양엔씨켐,00863533,482630,KOSDAQ,분기x연결,상단,DS-8,PASS,,,2026-07-07T20:34:19
삼양엔씨켐,00863533,482630,KOSDAQ,분기x연결,상단,DS-4,PASS,substitution caption present,,2026-07-07T20:34:19
삼양엔씨켐,00863533,482630,KOSDAQ,분기x연결,상단,DS-7,PASS,"badges seen: ['✅', '🔎', '⚠']",,2026-07-07T20:34:19
삼양엔씨켐,00863533,482630,KOSDAQ,분기x연결,재무제표,CV-3,PASS,rows=29 cols=11 slider_extended=True,,2026-07-07T20:34:19
삼양엔씨켐,00863533,482630,KOSDAQ,분기x연결,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:34:19
삼양엔씨켐,00863533,482630,KOSDAQ,분기x연결,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:34:19
삼양엔씨켐,00863533,482630,KOSDAQ,분기x별도,재무제표,DS-1,PASS,,,2026-07-07T20:34:26
삼양엔씨켐,00863533,482630,KOSDAQ,분기x별도,상단,DS-8,PASS,,,2026-07-07T20:34:26
삼양엔씨켐,00863533,482630,KOSDAQ,분기x별도,상단,DS-7,PASS,"badges seen: ['✅', '🔎', '⚠']",,2026-07-07T20:34:26
삼양엔씨켐,00863533,482630,KOSDAQ,분기x별도,재무제표,CV-3,PASS,rows=29 cols=11 slider_extended=True,,2026-07-07T20:34:26
삼양엔씨켐,00863533,482630,KOSDAQ,분기x별도,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:34:26
삼양엔씨켐,00863533,482630,KOSDAQ,분기x별도,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:34:26
삼양컴텍,00141583,484590,KOSDAQ,연간x연결,재무제표,DS-1,PASS,,,2026-07-07T20:34:37
삼양컴텍,00141583,484590,KOSDAQ,연간x연결,상단,DS-8,PASS,,,2026-07-07T20:34:37
삼양컴텍,00141583,484590,KOSDAQ,연간x연결,상단,DS-4,PASS,substitution caption present,,2026-07-07T20:34:37
삼양컴텍,00141583,484590,KOSDAQ,연간x연결,상단,DS-7,PASS,"badges seen: ['✅', '🔎']",,2026-07-07T20:34:37
삼양컴텍,00141583,484590,KOSDAQ,연간x연결,재무제표,CV-3,PASS,rows=29 cols=5 slider_extended=True,,2026-07-07T20:34:37
삼양컴텍,00141583,484590,KOSDAQ,연간x연결,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:34:37
삼양컴텍,00141583,484590,KOSDAQ,연간x연결,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:34:37
삼양컴텍,00141583,484590,KOSDAQ,연간x별도,재무제표,DS-1,PASS,,,2026-07-07T20:34:42
삼양컴텍,00141583,484590,KOSDAQ,연간x별도,상단,DS-8,PASS,,,2026-07-07T20:34:42
삼양컴텍,00141583,484590,KOSDAQ,연간x별도,상단,DS-7,PASS,"badges seen: ['✅', '🔎']",,2026-07-07T20:34:42
삼양컴텍,00141583,484590,KOSDAQ,연간x별도,재무제표,CV-3,PASS,rows=29 cols=5 slider_extended=True,,2026-07-07T20:34:42
삼양컴텍,00141583,484590,KOSDAQ,연간x별도,재무제표,DS-2/DS-3,DONE,"cross-check completed for ['매출액', '영업이익']",,2026-07-07T20:34:42
삼양컴텍,00141583,484590,KOSDAQ,연간x별도,지표,CV-6,PASS,default metric selection visible,,2026-07-07T20:34:42
삼양컴텍,00141583,484590,KOSDAQ,분기x연결,재무제표,DS-1,PASS,,,2026-07-07T20:34:48
삼양컴텍,00141583,484590,KOSDAQ,분기x연결,상단,DS-8,PASS,,,2026-07-07T20:34:48
삼양컴텍,00141583,484590,KOSDAQ,분기x연결,상단,DS-4,PASS,substitution caption present,,2026-07-07T20:34:48
삼양컴텍,00141583,484590,KOSDAQ,분기x연결,상단,DS-7,PASS,"badges seen: ['✅', '🔎']",,2026-07-07T20:34:48
삼양컴텍,00141583,484590,KOSDAQ,분기x연결,재무제표,CV-3,PASS,rows=29 cols=9 slider_extended=True,,2026-07-07T20:34:48
