corp_code,corp_name,fiscal_year,fiscal_period,basis,field,db_won,report_won,category,evidence_acode
01032486,두산밥캣,2024,FY,consolidated,net_income,563363000000,413029000,UNRESOLVED,
01032486,두산밥캣,2024,FY,consolidated,controlling_ni,563363000000,413029000,UNRESOLVED,
01032486,두산밥캣,2024,FY,consolidated,cfo,783722000000,533144000,UNRESOLVED,
01032486,두산밥캣,2024,FY,consolidated,cfi,-622839000000,-423700000,UNRESOLVED,
01032486,두산밥캣,2024,FY,consolidated,cff,163967000000,111542000,UNRESOLVED,
01032486,두산밥캣,2024,FY,consolidated,dividends_paid,-173166000000,117799000,UNRESOLVED,
01253636,에르코스,2025,Q3,consolidated,tax_expense,14040285,92971431,UNRESOLVED,
01316245,효성중공업,2025,FY,consolidated,controlling_ni,489647786077,519893715256,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
01090471,SFA넥셀,2025,H1,separate,trade_payables,18352391634,13368657143,CONCEPT_GAP,ifrs-full_TradeAndOtherCurrentPayablesToTradeSuppliers
01090471,SFA넥셀,2025,Q1,separate,trade_payables,30377719026,11482954109,CONCEPT_GAP,ifrs-full_TradeAndOtherCurrentPayablesToTradeSuppliers
01472930,오브젠,2026,Q1,consolidated,trade_payables,1851039493,5253733436,CONCEPT_GAP,ifrs-full_TradeAndOtherPayablesToTradeSuppliers
01472930,오브젠,2026,Q1,consolidated,controlling_ni,-483567096,-483560349,CONCEPT_GAP,ifrs-full_ProfitLossFromContinuingOperations
01472930,오브젠,2026,Q1,separate,trade_payables,1851039493,5253733436,CONCEPT_GAP,ifrs-full_TradeAndOtherPayablesToTradeSuppliers
01203659,이뮨온시아,2025,Q3,separate,revenue,50000000,111208740,UNRESOLVED,
01493793,코셈,2025,Q3,consolidated,tax_expense,-110743684,-81454631,UNRESOLVED,
01182259,알피바이오,2025,Q3,separate,tax_expense,50240650,354210789,UNRESOLVED,
01412822,솔루스첨단소재,2025,Q3,consolidated,trade_payables,60336913291,85375000000,CONCEPT_GAP,ifrs-full_TradeAndOtherCurrentPayablesToTradeSuppliers
01412822,솔루스첨단소재,2025,Q1,separate,trade_payables,13548941796,27496000000,CONCEPT_GAP,ifrs-full_TradeAndOtherCurrentPayablesToTradeSuppliers
01412822,솔루스첨단소재,2025,Q1,consolidated,trade_payables,59808420488,95865000000,CONCEPT_GAP,ifrs-full_TradeAndOtherCurrentPayablesToTradeSuppliers
01412822,솔루스첨단소재,2025,H1,separate,trade_payables,9432340536,19367000000,CONCEPT_GAP,ifrs-full_TradeAndOtherCurrentPayablesToTradeSuppliers
00135962,신라교역,2025,Q3,separate,trade_payables,42559676998,42559677,CONCEPT_GAP,ifrs-full_TradeAndOtherCurrentPayablesToTradeSuppliers
00135962,신라교역,2025,Q3,consolidated,trade_payables,48176779034,48176779,CONCEPT_GAP,ifrs-full_TradeAndOtherCurrentPayablesToTradeSuppliers
00137997,현대차증권,2025,Q1,separate,revenue,85669000000,419534000000,UNRESOLVED,
00137997,현대차증권,2025,H1,separate,revenue,174615000000,54553000000,ADDITIVE_PAIR_CANDIDATE,
00137997,현대차증권,2025,H1,consolidated,revenue,174191000000,54129000000,ADDITIVE_PAIR_CANDIDATE,
00137997,현대차증권,2024,FY,separate,revenue,263307000000,1767927000000,UNRESOLVED,
00137997,현대차증권,2024,FY,consolidated,revenue,263447000000,1795633000000,UNRESOLVED,
00144720,와이투솔루션,2025,Q3,consolidated,tax_expense,-77944743,-198813352,UNRESOLVED,
00144720,와이투솔루션,2025,Q3,separate,tax_expense,-77944743,-198813352,UNRESOLVED,
00147860,에스엠벡셀,2026,Q1,separate,retained_earnings,-36890576596,51904402041,CONCEPT_GAP,dart_RetainedEarningsBeforeAppropriationsAccumulatedDeficitBeforeDisposition
00977650,엔케이젠바이오텍코리아,2023,FY,consolidated,trade_payables,3795229290,3804781599,UNRESOLVED,
00145598,이연제약,2025,Q1,separate,trade_payables,7837235184,14421377063,UNRESOLVED,
00145598,이연제약,2025,Q1,consolidated,trade_payables,7837235184,14467303399,UNRESOLVED,
00536523,로보스타,2025,Q3,consolidated,tax_expense,-64407045,-48011086,UNRESOLVED,
00536523,로보스타,2025,Q3,separate,tax_expense,-64407045,-48011086,UNRESOLVED,
00104573,국일제지,2025,Q3,separate,tax_expense,-138250046,-2310052284,UNRESOLVED,
00104573,국일제지,2025,Q3,consolidated,tax_expense,-138250046,-2310052284,UNRESOLVED,
00156859,다올투자증권,2026,Q1,consolidated,revenue,84576731166,769062907717,ADDITIVE_PAIR_CANDIDATE,
00156859,다올투자증권,2026,H1,separate,revenue,85831956691,1490940490440,ADDITIVE_PAIR_CANDIDATE,
00156859,다올투자증권,2026,H1,consolidated,revenue,186446187286,1829565780313,ADDITIVE_PAIR_CANDIDATE,
00156859,다올투자증권,2025,Q3,separate,revenue,116602524302,811402416613,ADDITIVE_PAIR_CANDIDATE,
00156859,다올투자증권,2025,Q3,consolidated,revenue,236992143987,1241317403872,ADDITIVE_PAIR_CANDIDATE,
00156859,다올투자증권,2025,Q1,separate,revenue,40574169262,303998092218,ADDITIVE_PAIR_CANDIDATE,
00156859,다올투자증권,2025,Q1,consolidated,revenue,69218715051,437161616100,ADDITIVE_PAIR_CANDIDATE,
00156859,다올투자증권,2025,H1,separate,revenue,84520212843,657182687399,ADDITIVE_PAIR_CANDIDATE,
00156859,다올투자증권,2025,H1,consolidated,revenue,160086296215,940345195766,ADDITIVE_PAIR_CANDIDATE,
00156859,다올투자증권,2025,FY,separate,revenue,133633126914,1119617113008,ADDITIVE_PAIR_CANDIDATE,
00156859,다올투자증권,2025,FY,consolidated,revenue,298489775180,1714450686727,ADDITIVE_PAIR_CANDIDATE,
00156859,다올투자증권,2024,FY,separate,revenue,77219147980,894950089625,ADDITIVE_PAIR_CANDIDATE,
00156859,다올투자증권,2024,FY,consolidated,revenue,175163676061,1442566582864,ADDITIVE_PAIR_CANDIDATE,
00156859,다올투자증권,2024,FY,consolidated,controlling_ni,-40842586937,-48585414158,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00488402,서울바이오시스,2025,Q3,separate,tax_expense,-602330815,65827942,UNRESOLVED,
00155258,포스코스틸리온,2025,H1,separate,total_equity,498980903750,373761859932,CONCEPT_GAP,ifrs-full_EquityAndLiabilities
00155258,포스코스틸리온,2025,Q1,consolidated,total_equity,531448521555,382401898291,CONCEPT_GAP,ifrs-full_EquityAndLiabilities
00155258,포스코스틸리온,2025,Q1,separate,total_equity,503028097210,370920318712,CONCEPT_GAP,ifrs-full_EquityAndLiabilities
00155258,포스코스틸리온,2025,Q3,consolidated,total_equity,551956987986,389689841010,CONCEPT_GAP,ifrs-full_EquityAndLiabilities
00155258,포스코스틸리온,2025,Q3,separate,total_equity,525118262333,377525572282,CONCEPT_GAP,ifrs-full_EquityAndLiabilities
00155258,포스코스틸리온,2024,FY,consolidated,total_equity,556803723173,385299788248,CONCEPT_GAP,ifrs-full_EquityAndLiabilities
00155258,포스코스틸리온,2024,FY,separate,total_equity,530859806774,376108493339,CONCEPT_GAP,ifrs-full_EquityAndLiabilities
00528791,제일엠앤에스,2024,FY,separate,total_assets,310581252446,456100863078,UNRESOLVED,
00528791,제일엠앤에스,2024,FY,separate,total_liabilities,329177240782,473987204992,UNRESOLVED,
00528791,제일엠앤에스,2024,FY,separate,total_equity,-18595988336,-17886341914,UNRESOLVED,
00528791,제일엠앤에스,2024,FY,separate,trade_payables,67068594927,66890294441,UNRESOLVED,
00528791,제일엠앤에스,2024,FY,consolidated,total_assets,323358429639,478192127798,UNRESOLVED,
00528791,제일엠앤에스,2024,FY,consolidated,total_liabilities,342334702797,498037054409,UNRESOLVED,
00528791,제일엠앤에스,2024,FY,consolidated,total_equity,-18976273158,-19844926611,UNRESOLVED,
00164788,현대모비스,2024,FY,consolidated,controlling_ni,5912894000000,4055642000000,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00545114,랩지노믹스,2025,FY,consolidated,ppe,50265740959,44124558,UNRESOLVED,
00120021,LG,2026,Q1,consolidated,trade_payables,509002000000,747250000000,CONCEPT_GAP,ifrs-full_TradeAndOtherCurrentPayablesToTradeSuppliers
00120021,LG,2025,Q3,consolidated,trade_payables,559963000000,515311000000,CONCEPT_GAP,ifrs-full_TradeAndOtherCurrentPayablesToTradeSuppliers
00120021,LG,2025,Q1,consolidated,trade_payables,534920000000,960212000000,CONCEPT_GAP,ifrs-full_TradeAndOtherCurrentPayablesToTradeSuppliers
00120021,LG,2025,FY,consolidated,trade_payables,675250000000,517421000000,CONCEPT_GAP,ifrs-full_TradeAndOtherCurrentPayablesToTradeSuppliers
00124540,대우건설,2026,Q1,consolidated,trade_payables,245470354898,253000000,CONCEPT_GAP,ifrs-full_TradeAndOtherCurrentPayablesToTradeSuppliers
00124540,대우건설,2026,Q1,separate,trade_payables,225121244976,3113000000,CONCEPT_GAP,ifrs-full_TradeAndOtherCurrentPayablesToTradeSuppliers
00494546,오비고,2026,Q1,consolidated,trade_payables,1696844052,2411584793,CONCEPT_GAP,ifrs-full_TradeAndOtherPayablesToTradeSuppliers
00494546,오비고,2025,FY,consolidated,trade_payables,1841085410,2185436255,CONCEPT_GAP,ifrs-full_TradeAndOtherPayablesToTradeSuppliers
00494546,오비고,2025,H1,consolidated,trade_payables,1307420866,2003345143,CONCEPT_GAP,ifrs-full_TradeAndOtherPayablesToTradeSuppliers
00541437,코렌텍,2025,FY,consolidated,controlling_ni,6259392502,6969212804,AXIS_EXCLUDED_MAPPED,ifrs-full_ProfitLossAttributableToOwnersOfParent
00126292,삼성카드,2026,Q1,consolidated,revenue,998602000000,1285752000000,ADDITIVE_PAIR_CANDIDATE,
00126292,삼성카드,2025,Q3,consolidated,revenue,2862087000000,3332494000000,ADDITIVE_PAIR_CANDIDATE,
00126292,삼성카드,2025,H1,consolidated,revenue,1890672000000,2324646000000,ADDITIVE_PAIR_CANDIDATE,
00126292,삼성카드,2025,FY,consolidated,revenue,3935076000000,4382855000000,UNRESOLVED,
00599285,서플러스글로벌,2025,Q3,separate,tax_expense,-231423818,-4046429260,UNRESOLVED,
00180795,인팩,2024,FY,consolidated,cfo,4927978243,18258391860,UNRESOLVED,
00180795,인팩,2024,FY,consolidated,cfi,-56168997243,4424018971,UNRESOLVED,
00180795,인팩,2024,FY,consolidated,cff,52471812596,494493000381,UNRESOLVED,
00180795,인팩,2024,FY,separate,cfo,11929194234,12131633379,UNRESOLVED,
00180795,인팩,2024,FY,separate,cfi,-7332328153,1952315433,UNRESOLVED,
00180795,인팩,2024,FY,separate,cff,-2090246071,202203540201,UNRESOLVED,
00619640,에코앤드림,2025,Q1,consolidated,dividends_paid,-200000000,-20000000,UNRESOLVED,
00139214,삼성화재해상보험,2025,H1,consolidated,revenue,12963274244433,12963274,ADDITIVE_PAIR_CANDIDATE,
01003040,케이사인,2025,Q3,consolidated,tax_expense,-88137490,-511828171,UNRESOLVED,
01003040,케이사인,2025,Q3,separate,trade_payables,1356354934,402032186,CONCEPT_GAP,dart_ShortTermOtherPayables
01003040,케이사인,2025,Q3,separate,tax_expense,88137490,235971319,UNRESOLVED,
01003040,케이사인,2024,FY,separate,trade_payables,6849715775,873088936,CONCEPT_GAP,dart_ShortTermOtherPayables
01031502,코아시아씨엠,2025,Q3,consolidated,controlling_ni,3202994750,-1251883644,UNRESOLVED,
00964595,엔바이오니아,2025,H1,separate,cfo,-2264465883,-2258201496,UNRESOLVED,
00997812,코미코,2026,Q1,consolidated,controlling_ni,21812913408,11052472348,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00997812,코미코,2025,FY,consolidated,controlling_ni,51247055669,49858499792,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00148610,한화투자증권,2025,Q1,consolidated,revenue,122051054271,836959197971,ADDITIVE_PAIR_CANDIDATE,
00148610,한화투자증권,2025,Q1,separate,revenue,119262955609,836349598394,ADDITIVE_PAIR_CANDIDATE,
00148610,한화투자증권,2024,FY,consolidated,revenue,282690872340,2495792979346,ADDITIVE_PAIR_CANDIDATE,
00148610,한화투자증권,2024,FY,separate,revenue,260439579635,2387027064229,ADDITIVE_PAIR_CANDIDATE,
01472930,오브젠,2025,FY,consolidated,trade_payables,2497383198,4833325624,CONCEPT_GAP,ifrs-full_TradeAndOtherPayablesToTradeSuppliers
00152260,카스,2026,Q1,consolidated,controlling_ni,2277835519,-655636167,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00152260,카스,2025,Q3,consolidated,controlling_ni,-3083601285,-1830052080,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00152260,카스,2025,Q1,consolidated,controlling_ni,90751489,119717368,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00152260,카스,2025,H1,consolidated,controlling_ni,-3945575150,-827141064,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00152260,카스,2025,FY,consolidated,controlling_ni,-1340919816,-1657646247,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00152260,카스,2024,FY,consolidated,controlling_ni,5399743747,1310845236,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00153393,태광산업,2025,Q3,consolidated,controlling_ni,-4189905710,45576642409,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00153393,태광산업,2025,Q1,consolidated,controlling_ni,9697576360,74999798484,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00153393,태광산업,2025,H1,consolidated,controlling_ni,10089694991,48889954439,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00153393,태광산업,2025,FY,consolidated,controlling_ni,-1545157356,80823968992,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00106395,금호전기,2025,Q3,separate,tax_expense,-101032064,85420453,UNRESOLVED,
00158024,KBI메탈,2025,Q3,consolidated,controlling_ni,-6026855343,-4529092750,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00158024,KBI메탈,2025,Q1,consolidated,controlling_ni,-553188020,-435937940,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00158024,KBI메탈,2025,H1,consolidated,controlling_ni,-814019040,404008384,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00109693,DL,2025,FY,consolidated,controlling_ni,-59491676623,-88007769786,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00112059,상상인증권,2026,Q1,separate,revenue,20474474348,58085623496,ADDITIVE_PAIR_CANDIDATE,
00112059,상상인증권,2026,Q1,consolidated,revenue,20473588348,58085636653,ADDITIVE_PAIR_CANDIDATE,
00112059,상상인증권,2025,Q3,separate,revenue,37353304465,136443983109,ADDITIVE_PAIR_CANDIDATE,
00112059,상상인증권,2025,Q1,consolidated,revenue,15347219589,44637567584,ADDITIVE_PAIR_CANDIDATE,
00112059,상상인증권,2025,H1,separate,revenue,20644741134,89509355764,ADDITIVE_PAIR_CANDIDATE,
00112059,상상인증권,2025,H1,consolidated,revenue,20653079323,89521137519,ADDITIVE_PAIR_CANDIDATE,
00162461,한화솔루션,2025,Q1,consolidated,controlling_ni,-87381000000,-44467000000,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00162416,한양증권,2026,Q1,separate,revenue,66823112892,511339150819,UNRESOLVED,
00162416,한양증권,2025,Q3,separate,revenue,173081486891,652613785398,UNRESOLVED,
00162416,한양증권,2025,Q1,separate,revenue,67378219911,201902346870,UNRESOLVED,
00162416,한양증권,2025,Q1,consolidated,revenue,65773951312,200298078271,UNRESOLVED,
00162416,한양증권,2025,H1,separate,revenue,122797358626,446751866278,UNRESOLVED,
00162416,한양증권,2025,FY,separate,revenue,213594828756,909022352850,UNRESOLVED,
00536888,케이알엠,2023,FY,consolidated,tax_expense,2203330140,-1700331960,UNRESOLVED,
00123772,부국증권,2026,Q1,separate,revenue,29707679685,460303865501,ADDITIVE_PAIR_CANDIDATE,
00123772,부국증권,2026,Q1,consolidated,revenue,44274371374,479606128154,ADDITIVE_PAIR_CANDIDATE,
00123772,부국증권,2025,H1,separate,revenue,82587893724,434314867305,ADDITIVE_PAIR_CANDIDATE,
00123772,부국증권,2025,H1,consolidated,revenue,102989343949,455971175578,ADDITIVE_PAIR_CANDIDATE,
00123772,부국증권,2025,FY,separate,revenue,141409316649,913253396563,ADDITIVE_PAIR_CANDIDATE,
00554352,아이큐어,2025,H1,consolidated,tax_expense,-47359319,3131810,UNRESOLVED,
00131054,유진증권,2026,Q1,consolidated,revenue,174338056528,1065721579721,ADDITIVE_PAIR_CANDIDATE,
00131054,유진증권,2025,Q3,separate,revenue,228333792931,912020502492,ADDITIVE_PAIR_CANDIDATE,
00131054,유진증권,2025,Q3,consolidated,revenue,284908618756,1121409978170,ADDITIVE_PAIR_CANDIDATE,
00131054,유진증권,2025,Q1,separate,revenue,43531640871,343883624612,ADDITIVE_PAIR_CANDIDATE,
00191588,삼원강재,2025,Q1,separate,trade_payables,34706569063,13286653923,CONCEPT_GAP,dart_ShortTermOtherPayables
00191588,삼원강재,2025,Q3,separate,trade_payables,37029088108,13671413701,CONCEPT_GAP,dart_ShortTermOtherPayables
00191588,삼원강재,2024,FY,separate,trade_payables,24735127779,9674129897,CONCEPT_GAP,dart_ShortTermOtherPayables
00186452,광무,2025,FY,consolidated,inventory,102555199,0,AXIS_EXCLUDED_UNMAPPED,ifrs-full_ChangesInInventoriesOfFinishedGoodsAndWorkInProgress
00126201,삼성공조,2026,Q1,separate,dividends_paid,0,-650105120,CONCEPT_GAP,ifrs-full_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax
00688996,KB금융,2024,H1,consolidated,dividends_paid,-100530000000,-887092000000,CONCEPT_GAP,dart_DividendsPaidToHybridBond
00688996,KB금융,2024,H1,separate,dividends_paid,-100530000000,-887093000000,CONCEPT_GAP,dart_DividendToHybridBond
00646732,진양홀딩스,2024,FY,consolidated,controlling_ni,15134541637,15323847236,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00858364,BNK금융지주,2025,Q1,consolidated,dividends_paid,-5255684930,0,CONCEPT_GAP,ifrs-full_DividendsPaidToNoncontrollingInterestsClassifiedAsFinancingActivities
00888347,휴젤,2026,Q1,consolidated,trade_payables,4302810508,4302811,CONCEPT_GAP,ifrs-full_TradeAndOtherCurrentPayablesToTradeSuppliers
00964595,엔바이오니아,2025,Q3,separate,cfo,-2242320315,-2295893896,UNRESOLVED,
01031502,코아시아씨엠,2026,H1,consolidated,controlling_ni,1276743532,7194501946,UNRESOLVED,
00146542,일정실업,2025,H1,consolidated,trade_payables,4011637281,7730000000,UNRESOLVED,
00146542,일정실업,2025,Q3,consolidated,trade_payables,4004225274,7205000000,UNRESOLVED,
00146296,일신석재,2025,Q3,separate,tax_expense,749065200,32816689,UNRESOLVED,
00493325,에이엘티,2024,FY,separate,trade_payables,15363590,4558806757,UNRESOLVED,
00201432,비츠로시스,2024,FY,consolidated,controlling_ni,-10283221582,-10292890167,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00155258,포스코스틸리온,2026,H1,consolidated,total_equity,527724134359,395465003924,CONCEPT_GAP,ifrs-full_EquityAndLiabilities
00155258,포스코스틸리온,2026,H1,separate,total_equity,498120455616,381094743619,CONCEPT_GAP,ifrs-full_EquityAndLiabilities
00155258,포스코스틸리온,2026,Q1,consolidated,total_equity,539023670882,388230004465,CONCEPT_GAP,ifrs-full_EquityAndLiabilities
00155258,포스코스틸리온,2026,Q1,separate,total_equity,509721330161,374517525236,CONCEPT_GAP,ifrs-full_EquityAndLiabilities
00155258,포스코스틸리온,2025,FY,consolidated,total_equity,507324692962,387307034547,CONCEPT_GAP,ifrs-full_EquityAndLiabilities
00155258,포스코스틸리온,2025,FY,separate,total_equity,479863698368,374614941683,CONCEPT_GAP,ifrs-full_EquityAndLiabilities
00155258,포스코스틸리온,2025,H1,consolidated,total_equity,523786677770,385411710120,CONCEPT_GAP,ifrs-full_EquityAndLiabilities
00159102,DB손해보험,2025,Q3,consolidated,revenue,17471954000000,17471952000000,ADDITIVE_PAIR_CANDIDATE,
00111722,미래에셋증권,2026,Q1,separate,revenue,591948000000,11471959000000,ADDITIVE_PAIR_CANDIDATE,
00111722,미래에셋증권,2026,Q1,consolidated,revenue,1624073000000,14428703000000,ADDITIVE_PAIR_CANDIDATE,
00111722,미래에셋증권,2025,FY,separate,revenue,1631032000000,21256147000000,ADDITIVE_PAIR_CANDIDATE,
00111722,미래에셋증권,2025,FY,consolidated,revenue,2776480000000,29283028000000,ADDITIVE_PAIR_CANDIDATE,
00111722,미래에셋증권,2024,Q3,separate,revenue,1118964489714,12323755250684,ADDITIVE_PAIR_CANDIDATE,
00111722,미래에셋증권,2024,Q3,consolidated,revenue,1465006650485,16452542861723,ADDITIVE_PAIR_CANDIDATE,
00111722,미래에셋증권,2024,Q1,separate,revenue,347730111824,5037499151454,ADDITIVE_PAIR_CANDIDATE,
00163761,한창제지,2025,H1,separate,trade_payables,16874476653,17430166929,CONCEPT_GAP,ifrs-full_TradeAndOtherPayablesToTradeSuppliers
00163761,한창제지,2025,Q1,separate,trade_payables,16802334097,15454156156,CONCEPT_GAP,ifrs-full_TradeAndOtherPayablesToTradeSuppliers
00163761,한창제지,2025,Q3,separate,trade_payables,20242652465,15874730762,CONCEPT_GAP,ifrs-full_TradeAndOtherPayablesToTradeSuppliers
00115694,DB증권,2026,Q1,separate,revenue,92218268000,1010387352000,ADDITIVE_PAIR_CANDIDATE,
00115694,DB증권,2026,Q1,consolidated,revenue,116137568000,1075176925000,ADDITIVE_PAIR_CANDIDATE,
00115694,DB증권,2025,Q3,consolidated,revenue,332926837030,1332226175731,ADDITIVE_PAIR_CANDIDATE,
00115694,DB증권,2025,Q1,separate,revenue,82758507731,377265748893,ADDITIVE_PAIR_CANDIDATE,
00162416,한양증권,2024,FY,separate,revenue,179939342308,833588033034,UNRESOLVED,
00162416,한양증권,2024,FY,consolidated,revenue,179637522369,833308862395,UNRESOLVED,
00117601,유안타증권,2026,Q1,separate,revenue,280230079000,1698749456000,ADDITIVE_PAIR_CANDIDATE,
00117601,유안타증권,2026,Q1,consolidated,revenue,284110120000,1723369309000,ADDITIVE_PAIR_CANDIDATE,
00117601,유안타증권,2025,Q1,consolidated,revenue,119274940000,763714664000,ADDITIVE_PAIR_CANDIDATE,
00117601,유안타증권,2025,FY,consolidated,revenue,601616810000,3461272611000,ADDITIVE_PAIR_CANDIDATE,
00120562,롯데지주,2026,Q1,consolidated,controlling_ni,161268673082,6548342890,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00124504,포스코인터내셔널,2025,FY,consolidated,controlling_ni,558816927000,614085020000,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00125530,삼립,2026,Q1,separate,dividends_paid,-14589401400,-5565831000,UNRESOLVED,
00556615,모바일어플라이언스,2025,Q3,separate,tax_expense,0,-1527073454,CONCEPT_GAP,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations
00189538,피델릭스,2025,Q3,separate,tax_expense,0,21286784,CONCEPT_GAP,dart_PurchaseOfLongTermFinancialInstruments
00181299,상아프론테크,2026,H1,consolidated,controlling_ni,8561336638,5686022219,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00135795,신도리코,2025,FY,consolidated,controlling_ni,19605957496,20068805676,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00631518,SK이노베이션,2025,Q1,consolidated,net_income,-228953594000,-125616620000,AXIS_EXCLUDED_MAPPED,ifrs-full_ProfitLoss
00631518,SK이노베이션,2025,Q1,consolidated,controlling_ni,-235155176000,-228953594000,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00631518,SK이노베이션,2025,Q3,consolidated,controlling_ni,-1877538858000,-1109014921000,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00136721,신영증권,2026,FY,consolidated,revenue,412180035977,3171366146047,ADDITIVE_PAIR_CANDIDATE,
00136721,신영증권,2025,Q3,separate,revenue,242495242208,2024091692595,ADDITIVE_PAIR_CANDIDATE,
00136721,신영증권,2025,Q3,consolidated,revenue,260948740690,2072328227585,ADDITIVE_PAIR_CANDIDATE,
00136721,신영증권,2025,FY,separate,revenue,303139930422,2405751506764,ADDITIVE_PAIR_CANDIDATE,
00136721,신영증권,2025,FY,consolidated,revenue,330807851196,2466380710168,ADDITIVE_PAIR_CANDIDATE,
00137997,현대차증권,2025,Q1,consolidated,revenue,84527000000,425447000000,UNRESOLVED,
00646732,진양홀딩스,2025,Q3,consolidated,controlling_ni,13122536063,13322491351,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00646732,진양홀딩스,2025,Q1,consolidated,controlling_ni,-10259874353,-10302707261,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00646732,진양홀딩스,2025,H1,consolidated,controlling_ni,-1014930412,-771589909,CONCEPT_GAP,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
00862880,새빗켐,2025,Q3,separate,dividends_paid,-702403400,0,UNRESOLVED,
00958327,지앤비에스 에코,2026,H1,separate,trade_payables,7934310371,3765472737,CONCEPT_GAP,ifrs-full_TradeAndOtherPayablesToTradeSuppliers
00977650,엔케이젠바이오텍코리아,2024,FY,consolidated,controlling_equity,-23198262640,-25005220750,UNRESOLVED,
01031502,코아시아씨엠,2024,FY,consolidated,controlling_ni,-18380170468,-7835988805,UNRESOLVED,
01036367,아크솔루션스,2024,FY,consolidated,trade_payables,1241439304,5567240310,CONCEPT_GAP,ifrs-full_TradeAndOtherPayablesToTradeSuppliers
01036367,아크솔루션스,2023,FY,separate,trade_payables,1383139591,6474047762,CONCEPT_GAP,ifrs-full_TradeAndOtherPayablesToTradeSuppliers
00117601,유안타증권,2025,Q3,separate,revenue,419967318000,2210188927000,ADDITIVE_PAIR_CANDIDATE,
00353878,다스코,2024,FY,separate,cfo,18092056113,15262793544,UNRESOLVED,
01003040,케이사인,2026,Q1,separate,trade_payables,1127393861,937659204,CONCEPT_GAP,dart_ShortTermOtherPayables
01003040,케이사인,2025,FY,separate,trade_payables,7138065561,979367298,CONCEPT_GAP,dart_ShortTermOtherPayables
01003040,케이사인,2025,H1,separate,trade_payables,1605642597,776735455,CONCEPT_GAP,dart_ShortTermOtherPayables
01003040,케이사인,2025,Q1,separate,trade_payables,2716475818,553519507,CONCEPT_GAP,dart_ShortTermOtherPayables
00963976,SG,2025,Q3,consolidated,tax_expense,17000859,-1045010,UNRESOLVED,
00102353,경창산업,2025,FY,separate,ebt,-16860974182,-18117087469,UNRESOLVED,
01090471,SFA넥셀,2025,Q3,separate,trade_payables,14236519015,11409883457,CONCEPT_GAP,ifrs-full_TradeAndOtherCurrentPayablesToTradeSuppliers
01090471,SFA넥셀,2024,FY,consolidated,trade_payables,29259356007,14346977735,CONCEPT_GAP,ifrs-full_TradeAndOtherPayablesToTradeSuppliers
01090471,SFA넥셀,2024,FY,separate,trade_payables,29259356007,14234511989,CONCEPT_GAP,ifrs-full_TradeAndOtherPayablesToTradeSuppliers
