rcept_no,corp_code,fiscal_year,fiscal_period,statement,basis,unit_source,adecimal,n_impossible_rows,max_abs_value_won
20230615000156,00110875,2023,FY,CF,separate,declared,-6,20,10000000000000000
20020514000525,00166175,2002,Q1,BS,separate,doc_default,-6,20,9500277572000000
20020514000682,00135777,2002,Q1,IS,consolidated,doc_default,-6,20,8701062980000000
20060814000039,00133618,2006,H1,CF,separate,doc_default,-6,20,9363662841000000
20250814001699,00122348,2025,Q3,SCE,separate,declared,-6,20,7996681457000000
20180814001260,00535375,2018,H1,SCE,separate,declared,-6,20,8275707456000000
20050513002535,00111689,2005,Q1,CF,separate,doc_default,-6,20,9579970934000000
20020813000082,00129387,2002,H1,CF,separate,doc_default,-6,20,9000200333000000
20080814001554,00145446,2008,H1,BS,consolidated,doc_default,-6,20,9909647211000000
20240618000212,00378363,2024,FY,CF,consolidated,declared,-6,20,9051752712000000
20190814001267,00397058,2019,H1,SCE,separate,declared,-6,19,9771938500000000
20060814000680,00267942,2006,H1,BS,separate,doc_default,-6,19,6594676328000000
20020814000575,00164779,2002,H1,BS,separate,doc_default,-6,19,9708099488000000
20210817001708,00219486,2021,H1,BS,separate,declared,-6,19,9774947023000000
20200814001536,00384762,2020,H1,SCE,consolidated,declared,-6,19,6981754500000000
20180814001643,00470829,2018,H1,BS,separate,declared,-6,19,9730845570000000
20041203000113,00155692,2004,Q3,IS,separate,doc_default,-6,19,8106789929000000
20020517000146,00148276,2002,Q1,BS,separate,doc_default,-6,19,9888158968000000
20040331000783,00407036,2003,FY,BS,separate,doc_default,-6,19,5269596317000000
20051114000310,00264547,2005,Q3,IS,separate,doc_default,-6,19,9475202470000000
20051114001428,00203582,2005,Q3,IS,consolidated,doc_default,-6,19,9465178686000000
20050516001346,00152127,2005,Q1,BS,separate,declared,-6,19,9896704919000000
20070814000782,00205003,2007,H1,CF,separate,doc_default,-6,19,4499831558000000
20140828000785,00490151,2014,H1,BS,consolidated,declared,-6,19,9767345802000000
20210517000371,01208849,2021,Q1,SCE,separate,declared,-6,19,9862681577000000
20041109000015,00155692,2004,Q3,IS,separate,doc_default,-6,19,8106789929000000
20060515000886,00471068,2006,Q1,CF,separate,doc_default,-6,19,8000302056000000
20170814001553,00162832,2017,H1,CF,consolidated,declared,-6,19,9709334864000000
20050516000952,00173698,2005,Q1,IS,separate,doc_default,-6,19,9611256310000000
20030814001940,00133618,2003,H1,BS,separate,declared,-6,19,10000000000000000
20210317000340,00127936,2020,FY,SCE,separate,declared,-6,19,6200000000000000
20230321000994,01416572,2022,FY,CF,separate,declared,-6,19,9504671029000000
20020515000658,00148276,2002,Q1,BS,separate,doc_default,-6,19,9888158968000000
20020905000196,00164779,2002,H1,BS,separate,doc_default,-6,19,9708099488000000
20190814000372,00267906,2019,H1,CF,separate,declared,-6,19,9436650000000000
20170814001553,00162832,2017,H1,SCE,consolidated,declared,-6,19,7618652000000000
20220322000790,00176835,2021,FY,CF,separate,declared,-6,19,8988492218000000
20230320000985,00989619,2022,FY,BS,consolidated,declared,-6,19,9873676529000000
20050812000581,00210740,2005,H1,CF,separate,doc_default,-6,19,5243601087000000
20061114000051,00113261,2006,Q3,BS,separate,doc_default,-6,18,7531060000000000
20130828000220,00359623,2013,H1,CF,consolidated,declared,-6,18,9585844328000000
20230324001066,00937324,2022,FY,SCE,separate,declared,-3,18,4938058657603000
20020814001204,00107987,2002,H1,IS,separate,doc_default,-6,18,9913336075000000
20070329001183,00508274,2006,FY,IS,consolidated,doc_default,-6,18,9343095156000000
20081114001392,00126955,2008,Q3,IS,consolidated,doc_default,-6,18,9320743096000000
20060330001457,00149804,2005,FY,IS,separate,doc_default,-6,18,9999511703000000
20030814000357,00143226,2003,H1,CF,separate,doc_default,-6,18,4711777509000000
20060810000426,00149804,2005,FY,IS,separate,doc_default,-6,18,9999511703000000
20050331001487,00137368,2004,FY,BS,separate,doc_default,-6,18,8212794959000000
20021111000167,00350020,2002,Q3,CF,separate,doc_default,-6,18,5917901000000000
20061114000692,00258421,2006,Q3,IS,consolidated,doc_default,-6,18,9509165267000000
20041112000012,00151298,2004,Q3,CF,separate,doc_default,-6,18,8667685785000000
20210319000658,00231831,2020,FY,BS,separate,declared,-6,18,8836177733000000
20060330000749,00149804,2005,FY,IS,separate,doc_default,-6,18,9999511703000000
20031203000162,00159740,2003,Q3,APPR,separate,doc_default,-6,18,9470671062000000
20240321001971,00296078,2023,FY,BS,consolidated,declared,-6,18,9158530927000000
20040813000767,00177199,2004,H1,CF,separate,doc_default,-6,18,7397339920000000
20170814001553,00162832,2017,H1,CF,separate,declared,-6,18,9322171480000000
20020813000554,00350020,2002,H1,CF,separate,doc_default,-6,18,5917901000000000
20020401001326,00104999,2001,FY,CF,consolidated,doc_default,-6,18,9577148578000000
20181114001144,00365624,2018,Q3,SCE,consolidated,declared,-6,18,8381215437000000
20190814000372,00267906,2019,H1,CF,consolidated,declared,-6,18,9469999990000000
20031113000165,00159740,2003,Q3,APPR,separate,doc_default,-6,18,9470671062000000
20020514000923,00120289,2002,Q1,IS,separate,doc_default,-6,18,9787454106000000
20130828000220,00359623,2013,H1,CF,separate,declared,-6,18,6490414515000000
20130401003005,00364467,2012,FY,CF,separate,declared,-6,18,9999999900000000
20230209000202,00378363,2023,Q3,SCE,separate,declared,-6,18,6509980746000000
20020214000113,00135050,2002,Q1,BS,separate,doc_default,-6,18,6323050371000000
20080515001849,00173698,2008,Q1,BS,separate,declared,-6,18,8781114837000000
20100816001285,00487546,2010,H1,CF,separate,declared,-6,18,8005417474000000
20241114001806,00159971,2024,Q3,BS,consolidated,declared,-6,18,9246205984000000
20040514003006,00143907,2004,Q1,BS,separate,doc_default,-6,17,9865343607000000
20050816000459,00155948,2005,H1,IS,separate,doc_default,-6,17,9436785864000000
20061114000036,00138303,2006,Q3,CF,separate,doc_default,-6,17,7987591685000000
20220516001541,00369213,2022,Q1,BS,consolidated,declared,-6,17,8865311534000000
20070814001985,00132868,2007,H1,IS,separate,doc_default,-6,17,9654572176000000
20230512000842,00327819,2023,Q1,SCE,consolidated,declared,-6,17,5668399109000000
20191114001034,00109037,2019,Q3,IS,separate,doc_default,-6,17,8961000000000000
20070814000776,00145464,2007,H1,BS,separate,doc_default,-6,17,9849340045000000
20240320001663,01098792,2023,FY,CF,separate,declared,-6,17,5067926642000000
20240618000212,00378363,2024,FY,CF,separate,declared,-6,17,9051752712000000
20020401001282,00267942,2001,FY,APPR,separate,doc_default,-6,17,10000000000000000
20231114002290,00144818,2023,Q3,SCE,separate,declared,-6,17,7005478242000000
20040817000230,00152127,2004,H1,IS,separate,declared,-6,17,9344876359000000
20170814002311,00679314,2017,H1,SCE,separate,declared,-6,17,8756870400000000
20160330001829,00526696,2015,FY,BS,consolidated,declared,-6,17,9680727305000000
20070515000746,00292434,2007,Q1,BS,separate,doc_default,-6,17,6729342387000000
20070521000300,00292434,2007,Q1,BS,separate,doc_default,-6,17,6729342387000000
20241114001806,00159971,2024,Q3,CF,separate,declared,-6,17,9678854000000000
20071113000091,00155319,2007,Q3,BS,consolidated,doc_default,-6,17,9901708379000000
20040814000107,00152127,2004,H1,IS,separate,declared,-6,17,9344876359000000
20240321001971,00296078,2023,FY,IS,consolidated,declared,-6,17,9927218464000000
20160330001829,00526696,2015,FY,CF,consolidated,declared,-6,17,8380804610000000
20220317001218,01113499,2021,FY,BS,separate,doc_default,-6,17,7762561434000000
20040619000043,00143907,2004,Q1,BS,separate,doc_default,-6,17,9865343607000000
20031129000061,00226352,2003,Q3,CF,separate,doc_default,-6,17,8057426922000000
20241114001806,00159971,2024,Q3,SCE,separate,declared,-6,17,3256496103000000
20020515000264,00114154,2002,Q1,BS,separate,doc_default,-6,17,9500000000000000
20240320001663,01098792,2023,FY,BS,consolidated,declared,-6,17,9752978687000000
20160516002934,00101664,2016,Q1,CF,separate,declared,-6,17,10000000000000000
20230322001304,00336817,2022,FY,BS,separate,declared,-6,17,9744375253000000
20210817001708,00219486,2021,H1,SCE,separate,declared,-6,17,8941609838000000
20061114000285,00138598,2006,Q3,CF,separate,doc_default,-6,17,8847403885000000
20060814000114,00113261,2006,H1,BS,separate,doc_default,-6,17,5889109711000000
20031114000372,00226352,2003,Q3,CF,separate,doc_default,-6,17,8057426922000000
20050812000132,00127167,2005,H1,CF,separate,doc_default,-6,16,9990697986000000
20190814001267,00397058,2019,H1,BS,separate,declared,-6,16,9771938500000000
20050214000053,00110875,2005,Q3,CF,separate,doc_default,-6,16,8000000000000000
20060904000092,00264945,2006,H1,CF,separate,doc_default,-6,16,7875486104000000
20230209000202,00378363,2023,Q3,CF,separate,declared,-6,16,9051752712000000
20051129000008,00159795,2005,Q3,IS,separate,doc_default,-6,16,7644212586000000
20050331002358,00249982,2004,FY,CF,separate,doc_default,-6,16,8203960375000000
20060814000080,00264945,2006,H1,CF,separate,doc_default,-6,16,7875486104000000
20210817001298,01234507,2021,H1,BS,separate,declared,-6,16,9813529532000000
20051111000261,00159795,2005,Q3,IS,separate,doc_default,-6,16,7644212586000000
20031114000248,00163345,2003,Q3,CF,separate,doc_default,-6,16,6802010112000000
20031128000482,00145552,2003,Q3,APPR,separate,doc_default,-6,16,7076734500000000
20020401000611,00121288,2001,FY,SCE,consolidated,doc_default,-6,16,7325569222000000
20230814002932,00403632,2023,H1,SCE,consolidated,declared,-6,16,9913801950000000
20180402003540,00103130,2017,FY,IS,consolidated,declared,-6,16,8968912636000000
20031114000182,00157539,2003,Q3,APPR,separate,doc_default,-6,16,3214685395000000
20060330000136,00263371,2005,FY,CF,separate,doc_default,-6,16,5641333548000000
20200330002831,00360142,2019,FY,BS,separate,declared,-6,16,8346672148000000
20201116000068,01144569,2020,Q3,BS,consolidated,declared,-6,16,10000000000000000
20030814001480,00145552,2003,H1,APPR,separate,doc_default,-6,16,7076734500000000
20060515001055,00149804,2006,Q1,CF,separate,doc_default,-6,16,7139844569000000
20080331001341,00356370,2007,FY,SCE,consolidated,doc_default,-6,16,5519968085000000
20160330001829,00526696,2015,FY,BS,separate,declared,-6,16,9215603181000000
20070515001772,00589127,2007,Q1,CF,separate,doc_default,-6,16,8354086423000000
20230320000985,00989619,2022,FY,BS,separate,declared,-6,16,8665183291000000
20201116000068,01144569,2020,Q3,BS,separate,declared,-6,16,10000000000000000
20031127000025,00163345,2003,Q3,CF,separate,doc_default,-6,16,6802010112000000
20060816000020,00292434,2006,H1,BS,separate,doc_default,-6,16,5915155424000000
20060508000817,00263371,2005,FY,CF,separate,doc_default,-6,16,5641333548000000
20230317000589,01113499,2022,FY,BS,separate,doc_default,-6,16,8098968054000000
20070814000766,00130763,2007,H1,IS,consolidated,doc_default,-6,16,9407442313000000
20220317001246,01205329,2021,FY,BS,separate,declared,-6,16,8045245317000000
20191114000246,00201131,2019,Q3,CF,separate,declared,-6,16,6257413176000000
20040813000124,00151298,2004,H1,CF,separate,doc_default,-6,16,8494396158000000
20031112000089,00145552,2003,Q3,APPR,separate,doc_default,-6,16,7076734500000000
20070515001191,00110884,2007,Q1,CF,separate,doc_default,-6,16,8009060000000000
20170814002311,00679314,2017,H1,IS,consolidated,declared,-6,16,9344752136000000
20230814000961,00390903,2023,H1,CF,separate,declared,-6,16,9067939516000000
20210514001647,00913689,2021,Q1,SCE,separate,declared,-6,16,5971330761000000
20060904000121,00264945,2006,H1,CF,separate,doc_default,-6,16,7875486104000000
20060214000208,00109718,2006,Q3,IS,separate,doc_default,-6,16,8753258807000000
20060811000463,00205003,2006,H1,CF,separate,doc_default,-6,16,6792370950000000
20061114001078,00231691,2006,Q3,IS,separate,doc_default,-6,16,6969986597000000
20070514001666,00139153,2007,Q1,APPR,separate,declared,-6,16,9650000000000000
20210817002192,00186559,2021,H1,CF,separate,declared,-6,16,9315790922000000
20031208000065,00163345,2003,Q3,CF,separate,doc_default,-6,16,6802010112000000
20030814000049,00143907,2003,H1,APPR,separate,doc_default,-6,16,7298594867000000
20060512001257,00201733,2006,Q1,CF,separate,doc_default,-6,16,9921969095000000
20181114001144,00365624,2018,Q3,BS,separate,declared,-6,16,8381215437000000
20060512000049,00531014,2006,Q1,CF,separate,doc_default,-6,16,9094136146000000
20050514000594,00155692,2005,Q1,IS,separate,doc_default,-6,16,5906652341000000
20061113000195,00151298,2006,Q3,IS,separate,doc_default,-6,16,8461808434000000
20060810000421,00149804,2006,Q1,CF,separate,doc_default,-6,16,7139844569000000
20230209000202,00378363,2023,Q3,CF,consolidated,declared,-6,16,9051752712000000
20241114001838,01344363,2024,Q3,SCE,separate,declared,-6,16,8941634226000000
20190814001267,00397058,2019,H1,BS,consolidated,declared,-6,16,9771938500000000
20070814000067,00373021,2007,H1,IS,separate,doc_default,-6,16,9661427584000000
20060508000817,00263371,2005,FY,IS,separate,doc_default,-6,15,7788408025000000
20231114002290,00144818,2023,Q3,CF,consolidated,declared,-6,15,9795485647000000
20050330001348,00110884,2004,FY,APPR,separate,doc_default,-6,15,8855985109000000
20240514001672,01513699,2024,Q1,SCE,separate,declared,-6,15,5536617500000000
20240813000596,01344363,2024,H1,CF,separate,declared,-6,15,9997675793000000
20210817001298,01234507,2021,H1,SCE,consolidated,declared,-6,15,6267576000000000
20031113000145,00114154,2003,Q3,IS,separate,doc_default,-6,15,9656858482000000
20030813000709,00131054,2004,Q1,IS,separate,declared,-6,15,7773112037000000
20241114001806,00159971,2024,Q3,IS,consolidated,declared,-6,15,9799924552000000
20240813001608,01032486,2024,H1,BS,consolidated,doc_default,-6,15,6939861578000000
