rcept_no,corp_code,fiscal_year,fiscal_period,statement,basis,unit_source,adecimal,n_impossible_rows,max_abs_value_won
20080814002063,00153126,2008,H1,BS,consolidated,declared,-6,39,9327786996000000
20061114001345,00160843,2006,Q3,BS,consolidated,doc_default,-6,39,9867155984000000
20080515001856,00153126,2008,Q1,BS,consolidated,declared,-6,39,9327786996000000
20090331001533,00146649,2008,FY,BS,consolidated,doc_default,-6,39,8021352755000000
20180402005173,00904672,2017,FY,SCE,consolidated,declared,-6,39,8882180972000000
20071114001292,00124799,2007,Q3,CF,consolidated,declared,-6,39,8737031130000000
20081114000475,00153126,2008,Q3,BS,consolidated,declared,-6,39,9327786996000000
20061114000692,00258421,2006,Q3,BS,consolidated,doc_default,-6,39,9815304640000000
20070814001470,00124799,2007,H1,CF,consolidated,declared,-6,39,8737031130000000
20060814001030,00160843,2006,H1,BS,consolidated,doc_default,-6,39,9867155984000000
20130828000220,00359623,2013,H1,SCE,separate,declared,-6,38,7174480500000000
20180402003540,00103130,2017,FY,SCE,consolidated,declared,-6,38,8832316651000000
20210311001126,00104388,2020,FY,CF,separate,declared,-6,38,9668014399000000
20030814000672,00204262,2003,H1,CF,separate,declared,-6,38,9057172364000000
20020814000833,00106313,2002,H1,BS,separate,declared,-6,37,9742951469000000
20000628000052,00148610,2000,FY,IS,separate,doc_default,-6,37,9751000242000000
20020401001310,00164478,2001,FY,CF,separate,doc_default,-6,37,9651392388000000
20061114001921,00133706,2006,Q3,BS,separate,doc_default,-6,37,8591555536000000
20051111000526,00125743,2005,Q3,CF,separate,doc_default,-6,36,10000000000000000
20060811000755,00154462,2006,H1,IS,consolidated,doc_default,-6,36,9533924178000000
20070515000903,00108746,2007,Q1,BS,consolidated,doc_default,-6,36,9743004541000000
20220322000790,00176835,2021,FY,SCE,separate,declared,-6,36,8016825800000000
20040514001450,00145880,2004,Q1,CF,separate,doc_default,-6,36,10000000000000000
20040630000091,00145880,2004,Q1,CF,separate,doc_default,-6,36,10000000000000000
20050816000759,00113359,2006,Q1,IS,separate,declared,-6,36,9073205000000000
20070515001332,00136271,2007,Q1,CF,separate,doc_default,-6,35,10000000000000000
20060814000944,00118008,2007,Q1,BS,consolidated,doc_default,-6,35,9991578028000000
20140829001766,00140955,2014,H1,SCE,separate,declared,-6,35,9870107096000000
20060821000115,00118008,2007,Q1,BS,consolidated,doc_default,-6,35,9991578028000000
20080331003141,00124799,2007,FY,CF,consolidated,declared,-6,35,8737031130000000
20120515001810,00313649,2012,Q1,BS,separate,declared,-6,35,9263171375000000
20070629000366,00104856,2007,FY,CF,separate,doc_default,-6,34,9905386500000000
20020214000338,00115694,2002,Q3,IS,separate,doc_default,-6,34,9624318850000000
20170814002311,00679314,2017,H1,CF,consolidated,declared,-6,34,9972100687000000
20070629000332,00148610,2007,FY,CF,separate,doc_default,-6,34,9990248276000000
20060515003331,00106623,2006,Q1,CF,separate,doc_default,-6,34,9916439685000000
20160516002934,00101664,2016,Q1,SCE,separate,declared,-6,34,8635953724000000
20060330000507,00101628,2005,FY,CF,separate,doc_default,-6,34,9537240384000000
20020214000167,00115694,2002,Q3,IS,separate,doc_default,-6,34,9624318850000000
20080515001697,00164724,2008,Q1,BS,consolidated,declared,-6,34,9911000000000000
20020215000355,00115694,2002,Q3,IS,separate,doc_default,-6,34,9624318850000000
20070809000064,00148610,2007,FY,CF,separate,doc_default,-6,34,9990248276000000
20180329000079,00578538,2017,FY,SCE,consolidated,declared,-6,33,6444007814000000
20000513000357,00160621,2000,Q1,BS,separate,doc_default,-6,33,9465461174000000
20070814000063,00242378,2007,H1,BS,separate,doc_default,-6,33,9647400388000000
20030814000618,00265421,2003,H1,CF,separate,doc_default,-6,33,8984880000000000
20060515000113,00162063,2006,Q1,CF,separate,doc_default,-6,33,9335320221000000
20040329000607,00175173,2003,FY,CF,separate,doc_default,-6,33,9471733886000000
20051114000503,00146649,2005,Q3,BS,separate,doc_default,-6,33,6833000000000000
20020401000221,00124799,2001,FY,BS,consolidated,declared,-6,33,9584576897000000
20081114001178,00361008,2008,Q3,CF,separate,doc_default,-6,33,8976868492000000
20061114000610,00303794,2006,Q3,CF,separate,doc_default,-6,32,10000000000000000
20020515000722,00122348,2002,H1,BS,separate,doc_default,-6,32,9860000000000000
20240321001971,00296078,2023,FY,SCE,consolidated,declared,-6,32,9222514464000000
20070814001835,00249982,2007,H1,IS,consolidated,doc_default,-6,32,9592247908000000
20070515000411,00249982,2007,Q1,IS,consolidated,doc_default,-6,32,9592247908000000
20240618000212,00378363,2024,FY,SCE,consolidated,declared,-6,32,6509980746000000
20090331000668,00121941,2008,FY,BS,consolidated,declared,-6,32,9928423324000000
20040813001345,00366942,2004,H1,BS,separate,declared,-6,32,9950218965000000
20230321000994,01416572,2022,FY,SCE,separate,declared,-6,32,9323372839000000
20031114000344,00222435,2003,Q3,CF,separate,doc_default,-6,32,8096503359000000
20061114000085,00249982,2006,Q3,CF,separate,doc_default,-6,32,9351350944000000
20140814001535,00148531,2014,H1,SCE,separate,declared,-6,32,9040592465000000
20031201000115,00222435,2003,Q3,CF,separate,doc_default,-6,32,8096503359000000
20220321001501,00139205,2021,FY,SCE,consolidated,declared,-6,31,6521210000000000
20041111000161,00366942,2004,Q3,BS,separate,declared,-6,31,9950218965000000
20030808000278,00192499,2003,H1,BS,separate,doc_default,-6,31,9577036344000000
20230323001157,00204226,2022,FY,SCE,consolidated,declared,-6,31,8460317110000000
20040330002320,00160418,2003,FY,CF,separate,doc_default,-6,31,9930569313000000
20041115000978,00366942,2004,Q3,BS,separate,declared,-6,31,9950218965000000
20070814001475,00266952,2007,H1,BS,separate,doc_default,-6,31,9912523626000000
20071114000429,00242378,2007,Q3,BS,separate,doc_default,-6,31,9647400388000000
20020425000209,00173874,2002,Q1,CF,separate,doc_default,-6,31,10000000000000000
20070329001231,00249982,2006,FY,CF,separate,doc_default,-6,31,9614355590000000
20050331001258,00101220,2004,FY,CF,separate,doc_default,-6,31,9585968938000000
20080814000924,00361008,2008,H1,CF,separate,doc_default,-6,31,8985189222000000
20240320001663,01098792,2023,FY,SCE,consolidated,declared,-6,31,9361356292000000
20210311001126,00104388,2020,FY,CF,consolidated,declared,-6,31,9977308035000000
20070330001121,00106623,2006,FY,BS,separate,doc_default,-6,31,9932240438000000
20031114000754,00118026,2003,Q3,BS,separate,doc_default,-6,31,10000000000000000
20060814000349,00351630,2006,H1,CF,separate,doc_default,-6,30,6263970000000000
20070814001470,00124799,2007,H1,CF,separate,doc_default,-6,30,6046040749000000
20080814000160,00136864,2008,H1,BS,consolidated,doc_default,-6,30,9937170630000000
20070330001121,00106623,2006,FY,IS,separate,doc_default,-6,30,9713995310000000
20240819000327,01032486,2024,H1,SCE,consolidated,doc_default,-6,30,6939861578000000
20050812001026,00163345,2005,H1,BS,separate,doc_default,-6,30,9838222317000000
20201116001133,00125822,2020,Q3,CF,consolidated,declared,-6,30,8189044545000000
20020514000607,00128032,2002,Q1,BS,separate,doc_default,-6,30,9191586624000000
20020330000021,00175173,2001,FY,BS,separate,doc_default,-6,30,9319000000000000
20230322000822,00888347,2022,FY,SCE,separate,declared,-6,30,9305115444000000
20040513001758,00125974,2004,Q1,APPR,separate,doc_default,-6,30,9987995200000000
20040813000635,00125974,2004,H1,APPR,separate,doc_default,-6,30,9987995200000000
20050513002227,00138516,2005,Q1,BS,consolidated,doc_default,-6,30,9022131949000000
20160330001829,00526696,2015,FY,SCE,consolidated,declared,-6,30,6694145807000000
20060914000087,00351630,2006,H1,CF,separate,doc_default,-6,30,6263970000000000
20080814002153,00140168,2008,H1,BS,consolidated,doc_default,-6,30,8952702997000000
20040330001149,00125974,2003,FY,APPR,separate,doc_default,-6,30,9987995200000000
20241112000311,01032486,2024,Q3,SCE,consolidated,doc_default,-6,30,6791887248000000
20071113000091,00155319,2007,Q3,IS,consolidated,doc_default,-6,30,9851157561000000
20240321001971,00296078,2023,FY,CF,separate,declared,-6,30,9521228763000000
20040621000044,00125974,2004,Q1,APPR,separate,doc_default,-6,30,9987995200000000
20041112000321,00125974,2004,Q3,APPR,separate,doc_default,-6,30,9987995200000000
20240813001608,01032486,2024,H1,SCE,consolidated,doc_default,-6,30,6939861578000000
20030627000013,00123718,2003,FY,BS,separate,doc_default,-6,29,7613625329000000
20070814000605,00545716,2007,H1,CF,separate,doc_default,-6,29,9589121666000000
20040312000952,00115694,2004,Q3,IS,separate,doc_default,-6,29,9507378623000000
20051114000082,00152589,2005,Q3,CF,separate,doc_default,-6,29,9208998272000000
20020515000042,00174527,2002,Q1,IS,separate,doc_default,-6,29,9668017111000000
20040213000546,00115694,2004,Q3,IS,separate,doc_default,-6,29,9507378623000000
20060811000230,00488989,2006,H1,BS,separate,doc_default,-6,29,9941819030000000
20020514000603,00159616,2002,Q1,BS,separate,doc_default,-6,29,9782423542000000
20051114000262,00152589,2005,Q3,CF,separate,doc_default,-6,29,9208998272000000
20220513001674,01412822,2022,Q1,SCE,consolidated,declared,-6,29,7367409158000000
20240321001971,00296078,2023,FY,CF,consolidated,declared,-6,29,8491600000000000
20031114000600,00145437,2003,Q3,CF,separate,doc_default,-6,29,7880238416000000
20070814000782,00205003,2007,H1,BS,separate,doc_default,-6,29,8409277145000000
20070330000181,00138516,2006,FY,BS,separate,declared,-6,29,8476900585000000
20050513002707,00106623,2005,Q1,BS,separate,doc_default,-6,29,9827296360000000
20020330001050,00174527,2001,FY,IS,separate,doc_default,-6,29,9668017111000000
20031203000057,00145437,2003,Q3,CF,separate,doc_default,-6,29,7880238416000000
20020514000709,00159616,2002,Q1,BS,separate,doc_default,-6,29,9782423542000000
20140828000785,00490151,2014,H1,SCE,separate,declared,-6,29,7700915500000000
20060816000065,00488989,2006,H1,BS,separate,doc_default,-6,29,9941819030000000
20030813000709,00131054,2004,Q1,BS,separate,declared,-6,29,10000000000000000
20070814001697,00143226,2007,H1,BS,separate,doc_default,-6,28,9945790012000000
20050331000874,00101488,2004,FY,APPR,separate,doc_default,-6,28,9315587886000000
20170814002311,00679314,2017,H1,CF,separate,declared,-6,28,10000000000000000
20231114002290,00144818,2023,Q3,SCE,consolidated,declared,-6,28,7659149440000000
20180329000079,00578538,2017,FY,CF,consolidated,declared,-6,28,7742174536000000
20220321001173,01335930,2021,FY,SCE,consolidated,declared,-6,28,8411767336000000
20140829001766,00140955,2014,H1,CF,consolidated,declared,-6,28,9208378383000000
20230320000985,00989619,2022,FY,SCE,separate,declared,-6,28,9874346464000000
20020814000900,00139889,2002,H1,IS,separate,doc_default,-6,28,8519375897000000
20081114001392,00126955,2008,Q3,BS,consolidated,doc_default,-6,28,9399749871000000
20050516001417,00480455,2005,Q1,BS,separate,doc_default,-6,28,9534394238000000
20180329000079,00578538,2017,FY,SCE,separate,declared,-6,28,6458593814000000
20080814000160,00136864,2008,H1,IS,consolidated,doc_default,-6,28,9666327320000000
20180329000079,00578538,2017,FY,CF,separate,declared,-6,28,7000000000000000
20030213000143,00123718,2003,Q3,BS,separate,doc_default,-6,28,7731854394000000
20020814000973,00126089,2002,H1,BS,separate,doc_default,-6,28,8901946178000000
20070827000048,00143226,2007,H1,BS,separate,doc_default,-6,28,9945790012000000
20030814001741,00362858,2003,H1,BS,separate,doc_default,-6,28,8148793197000000
20040514002824,00192499,2004,Q1,CF,consolidated,doc_default,-6,28,9385181710000000
20040330001419,00266952,2003,FY,BS,separate,doc_default,-6,28,9880875344000000
20070814000404,00152686,2007,H1,CF,separate,doc_default,-6,27,8519010056000000
20030814001427,00161046,2003,H1,CF,separate,doc_default,-6,27,10000000000000000
20200330002831,00360142,2019,FY,CF,separate,declared,-6,27,8938879008000000
20061110000239,00390365,2006,Q3,BS,separate,doc_default,-6,27,9757924392000000
20060330000136,00263371,2005,FY,BS,separate,doc_default,-6,27,9490705140000000
20020514000797,00137207,2002,Q1,CF,separate,doc_default,-6,27,8226022796000000
20170510000255,00140061,2017,Q1,SCE,separate,declared,-6,27,9597884768000000
20031114001563,00120076,2003,Q3,BS,consolidated,doc_default,-6,27,9974709493000000
20040510001477,00134176,2003,FY,BS,separate,doc_default,-6,27,9569496506000000
20070515001065,00155692,2007,Q1,BS,separate,doc_default,-6,27,9992251192000000
20030813000236,00161046,2003,H1,CF,separate,doc_default,-6,27,10000000000000000
20060515002153,00222435,2006,Q1,CF,separate,doc_default,-6,27,7827687227000000
20060515001314,00138701,2006,Q1,BS,separate,doc_default,-6,27,9098707258000000
20040329000349,00134176,2003,FY,BS,separate,doc_default,-6,27,9569496506000000
20220317001246,01205329,2021,FY,CF,separate,declared,-6,27,9877005784000000
20070814000777,00155692,2007,H1,BS,separate,doc_default,-6,27,9733407344000000
20250318001269,00299002,2024,FY,SCE,separate,declared,-6,27,8745697203000000
20060508000817,00263371,2005,FY,BS,separate,doc_default,-6,27,9490705140000000
20070814000188,00161046,2007,H1,CF,separate,doc_default,-6,27,9082425908000000
20061114001201,00140566,2006,Q3,CF,separate,doc_default,-6,27,9750000000000000
20070814000548,00409672,2007,H1,SCE,separate,doc_default,-6,27,7588246181000000
20060515001216,00122694,2006,Q1,CF,separate,doc_default,-6,27,10000000000000000
20170510000255,00140061,2017,Q1,SCE,consolidated,declared,-6,27,8766622164000000
20030813000484,00299002,2003,H1,CF,separate,doc_default,-6,26,8350000000000000
20240320001663,01098792,2023,FY,CF,consolidated,declared,-6,26,8826720032000000
20100816000302,00136271,2010,H1,SCE,consolidated,declared,-6,26,8924500000000000
20060331002188,00156859,2005,FY,CF,consolidated,doc_default,-6,26,9544962580000000
20071113000425,00350020,2007,Q3,IS,consolidated,doc_default,-6,26,9256878375000000
20031203000041,00146542,2003,Q3,APPR,separate,doc_default,-6,26,9998685776000000
20050331002332,00299002,2004,FY,IS,separate,doc_default,-6,26,8953819810000000
20030814001568,00155948,2003,H1,IS,separate,doc_default,-6,26,9636983709000000
20031114001298,00146542,2003,Q3,APPR,separate,doc_default,-6,26,9998685776000000
20070515001605,00124799,2007,Q1,SCE,consolidated,declared,-6,26,9841184245000000
20071114001292,00124799,2007,Q3,SCE,consolidated,declared,-6,26,9841184245000000
20030814000462,00130684,2003,H1,BS,consolidated,doc_default,-6,26,9754827477000000
20031114001681,00146542,2003,Q3,APPR,separate,doc_default,-6,26,9998685776000000
20060512001099,00173698,2006,Q1,CF,separate,doc_default,-6,26,9949949090000000
20031114000087,00130684,2003,Q3,BS,consolidated,doc_default,-6,26,9754827477000000
20080331003141,00124799,2007,FY,SCE,consolidated,declared,-6,26,9841184245000000
20100517001070,00136271,2010,Q1,SCE,consolidated,declared,-6,26,8924500000000000
20070814001470,00124799,2007,H1,SCE,consolidated,declared,-6,26,9841184245000000
20030814000548,00175173,2003,H1,CF,separate,doc_default,-6,26,7067401819000000
20051114001606,00120289,2005,Q3,IS,separate,doc_default,-6,25,9745273990000000
20250814001699,00122348,2025,Q3,SCE,consolidated,declared,-6,25,7996681457000000
20210813001338,00163512,2021,H1,SCE,separate,declared,-6,25,9962512741000000
20060515000113,00162063,2006,Q1,BS,separate,doc_default,-6,25,9617518600000000
20031114000045,00127200,2003,Q3,BS,consolidated,doc_default,-6,25,10000000000000000
20071114000429,00242378,2007,Q3,CF,separate,doc_default,-6,25,8686473344000000
20201116001133,00125822,2020,Q3,SCE,consolidated,declared,-6,25,8644922247000000
20041112000548,00141149,2004,Q3,CF,separate,doc_default,-6,25,5726466714000000
20180814001260,00535375,2018,H1,SCE,consolidated,declared,-6,25,8080406164000000
20050816000297,00166175,2005,H1,BS,separate,doc_default,-6,25,9541135035000000
20051114000990,00166175,2005,Q3,BS,separate,doc_default,-6,25,9462547429000000
20050429001085,00242378,2005,Q1,CF,separate,doc_default,-6,25,9352566619000000
20061114000036,00138303,2006,Q3,BS,separate,doc_default,-6,25,9776249436000000
20050422000024,00242378,2005,Q1,CF,separate,doc_default,-6,25,9352566619000000
20070330001248,00363592,2006,FY,CF,separate,doc_default,-6,25,9057856800000000
20020812000212,00145109,2002,H1,IS,separate,doc_default,-6,25,8785554869000000
20031114000739,00127200,2003,Q3,BS,consolidated,doc_default,-6,25,10000000000000000
20230814000961,00390903,2023,H1,SCE,consolidated,declared,-6,25,4967110000000000
20000812000179,00122056,2000,H1,BS,separate,doc_default,-6,25,9323114616000000
20040514001702,00131692,2004,Q1,CF,consolidated,doc_default,-6,25,10000000000000000
20110811000129,00161383,2011,H1,CF,separate,declared,-6,25,9716420500000000
20210817001851,00161116,2021,H1,SCE,consolidated,declared,-6,25,8389311096000000
20050812000914,00120289,2005,H1,IS,separate,doc_default,-6,25,9744069260000000
20040628000342,00137997,2004,FY,CF,separate,doc_default,-6,25,10000000000000000
20040518000082,00131692,2004,Q1,CF,consolidated,doc_default,-6,25,10000000000000000
20200814001963,00615723,2020,H1,SCE,separate,declared,-6,24,9412152107000000
20061114001801,00302926,2006,Q3,IS,separate,doc_default,-6,24,8963136348000000
20070514002235,00161046,2007,Q1,IS,separate,doc_default,-6,24,8928230494000000
20060814001419,00140566,2006,H1,CF,separate,doc_default,-6,24,9750000000000000
20030813000546,00263371,2003,H1,BS,separate,doc_default,-6,24,9070000000000000
20040513001378,00151128,2004,Q1,CF,separate,doc_default,-6,24,8077107898000000
20040511000580,00162911,2004,Q1,IS,consolidated,doc_default,-6,24,9388230283000000
20030819000133,00263371,2003,H1,BS,separate,doc_default,-6,24,9070000000000000
20020531000012,00114093,2002,Q1,CF,separate,doc_default,-6,24,8838698557000000
20020329000398,00114093,2001,FY,CF,separate,doc_default,-6,24,8838698557000000
20031114000935,00145464,2003,Q3,BS,separate,doc_default,-6,24,9484109469000000
20210514001647,00913689,2021,Q1,SCE,consolidated,declared,-6,24,5872000000000000
20050816000759,00113359,2006,Q1,CF,separate,declared,-6,24,9138697716000000
20220318000950,00231831,2021,FY,SCE,consolidated,declared,-6,24,8585190480000000
20050812000910,00146542,2005,H1,APPR,separate,doc_default,-6,24,9917310309000000
20201116001284,00115384,2020,Q3,SCE,consolidated,declared,-6,24,9436540330000000
20070514002235,00161046,2007,Q1,CF,separate,doc_default,-6,24,8116346745000000
20050331000874,00101488,2004,FY,IS,separate,doc_default,-6,24,8426783152000000
20070813000543,00244783,2007,H1,SCE,separate,declared,-6,24,5781850000000000
20230324001066,00937324,2022,FY,SCE,consolidated,declared,-3,24,8875709247979000
20061114000757,00122472,2006,Q3,BS,separate,doc_default,-6,24,9953021702000000
20050516001132,00256380,2005,Q1,CF,separate,doc_default,-6,24,9941376731000000
20061114001943,00122472,2006,Q3,BS,separate,doc_default,-6,24,9953021702000000
20230323001157,00204226,2022,FY,CF,consolidated,declared,-6,24,8961120000000000
20020514000369,00114093,2002,Q1,CF,separate,doc_default,-6,24,8838698557000000
20020813000203,00114093,2002,H1,CF,separate,doc_default,-6,24,8838698557000000
20070814000063,00242378,2007,H1,IS,separate,doc_default,-6,24,9130678515000000
20031114001177,00145464,2003,Q3,BS,separate,doc_default,-6,24,9484109469000000
20050516000798,00130383,2005,Q1,IS,consolidated,doc_default,-6,23,8643095840000000
20070515000595,00369569,2007,Q1,CF,separate,doc_default,-6,23,9455057246000000
20060814001160,00303794,2006,H1,CF,separate,doc_default,-6,23,10000000000000000
20030813000490,00145464,2003,H1,BS,separate,doc_default,-6,23,9484109469000000
20220317001246,01205329,2021,FY,SCE,separate,declared,-6,23,4592464190000000
20050812000400,00265421,2005,H1,CF,separate,doc_default,-6,23,8544000000000000
20200330002831,00360142,2019,FY,SCE,consolidated,declared,-6,23,9724702933000000
20020814000645,00138516,2002,H1,CF,separate,doc_default,-6,23,9376487151000000
20020330000336,00167192,2001,FY,APPR,separate,doc_default,-6,23,7887541238000000
20050516001417,00480455,2005,Q1,CF,separate,doc_default,-6,23,9261528056000000
20031202000018,00122825,2003,Q3,BS,consolidated,declared,-6,23,9604313229000000
20060914000087,00351630,2006,H1,IS,separate,doc_default,-6,23,9330425187000000
20151113001065,01032404,2015,Q3,CF,separate,declared,-6,23,9192201099000000
20031114000075,00122825,2003,Q3,BS,consolidated,declared,-6,23,9604313229000000
20120515001810,00313649,2012,Q1,SCE,separate,declared,-6,23,9230176688000000
20070814000787,00134510,2007,H1,CF,separate,doc_default,-6,23,9158382699000000
20130401003005,00364467,2012,FY,CF,consolidated,declared,-6,23,9999999900000000
20050331001417,00159971,2004,FY,CF,separate,doc_default,-6,23,9000000000000000
20050207000031,00133335,2005,Q1,CF,separate,doc_default,-6,23,8203000000000000
20050812000753,00260958,2005,H1,CF,separate,doc_default,-6,23,10000000000000000
20060331001062,00138516,2005,FY,IS,separate,declared,-6,23,9420232318000000
20060814000349,00351630,2006,H1,IS,separate,doc_default,-6,23,9330425187000000
20020514000603,00159616,2002,Q1,IS,separate,declared,-6,23,9794606452000000
20071114000429,00242378,2007,Q3,IS,separate,doc_default,-6,23,9574166780000000
20051114001428,00203582,2005,Q3,BS,consolidated,doc_default,-6,23,9285599675000000
20020330000008,00152385,2001,FY,CF,separate,doc_default,-6,23,9926586000000000
20220321001501,00139205,2021,FY,SCE,separate,declared,-6,23,6521210000000000
20050214000176,00133335,2005,Q1,CF,separate,doc_default,-6,23,8203000000000000
20210311001126,00104388,2020,FY,SCE,separate,declared,-6,23,8499490500000000
20031203000256,00122825,2003,Q3,BS,consolidated,declared,-6,23,9604313229000000
20080515001982,00152385,2008,Q1,IS,consolidated,doc_default,-6,22,9867715078000000
20190814001267,00397058,2019,H1,SCE,consolidated,declared,-6,22,9771938500000000
20020814000116,00130383,2002,H1,IS,consolidated,doc_default,-6,22,9217840401000000
20050214000404,00162416,2005,Q3,CF,separate,declared,-6,22,10000000000000000
20040515000219,00120526,2004,Q1,BS,separate,doc_default,-6,22,10000000000000000
20020429000069,00152385,2002,Q1,CF,separate,doc_default,-6,22,9926586000000000
20180402005173,00904672,2017,FY,SCE,separate,declared,-6,22,8882180972000000
20020515001156,00130383,2002,Q1,IS,consolidated,doc_default,-6,22,9217840401000000
20020401000221,00124799,2001,FY,IS,consolidated,declared,-6,22,9856194989000000
20201116001133,00125822,2020,Q3,SCE,separate,declared,-6,22,9528249459000000
20050812001026,00163345,2005,H1,CF,separate,doc_default,-6,22,5392676267000000
20140829001766,00140955,2014,H1,CF,separate,declared,-6,22,10000000000000000
20210817000492,00129989,2021,H1,SCE,separate,declared,-6,22,8987288477000000
20050214000454,00162416,2005,Q3,CF,separate,declared,-6,22,10000000000000000
20070814001014,00348034,2007,H1,BS,separate,doc_default,-6,22,8795430697000000
20040514002824,00192499,2004,Q1,SCE,consolidated,doc_default,-6,22,7055824597000000
20210319000658,00231831,2020,FY,BS,consolidated,declared,-6,22,9142950460000000
20060515001129,00129642,2006,Q1,CF,separate,doc_default,-6,22,8361102799000000
20031114000457,00101549,2003,Q3,CF,separate,doc_default,-6,22,9477436833000000
20031114001203,00101549,2003,Q3,CF,separate,doc_default,-6,22,9477436833000000
20180402003540,00103130,2017,FY,SCE,separate,declared,-6,22,8808016020000000
20160330001829,00526696,2015,FY,SCE,separate,declared,-6,22,6124722341000000
20070515002153,00206659,2007,Q1,IS,consolidated,doc_default,-6,22,9081782987000000
20051114001040,00145464,2005,Q3,BS,separate,doc_default,-6,22,9176437247000000
20060814001168,00220109,2006,H1,CF,separate,doc_default,-6,22,8964462449000000
20060515001455,00255105,2006,Q1,CF,separate,doc_default,-6,22,8854920000000000
20210817002192,00186559,2021,H1,BS,separate,declared,-6,21,9941124760000000
20031113000421,00171265,2003,Q3,CF,separate,doc_default,-6,21,10000000000000000
20070330002254,00150633,2006,FY,CF,separate,doc_default,-6,21,9394448840000000
20020515001149,00130383,2001,FY,IS,consolidated,doc_default,-6,21,9285355580000000
20240514001672,01513699,2024,Q1,BS,consolidated,declared,-6,21,9845774275000000
20230512000842,00327819,2023,Q1,BS,separate,declared,-6,21,9046741782000000
20050516001512,00120289,2005,Q1,IS,separate,doc_default,-6,21,9738165129000000
20020515000089,00242378,2002,Q1,APPR,separate,doc_default,-6,21,7817103174000000
20210817002192,00186559,2021,H1,CF,consolidated,declared,-6,21,9463019877000000
20040514000107,00159254,2004,Q1,CF,separate,doc_default,-6,21,9425025552000000
20060814000553,00210856,2006,H1,IS,separate,doc_default,-6,21,9501525237000000
20020330000431,00130383,2001,FY,IS,consolidated,doc_default,-6,21,9285355580000000
20040621000163,00159254,2004,Q1,CF,separate,doc_default,-6,21,9425025552000000
20230323001157,00204226,2022,FY,CF,separate,declared,-6,21,9175036247000000
20160513002477,00156910,2016,Q1,CF,consolidated,doc_default,-6,21,6914508159000000
20220318000950,00231831,2021,FY,BS,consolidated,declared,-6,21,9142950460000000
20230209000202,00378363,2023,Q3,SCE,consolidated,declared,-6,21,6509980746000000
20161114000977,00156910,2016,Q3,CF,consolidated,doc_default,-6,21,9991886471000000
20210813001272,00152880,2021,H1,SCE,consolidated,declared,-6,21,9019190931000000
20220322000790,00176835,2021,FY,CF,consolidated,declared,-6,21,6953223342000000
20050331000827,00164830,2004,FY,BS,separate,doc_default,-6,21,9777911387000000
20040814000230,00120526,2004,H1,BS,separate,doc_default,-6,21,9483502130000000
20080515000785,00267906,2008,Q1,BS,consolidated,doc_default,-6,21,9245669318000000
20031128000109,00171265,2003,Q3,CF,separate,doc_default,-6,21,10000000000000000
20201116001133,00125822,2020,Q3,CF,separate,declared,-6,21,6563115853000000
20020329000999,00124027,2001,FY,SCE,consolidated,declared,-6,21,5280000000000000
20070330001939,00124799,2006,FY,SCE,consolidated,declared,-6,21,9841184245000000
20241114001806,00159971,2024,Q3,CF,consolidated,declared,-6,21,9433440000000000
20040602000154,00156150,2004,Q1,CF,separate,doc_default,-6,20,7702173707000000
20240514001672,01513699,2024,Q1,SCE,consolidated,declared,-6,20,5536617500000000
20160330001829,00526696,2015,FY,CF,separate,declared,-6,20,9822222012000000
20200330002831,00360142,2019,FY,CF,consolidated,declared,-6,20,9700910721000000
20220318000950,00231831,2021,FY,BS,separate,declared,-6,20,9992131265000000
20170515003620,00139214,2017,Q1,CF,separate,doc_default,-6,20,9719062711000000
20030814000969,00153524,2003,H1,APPR,separate,doc_default,-6,20,7868836038000000
20040513000424,00156150,2004,Q1,CF,separate,doc_default,-6,20,7702173707000000
20070514001225,00159795,2007,Q1,SCE,separate,doc_default,-6,20,7819710482000000
20201116001284,00115384,2020,Q3,SCE,separate,declared,-6,20,9316301496000000
20031114000265,00153524,2003,Q3,APPR,separate,doc_default,-6,20,7868836038000000
20060515001329,00161693,2006,Q1,CF,separate,declared,-6,20,9512533805000000
20070329000690,00131197,2006,FY,SCE,consolidated,doc_default,-6,20,8847064916000000
20160816000951,00156910,2016,H1,CF,consolidated,doc_default,-6,20,8139000000000000
20210319000658,00231831,2020,FY,SCE,consolidated,declared,-6,20,8585190480000000
20040330000282,00161709,2003,FY,CF,separate,doc_default,-6,20,9375215165000000
20070814000063,00242378,2007,H1,APPR,separate,doc_default,-6,20,7707453888000000
20050516001328,00153393,2005,Q1,SCE,consolidated,doc_default,-6,20,7988723747000000
20240618000212,00378363,2024,FY,SCE,separate,declared,-6,20,6509980746000000
20180402005173,00904672,2017,FY,CF,consolidated,declared,-6,20,8879770000000000
20151113001065,01032404,2015,Q3,CF,consolidated,declared,-6,20,9661385333000000
20220513001674,01412822,2022,Q1,SCE,separate,declared,-6,20,7415836511000000
20111111000686,00119195,2011,Q3,CF,separate,declared,-6,20,9516169791000000
20030630000060,00110875,2003,FY,BS,separate,doc_default,-6,20,9592566203000000
20220321001173,01335930,2021,FY,SCE,separate,declared,-6,20,8411767336000000
20230512000842,00327819,2023,Q1,BS,consolidated,declared,-6,20,9046741782000000
20210817002192,00186559,2021,H1,BS,consolidated,declared,-6,20,9494718756000000
20050812000853,00153393,2005,H1,SCE,consolidated,doc_default,-6,20,7988723747000000
