20051112000005	00126089
20050512001086	00126089
20040628000347	00109037
20051111000126	00115931
20031114001396	00117337
20041115001144	00125822
20041115000391	00125822
20031114000111	00110893
20061114000521	00125488
20060512002357	00125488
20040514001748	00125488
20031114000211	00125488
20061114000863	00121154
20060814000570	00121154
20060331001560	00121154
20050330001445	00121154
20070214000014	00125576
20050114000123	00125576
20020927000143	00125576
20020330000020	00123143
20040330001424	00109754
20060828000155	00126089
20040814000140	00121154
20040527000312	00121154
20031205000062	00121154
20100331001072	00163196
20070330000881	00120289
20061114001424	00120289
20050429000127	00120289
20041113000049	00120289
20040622000245	00120289
20040512000943	00120289
20040330001423	00120289
20070814001134	00298447
20050516001390	00298447
20050331001479	00298447
20040813000961	00298447
20040625000312	00298447
20040604000342	00298447
20040531000141	00298447
20040531000109	00298447
20040514002210	00298447
20040330001025	00298447
20030813000498	00298447
20070330001591	00184889
20031201000040	00125725
20070517000120	00301112
20070814000791	00301422
20051114000328	00133618
20040703000001	00127857
20041115000117	00117276
20070515000107	00117276
20100514003424	00692254
20051114000605	00298340
20050516000660	00298340
20070514003857	00125576
20061114000325	00125576
20051114000048	00125576
20031114000893	00125576
20020514000518	00125576
20051116000244	00347716
20080214000435	00117267
20020515000130	00347716
20070515001860	00301112
20061114000745	00301112
20060814001544	00301112
20031114001427	00126308
20020401001361	00347716
20080808000525	00127857
20080514003983	00127857
20070328000063	00127857
20061113000098	00127857
20060512001621	00127857
20051114001290	00127857
20050330000348	00127857
20040813000431	00127857
20031114000855	00127857
20020809000295	00127857
20020514000546	00127857
20020401000084	00127857
20050516001495	00303703
20051114001025	00163196
20070515002032	00191287
20041112000197	00122694
20020514000007	00243067
20050331000038	00133557
20020515000430	00124799
20040913000118	00303873
20030814000202	00197759
20020515000136	00126788
20060503000629	00126788
20051114001233	00199252
20040618000319	00252135
20070814000149	00130772
20060515001183	00134477
20061114001798	00187725
20040213000269	00113562
20051114001103	00301422
20050816000354	00301422
20050516000637	00197759
20041115000837	00197759
20070814000015	00303873
20030814000301	00126955
20060912000042	00137058
20081114000491	00136776
20051114001828	00164812
20070814001479	00199252
20080515002251	00199252
20070515001986	00199252
20070403000806	00199252
20061114001553	00199252
20060515002191	00199252
20040514001355	00126779
20080630000051	00203290
20040629000499	00203290
20040213000381	00203290
20050812000657	00126779
20000515000179	00126779
20051114001166	00303873
20050909000146	00201131
20050513001516	00201131
20041115000704	00201131
20040812000177	00303703
20040520000129	00303703
20040514003218	00303703
20030926000036	00198697
20040524000104	00148443
20060814000360	00164779
20060515000518	00164830
20070813000125	00144395
20060814001136	00152127
20031114000282	00152385
20050329000086	00351579
20040329000510	00351579
20050513002837	00135111
20051114001482	00198697
20061114001596	00148896
20061114001322	00198697
20060814001142	00198697
20050816000380	00198697
20050429001417	00198697
20041112000891	00198697
20040625000354	00198697
20040514000782	00198697
20040528000309	00198697
20041115000676	00303703
20030813000590	00258421
20040813000775	00164830
20050512000473	00152589
20060515000669	00126779
20070814000310	00202839
20060908000022	00202839
20050330000224	00152589
20040513000622	00152589
20000328000263	00126779
20031113000087	00309503
20030814000776	00309503
20030331001320	00309503
20041108000074	00317210
20060331001642	00359580
20050516000720	00359580
20041112000192	00359580
20040514000724	00359580
20031113000242	00359580
20030813000683	00359580
20020514000342	00359580
20050516000186	00239514
20040814000343	00239514
20040429000866	00204262
20060330001284	00240857
20081114001096	00165413
20080814001251	00165413
20080515001555	00165413
20101115000842	00587466
